facility_id,reading_date,kwh_consumed,kvar_reactive,peak_demand_kw,solar_kwh
F007,2024-02-08,2108.3,1449.5,143.7,0.0
F007,2024-02-09,2382.3,1471.5,188.2,0.0
F007,2024-02-10,1265.7,,139.4,0.0
F007,2024-02-11,1279.9,677.1,102.2,0.0
F007,2024-02-12,1636.4,1218.2,229.1,0.0
F007,2024-02-13,1566.3,1078.4,154.8,0.0
F007,2024-02-14,2025.2,523.8,165.1,0.0
F007,2024-02-15,1556.8,1160.8,211.0,0.0
F007,2024-02-16,1367.7,1532.8,175.6,0.0
F007,2024-02-17,1351.5,,129.1,0.0
F007,2024-02-18,1508.7,512.0,109.6,0.0
F007,2024-02-19,2345.5,713.4,212.5,0.0
F007,2024-02-20,2167.9,656.2,228.0,0.0
F007,2024-02-21,1700.9,1241.4,143.7,0.0
F007,2024-02-22,2189.4,836.1,183.9,0.0
F007,2024-02-23,,622.8,,0.0
F007,2024-02-24,1562.7,441.9,107.7,0.0
F007,2024-02-25,1106.7,609.2,142.8,0.0
F007,2024-02-26,1649.2,,201.6,0.0
F007,2024-02-27,1750.0,918.6,225.7,0.0
F007,2024-02-28,1362.2,688.7,167.2,0.0
F007,2024-03-01,1769.0,1112.9,191.2,0.0
F007,2024-03-02,1515.6,406.8,104.8,0.0
F007,2024-03-03,1135.1,741.4,100.7,0.0
F007,2024-03-04,2246.7,625.0,199.2,0.0
F007,2024-03-05,2054.7,,157.5,0.0
F007,2024-03-06,1715.8,749.9,206.7,0.0
F007,2024-03-07,2389.2,534.7,236.2,0.0
F007,2024-03-08,1623.0,1166.2,236.4,0.0
F007,2024-03-09,,896.3,,0.0
F007,2024-03-10,1322.4,,136.0,0.0
F007,2024-03-11,1930.6,1057.3,213.7,0.0
F007,2024-03-13,2451.6,868.5,226.2,0.0
F007,2024-03-14,1355.4,1058.0,150.0,0.0
F007,2024-03-15,1551.5,1404.6,216.4,0.0
F007,2024-03-17,1453.9,,109.0,0.0
F007,2024-03-18,1539.2,961.7,175.1,0.0
F007,2024-03-19,1368.2,938.0,200.6,0.0
F007,2024-03-20,2316.3,660.7,190.1,0.0
F007,2024-03-21,1409.2,655.4,221.6,0.0
F007,2024-03-22,2186.5,1364.5,202.0,0.0
F007,2024-03-23,1567.5,655.2,123.0,0.0
F007,2024-03-24,1001.4,999.2,121.9,0.0
F007,2024-03-26,2074.7,575.2,222.0,0.0
F007,2024-03-27,,1079.4,169.8,0.0
F007,2024-03-28,1486.6,998.3,165.2,0.0
F007,2024-03-29,2238.6,642.0,201.9,0.0
F007,2024-03-30,1420.6,604.5,128.9,0.0
F007,2024-03-31,1182.6,456.5,124.8,0.0
F007,2024-04-01,1950.9,872.5,242.6,0.0
F007,2024-04-02,1478.1,1272.9,241.0,0.0
F007,2024-04-03,1902.0,1525.5,231.1,0.0
F007,2024-04-04,,742.7,,0.0
F007,2024-04-05,1819.7,1550.4,190.9,0.0
F007,2024-04-06,928.9,728.7,144.9,0.0
F007,2024-04-07,1086.2,348.2,110.1,0.0
F007,2024-04-08,2532.6,660.0,177.2,0.0
F007,2024-04-09,2387.3,,241.2,0.0
F007,2024-04-10,1859.7,740.1,173.4,0.0
F007,2024-04-11,2183.4,1422.7,202.4,0.0
F007,2024-04-12,1508.0,985.9,215.1,0.0
F007,2024-04-13,1184.3,564.9,156.5,0.0
F007,2024-04-14,1506.7,512.3,159.0,0.0
F007,2024-04-15,1390.6,818.8,168.6,0.0
F007,2024-04-16,2202.0,1204.3,155.3,0.0
F007,2024-04-18,2464.2,1278.1,238.3,0.0
F007,2024-04-19,1645.1,1372.0,164.7,0.0
F007,2024-04-20,1034.3,1017.1,157.8,0.0
F007,2024-04-21,1216.9,531.3,115.2,0.0
F007,2024-04-22,1373.1,1482.7,205.4,0.0
F007,2024-04-23,2211.1,857.9,214.4,0.0
F007,2024-04-24,1910.7,997.2,229.9,0.0
F007,2024-04-25,2004.9,988.6,149.2,0.0
F007,2024-04-26,2442.8,1106.9,148.8,0.0
F007,2024-04-27,996.4,660.7,152.1,0.0
F007,2024-04-28,1507.3,611.2,137.5,0.0
F007,2024-04-29,1829.3,1481.2,156.4,0.0
F007,2024-04-30,1849.9,593.8,213.6,0.0
F007,2024-05-01,1616.6,1210.6,241.4,0.0
F007,2024-05-02,2521.5,992.8,241.6,0.0
F007,2024-05-03,1757.2,1425.2,,0.0
F007,2024-05-04,1187.5,524.1,102.2,0.0
F007,2024-05-05,1281.0,934.9,129.0,0.0
F007,2024-05-06,2434.8,945.4,152.0,0.0
F007,2024-05-07,2050.7,1068.6,186.0,0.0
F007,2024-05-08,2451.6,996.4,166.6,0.0
F007,2024-05-09,2184.4,961.4,239.4,0.0
F007,2024-05-10,1692.2,,246.7,0.0
F007,2024-05-11,1699.4,,110.0,0.0
F007,2024-05-12,1134.5,533.2,154.6,0.0
F007,2024-05-13,1452.5,826.4,192.2,0.0
F007,2024-05-14,2143.7,1389.7,211.9,0.0
F007,2024-05-15,2058.6,984.4,196.3,0.0
F007,2024-05-16,1648.5,762.1,192.6,0.0
F007,2024-05-17,2059.8,686.7,171.5,0.0
F007,2024-05-18,944.8,717.5,130.8,0.0
F007,2024-05-19,1115.0,985.0,151.2,0.0
F007,2024-05-20,1483.0,674.0,183.8,0.0
F007,2024-05-21,1421.6,708.1,232.4,0.0
F007,2024-05-22,1792.0,757.0,159.8,0.0
F007,2024-05-23,1729.3,1067.0,152.2,0.0
F007,2024-05-24,1980.0,1495.2,208.8,0.0
F007,2024-05-25,1123.2,,131.2,0.0
F007,2024-05-26,1550.1,792.3,117.1,0.0
F007,2024-05-27,2045.6,1448.5,220.7,0.0
F007,2024-05-28,1676.5,1430.1,190.2,0.0
F007,2024-05-29,1840.8,707.9,179.6,0.0
F007,2024-05-30,1876.9,933.1,,0.0
F007,2024-05-31,,975.8,193.2,0.0
F007,2024-06-01,1062.0,424.4,107.8,0.0
F007,2024-06-02,1144.2,992.2,112.5,0.0
F007,2024-06-03,1708.7,544.1,205.9,0.0
F007,2024-06-04,1652.3,1352.8,238.2,0.0
F007,2024-06-05,1764.4,1106.0,182.3,0.0
F007,2024-06-06,2656.9,1332.9,178.9,0.0
F007,2024-06-07,1831.6,1116.7,223.2,0.0
F007,2024-06-08,,950.0,145.7,0.0
F007,2024-06-09,1294.2,433.5,127.9,0.0
F007,2024-06-10,2396.1,1027.0,181.8,0.0
F007,2024-06-11,1963.2,566.0,234.5,0.0
F007,2024-06-12,2498.0,1209.0,190.9,0.0
F007,2024-06-13,2164.5,611.4,190.5,0.0
F007,2024-06-14,2538.7,1204.5,186.3,0.0
F007,2024-06-15,1218.1,830.7,128.4,0.0
F007,2024-06-17,2173.4,575.0,250.2,0.0
F007,2024-06-18,2536.0,1290.5,157.0,0.0
F007,2024-06-19,,1016.0,,0.0
F007,2024-06-20,1602.6,591.1,177.2,0.0
F007,2024-06-21,,1168.2,,0.0
F007,2024-06-22,1397.7,578.7,144.4,0.0
F007,2024-06-23,944.8,416.9,162.9,0.0
F007,2024-06-24,,987.3,215.6,0.0
F007,2024-06-25,2304.3,1254.6,230.0,0.0
F007,2024-06-26,,1040.7,,0.0
F007,2024-06-27,2166.4,1511.4,162.8,0.0
F007,2024-06-28,2385.9,1179.9,217.8,0.0
F007,2024-06-29,1737.2,869.1,150.0,0.0
F007,2024-06-30,1331.0,904.7,135.3,0.0
F008,2024-01-01,1567.1,1045.2,265.0,0.0
F008,2024-01-02,1846.6,641.6,218.5,0.0
F008,2024-01-03,1484.8,849.9,302.8,0.0
F008,2024-01-04,2402.6,767.9,307.3,0.0
F008,2024-01-05,1671.5,,262.8,0.0
F008,2024-01-06,1158.4,711.3,149.9,0.0
F008,2024-01-07,,590.5,,0.0
F008,2024-01-08,2081.1,1023.9,,0.0
F008,2024-01-09,1706.1,888.5,199.8,0.0
F008,2024-01-10,2142.5,1199.3,231.9,0.0
F008,2024-01-11,1394.1,837.3,277.9,0.0
F008,2024-01-12,1679.1,803.2,215.5,0.0
F008,2024-01-13,1024.6,377.7,203.7,0.0
F008,2024-01-14,1455.1,702.0,159.2,0.0
F008,2024-01-15,1970.2,751.8,263.1,0.0
F008,2024-01-17,,1254.8,202.9,0.0
F008,2024-01-18,2412.1,769.9,251.1,0.0
F008,2024-01-19,1516.2,884.6,315.9,0.0
F008,2024-01-20,1538.4,757.6,160.7,0.0
F008,2024-01-21,1060.3,507.1,135.3,0.0
F008,2024-01-22,1416.2,1023.9,240.0,0.0
F008,2024-01-23,2028.1,778.9,194.9,0.0
F008,2024-01-24,1650.9,670.1,217.6,0.0
F008,2024-01-25,1845.4,921.7,253.6,0.0
F008,2024-01-27,1579.4,573.3,185.2,0.0
F008,2024-01-28,1500.6,759.5,186.1,0.0
F008,2024-01-29,1772.1,792.6,285.3,0.0
F008,2024-01-30,1648.0,891.7,,0.0
F008,2024-01-31,1988.0,754.0,300.1,0.0
F008,2024-02-01,2124.7,787.8,298.7,0.0
F008,2024-02-02,1598.5,690.7,301.2,0.0
F008,2024-02-03,1352.2,513.1,166.1,0.0
F008,2024-02-04,1667.3,863.0,200.1,0.0
F008,2024-02-05,1901.1,875.3,320.8,0.0
F008,2024-02-06,1720.3,975.6,292.7,0.0
F008,2024-02-07,2227.8,937.8,237.5,0.0
F008,2024-02-08,2594.3,1179.3,262.1,0.0
F008,2024-02-09,1920.9,997.3,266.4,0.0
F008,2024-02-10,1058.3,890.0,137.7,0.0
F008,2024-02-11,1644.5,788.4,181.1,0.0
F008,2024-02-12,2463.0,736.8,217.9,0.0
F008,2024-02-13,1460.9,739.7,205.4,0.0
F008,2024-02-14,2108.5,888.2,196.2,0.0
F008,2024-02-15,,1174.1,,0.0
F008,2024-02-16,2524.0,1370.4,197.5,0.0
F008,2024-02-17,1509.7,732.2,208.4,0.0
F008,2024-02-18,1399.2,890.1,,0.0
F008,2024-02-19,2387.4,,271.4,0.0
F008,2024-02-20,1450.7,991.0,238.4,0.0
F008,2024-02-21,1535.5,986.4,272.2,0.0
F008,2024-02-22,1912.8,844.8,311.5,0.0
F008,2024-02-23,2553.2,,254.6,0.0
F008,2024-02-24,1317.5,518.6,185.5,0.0
F008,2024-02-25,1314.6,614.5,204.5,0.0
F008,2024-02-26,1473.7,715.4,278.0,0.0
F008,2024-02-27,1717.3,1218.4,217.5,0.0
F008,2024-02-28,,1252.7,278.0,0.0
F008,2024-02-29,1600.1,773.9,233.1,0.0
F008,2024-03-01,2366.0,,246.2,0.0
F008,2024-03-02,1292.1,758.8,212.9,0.0
F008,2024-03-03,1449.4,561.7,202.3,0.0
F008,2024-03-04,2138.8,1384.6,276.9,0.0
F008,2024-03-05,2647.0,731.3,214.4,0.0
F008,2024-03-06,2401.9,719.1,219.8,0.0
F008,2024-03-07,1795.8,1154.8,248.1,0.0
F008,2024-03-08,2473.3,1097.7,250.8,0.0
F008,2024-03-09,1453.7,423.9,168.1,0.0
F008,2024-03-10,1226.6,742.8,201.3,0.0
F008,2024-03-11,1948.3,1082.5,229.5,0.0
F008,2024-03-12,2309.0,,273.8,0.0
F008,2024-03-13,2407.3,1100.2,317.0,0.0
F008,2024-03-14,2562.9,552.7,228.2,0.0
F008,2024-03-15,2535.2,974.9,293.2,0.0
F008,2024-03-16,1183.5,640.7,174.8,0.0
F008,2024-03-17,1587.9,341.7,147.5,0.0
F008,2024-03-18,2335.7,,256.1,0.0
F008,2024-03-19,2188.7,989.1,251.6,0.0
F008,2024-03-20,2043.2,1385.0,274.8,0.0
F008,2024-03-21,1937.7,486.7,202.2,0.0
F008,2024-03-23,1191.0,497.6,179.6,0.0
F008,2024-03-24,1387.3,626.5,148.1,0.0
F008,2024-03-25,1602.0,545.6,263.9,0.0
F008,2024-03-26,2112.6,1002.7,325.1,0.0
F008,2024-03-27,2438.4,1284.7,239.4,0.0
F008,2024-03-28,1700.4,755.7,295.2,0.0
F008,2024-03-29,1751.8,1161.5,201.3,0.0
F008,2024-03-30,1261.0,338.3,172.2,0.0
F008,2024-03-31,1211.1,699.7,169.8,0.0
F008,2024-04-01,1835.5,1310.6,259.3,0.0
F008,2024-04-02,1530.3,943.3,308.3,0.0
F008,2024-04-03,2677.8,822.1,277.5,0.0
F008,2024-04-04,1771.9,1257.0,333.5,0.0
F008,2024-04-05,1641.6,756.2,222.3,0.0
F008,2024-04-06,1501.2,426.4,135.0,0.0
F008,2024-04-07,1014.6,421.9,165.7,0.0
F008,2024-04-08,2056.6,683.1,338.7,0.0
F008,2024-04-09,2703.3,921.0,259.0,0.0
F008,2024-04-10,1711.7,986.6,,0.0
F008,2024-04-11,1748.7,1166.3,271.6,0.0
F008,2024-04-12,2292.3,1119.9,,0.0
F008,2024-04-13,1057.4,900.2,,0.0
F008,2024-04-14,1686.5,584.5,172.0,0.0
F008,2024-04-16,1745.8,810.4,254.6,0.0
F008,2024-04-17,1692.8,927.3,211.5,0.0
F008,2024-04-18,2450.9,1094.6,294.8,0.0
F008,2024-04-19,2404.1,1273.8,,0.0
F008,2024-04-20,1296.1,696.3,164.9,0.0
F008,2024-04-21,,348.8,143.6,0.0
F008,2024-04-22,2431.0,526.5,309.3,0.0
F008,2024-04-23,1691.3,1379.9,225.3,0.0
F008,2024-04-24,1963.6,965.5,315.9,0.0
F008,2024-04-25,1844.1,953.6,258.6,0.0
F008,2024-04-26,,641.3,313.4,0.0
F008,2024-04-27,1660.6,438.2,178.7,0.0
F008,2024-04-28,1735.7,921.1,143.8,0.0
F008,2024-04-29,2436.7,900.5,,0.0
F008,2024-04-30,2003.4,,252.4,0.0
F008,2024-05-01,1756.1,578.9,311.1,0.0
F008,2024-05-02,,896.3,,0.0
F008,2024-05-03,1972.7,837.6,231.3,0.0
F008,2024-05-04,1513.3,489.1,156.6,0.0
F008,2024-05-05,1452.6,897.6,190.0,0.0
F008,2024-05-06,,728.8,248.7,0.0
F008,2024-05-07,1609.3,1152.8,243.6,0.0
F008,2024-05-08,2060.5,858.4,235.2,0.0
F008,2024-05-09,,963.7,,0.0
F008,2024-05-10,2280.6,750.8,276.4,0.0
F008,2024-05-11,1838.4,555.0,178.6,0.0
F008,2024-05-12,1204.1,641.1,206.6,0.0
F008,2024-05-13,2494.9,,325.9,0.0
F008,2024-05-14,2013.5,657.6,291.2,0.0
F008,2024-05-15,2183.5,683.4,283.2,0.0
F008,2024-05-16,2567.0,1160.4,278.0,0.0
F008,2024-05-17,2634.6,655.8,241.5,0.0
F008,2024-05-18,1409.7,774.2,210.3,0.0
F008,2024-05-20,2391.7,509.4,213.9,0.0
F008,2024-05-21,,771.1,324.8,0.0
F008,2024-05-22,1687.5,1212.3,282.2,0.0
F008,2024-05-23,2860.7,1027.9,240.5,0.0
F008,2024-05-24,2802.2,682.9,337.9,0.0
F008,2024-05-25,1160.6,521.1,208.7,0.0
F008,2024-05-26,1405.6,928.8,187.7,0.0
F008,2024-05-27,2067.0,1374.2,311.1,0.0
F008,2024-05-28,1826.2,497.0,283.7,0.0
F008,2024-05-30,2227.7,1362.7,293.8,0.0
F008,2024-05-31,2586.7,602.9,240.9,0.0
F008,2024-06-01,1685.6,923.4,201.0,0.0
F008,2024-06-02,1254.8,905.2,215.4,0.0
F008,2024-06-03,2083.7,1086.1,269.6,0.0
F008,2024-06-04,2260.0,932.5,333.4,0.0
F008,2024-06-05,2144.9,633.2,348.5,0.0
F008,2024-06-07,1921.1,1253.0,324.4,0.0
F008,2024-06-08,1660.3,563.3,152.8,0.0
F008,2024-06-09,,915.0,202.9,0.0
F008,2024-06-10,2242.9,1013.6,229.7,0.0
F008,2024-06-11,2297.6,,354.0,0.0
F008,2024-06-12,1856.5,644.7,350.7,0.0
F008,2024-06-13,,562.9,305.4,0.0
F008,2024-06-14,2342.8,1018.6,279.8,0.0
F008,2024-06-16,1820.5,424.9,217.9,0.0
F008,2024-06-17,2692.7,1175.2,322.8,0.0
F008,2024-06-18,2718.6,500.0,224.3,0.0
F008,2024-06-19,,1285.4,,0.0
F008,2024-06-21,2823.8,1057.4,232.3,0.0
F008,2024-06-22,1219.6,580.2,144.6,0.0
F008,2024-06-23,1575.3,367.7,192.2,0.0
F008,2024-06-24,2803.7,,338.0,0.0
F008,2024-06-25,1735.6,1125.0,287.0,0.0
F008,2024-06-26,1661.1,1109.9,220.0,0.0
F008,2024-06-27,1954.9,898.5,292.6,0.0
F008,2024-06-28,1929.8,811.9,242.4,0.0
F008,2024-06-29,1239.1,665.1,197.5,0.0
F008,2024-06-30,1532.3,378.7,209.5,0.0
F009,2024-01-01,804.9,482.1,271.0,103.0
F009,2024-01-02,739.3,670.4,387.3,
F009,2024-01-03,808.5,475.1,293.3,101.9
F009,2024-01-04,782.0,427.4,276.0,53.3
F009,2024-01-05,599.4,617.9,344.5,95.9
F009,2024-01-06,542.7,161.2,158.2,44.0
F009,2024-01-08,587.4,319.0,359.4,111.2
F009,2024-01-10,1022.2,567.1,384.9,54.5
F009,2024-01-11,1044.3,354.6,263.7,75.8
F009,2024-01-13,699.3,305.3,241.3,110.4
F009,2024-01-14,,259.7,211.7,45.8
F009,2024-01-15,910.2,612.6,350.5,70.4
F009,2024-01-16,735.2,,399.0,40.3
F009,2024-01-17,861.8,487.8,346.4,23.2
F009,2024-01-18,696.8,323.6,276.6,57.2
F009,2024-01-19,943.7,326.9,279.8,117.2
F009,2024-01-20,451.5,321.8,184.0,
F009,2024-01-21,539.1,213.6,166.5,30.3
F009,2024-01-23,1028.6,280.3,356.5,102.1
F009,2024-01-24,,,278.4,66.0
F009,2024-01-25,866.9,260.2,330.0,66.9
F009,2024-01-26,975.2,664.3,324.5,59.1
F009,2024-01-28,514.7,232.7,180.6,110.1
F009,2024-01-29,779.1,306.1,388.2,61.8
F009,2024-01-30,653.3,363.2,,38.4
F009,2024-01-31,947.1,474.8,350.2,58.8
F009,2024-02-01,1051.2,,276.5,85.5
F009,2024-02-02,1079.4,617.7,367.0,41.4
F009,2024-02-03,498.1,,178.6,101.8
F009,2024-02-04,501.4,340.4,174.2,114.0
F009,2024-02-05,647.8,,360.7,120.0
F009,2024-02-06,1007.8,372.7,280.4,73.4
F009,2024-02-07,899.8,407.4,376.3,106.2
F009,2024-02-08,764.6,717.7,292.4,
F009,2024-02-09,,441.7,,116.9
F009,2024-02-10,418.6,375.3,234.7,
F009,2024-02-11,523.7,302.5,194.8,
F009,2024-02-12,848.1,650.8,351.5,57.7
F009,2024-02-13,1027.7,297.5,266.3,64.7
F009,2024-02-14,604.5,575.9,300.7,70.5
F009,2024-02-16,1070.1,307.2,384.1,123.4
F009,2024-02-17,694.5,,194.7,49.6
F009,2024-02-18,550.5,383.4,185.4,40.3
F009,2024-02-20,725.6,358.5,316.8,71.2
F009,2024-02-21,958.2,629.3,275.8,46.4
F009,2024-02-22,892.1,589.4,271.8,113.8
F009,2024-02-23,851.9,581.8,344.0,
F009,2024-02-24,516.7,360.5,172.2,111.3
F009,2024-02-26,1022.3,538.9,308.9,83.1
F009,2024-02-27,1114.5,331.9,330.0,73.4
F009,2024-02-28,731.7,681.7,391.0,40.6
F009,2024-02-29,,560.8,338.0,76.8
F009,2024-03-01,884.7,328.7,339.3,50.7
F009,2024-03-02,494.7,353.0,231.5,37.5
F009,2024-03-03,725.0,380.9,257.5,29.9
F009,2024-03-04,936.8,626.7,311.3,110.3
F009,2024-03-05,699.3,558.6,269.6,71.2
F009,2024-03-06,859.9,584.0,314.2,101.7
F009,2024-03-07,827.2,477.5,370.9,126.5
F009,2024-03-08,,367.8,,60.5
F009,2024-03-09,737.4,210.4,267.0,60.3
F009,2024-03-10,599.0,415.3,260.5,35.2
F009,2024-03-12,806.7,,298.4,102.8
F009,2024-03-14,950.9,365.2,310.3,22.2
F009,2024-03-15,,,356.0,24.9
F009,2024-03-16,676.2,303.0,213.9,75.6
F009,2024-03-17,514.5,364.7,215.1,73.6
F009,2024-03-18,901.4,672.0,371.2,67.0
F009,2024-03-19,1091.1,,260.8,101.6
F009,2024-03-20,793.5,519.9,270.9,72.0
F009,2024-03-21,1098.1,710.9,325.3,112.9
F009,2024-03-22,923.4,611.5,354.9,75.2
F009,2024-03-23,,187.9,272.2,45.7
F009,2024-03-24,721.8,359.3,231.5,110.8
F009,2024-03-25,1135.8,306.9,409.1,108.5
F009,2024-03-26,899.1,281.3,310.3,116.1
F009,2024-03-27,835.1,665.2,298.8,
F009,2024-03-28,721.0,568.1,291.0,117.8
F009,2024-03-29,1014.9,507.1,403.5,100.9
F009,2024-03-30,721.9,201.8,262.9,39.5
F009,2024-03-31,733.4,425.5,238.5,76.9
F009,2024-04-01,755.6,422.7,327.3,126.4
F009,2024-04-02,947.4,477.1,419.4,124.8
F009,2024-04-03,1176.7,702.9,381.8,111.9
F009,2024-04-04,871.3,,357.1,83.4
F009,2024-04-05,956.8,246.3,287.1,48.5
F009,2024-04-06,485.7,163.4,191.5,105.9
F009,2024-04-07,581.9,237.7,279.5,101.5
F009,2024-04-08,1071.1,599.5,305.4,29.2
F009,2024-04-09,1163.2,600.5,346.5,62.2
F009,2024-04-10,688.2,551.1,366.0,80.5
F009,2024-04-11,1148.2,720.4,396.2,
F009,2024-04-12,1005.7,493.6,303.2,118.6
F009,2024-04-13,476.0,274.8,243.0,114.7
F009,2024-04-14,688.2,230.5,226.2,43.1
F009,2024-04-15,881.9,,364.3,116.4
F009,2024-04-16,939.8,320.0,376.8,92.3
F009,2024-04-17,661.9,589.5,334.2,46.5
F009,2024-04-18,898.7,475.7,367.4,97.9
F009,2024-04-20,678.6,223.4,261.2,126.3
F009,2024-04-21,443.4,161.8,195.8,99.9
F009,2024-04-22,707.0,411.4,293.1,
F009,2024-04-23,1092.1,705.6,274.5,129.3
F009,2024-04-24,960.6,615.2,375.6,34.7
F009,2024-04-25,,454.8,298.1,75.7
F009,2024-04-26,911.7,697.0,267.2,114.7
F009,2024-04-27,503.7,466.3,228.5,84.5
F009,2024-04-28,580.2,251.7,269.7,35.8
F009,2024-04-29,665.0,428.0,350.5,90.0
F009,2024-04-30,709.1,541.1,405.4,125.3
F009,2024-05-01,1196.2,,276.9,81.2
F009,2024-05-02,810.6,393.4,433.8,72.8
F009,2024-05-03,698.5,,339.7,79.9
F009,2024-05-04,453.7,188.2,275.6,115.9
F009,2024-05-05,503.2,258.3,190.4,80.0
F009,2024-05-06,883.9,,355.3,116.7
F009,2024-05-07,1151.7,282.1,424.6,34.3
F009,2024-05-08,986.4,257.0,328.5,106.4
F009,2024-05-09,1142.1,426.4,425.4,45.8
F009,2024-05-10,764.2,254.5,274.6,92.1
F009,2024-05-11,672.2,454.4,182.3,47.3
F009,2024-05-12,454.1,432.1,277.9,67.6
F009,2024-05-13,946.5,417.7,357.3,122.2
F009,2024-05-14,762.3,707.7,340.3,50.0
F009,2024-05-15,1065.8,523.1,352.4,100.0
F009,2024-05-16,773.0,265.7,276.8,119.8
F009,2024-05-17,922.2,420.5,426.7,126.2
F009,2024-05-18,474.8,259.1,244.7,28.3
F009,2024-05-19,554.6,373.9,235.5,129.9
F009,2024-05-20,,710.8,341.6,101.1
F009,2024-05-21,,474.1,,
F009,2024-05-22,1061.1,707.0,413.8,90.6
F009,2024-05-23,1042.8,,436.4,63.7
F009,2024-05-24,746.7,309.9,274.1,95.7
F009,2024-05-25,765.7,387.2,195.0,107.0
F009,2024-05-27,680.8,493.8,330.2,82.0
F009,2024-05-29,950.7,378.6,343.5,37.1
F009,2024-05-30,999.4,436.4,399.3,123.8
F009,2024-05-31,1098.2,407.2,277.2,75.1
F009,2024-06-01,805.8,437.2,212.9,111.2
F009,2024-06-02,635.0,,215.3,96.8
F009,2024-06-03,1174.8,503.3,448.8,109.7
F009,2024-06-04,1035.5,598.1,280.6,119.1
F009,2024-06-05,836.5,576.7,337.1,87.8
F009,2024-06-06,1237.7,,419.0,47.9
F009,2024-06-07,870.2,662.5,436.6,25.6
F009,2024-06-08,551.8,216.1,293.5,99.2
F009,2024-06-09,720.7,328.8,219.7,
F009,2024-06-10,1083.6,583.9,451.6,131.1
F009,2024-06-11,688.5,687.6,411.0,114.5
F009,2024-06-12,1054.4,557.8,329.6,92.9
F009,2024-06-13,823.3,404.6,431.6,79.1
F009,2024-06-14,1105.1,,443.9,112.3
F009,2024-06-15,701.5,173.0,259.6,119.2
F009,2024-06-16,600.9,286.7,188.1,111.0
F009,2024-06-17,1212.9,459.9,326.6,114.5
F009,2024-06-18,964.2,673.3,375.0,76.2
F009,2024-06-19,915.7,622.9,311.8,77.6
F009,2024-06-20,1083.5,,443.0,60.8
F009,2024-06-21,828.7,392.7,327.7,93.4
F009,2024-06-22,512.4,243.1,292.2,40.2
F009,2024-06-23,548.1,351.1,214.0,116.9
F009,2024-06-24,675.5,342.3,439.8,131.9
F009,2024-06-25,,602.1,,27.9
F009,2024-06-26,793.9,,357.2,
F009,2024-06-27,752.6,277.8,408.2,35.4
F009,2024-06-28,1119.0,467.2,388.5,64.0
F009,2024-06-29,453.5,258.8,293.7,
F009,2024-06-30,488.4,391.1,286.7,41.9
F010,2024-01-01,1356.8,528.4,223.4,115.2
F010,2024-01-02,1365.3,473.8,141.7,79.8
F010,2024-01-03,1679.1,777.0,196.9,62.9
F010,2024-01-04,1388.9,520.1,233.8,112.2
F010,2024-01-05,1824.7,761.8,183.7,66.7
F010,2024-01-06,,311.3,134.0,68.1
F010,2024-01-07,670.2,458.6,102.3,81.2
F010,2024-01-08,1304.1,396.3,192.7,65.3
F010,2024-01-09,1189.4,615.9,196.1,
F010,2024-01-10,1385.6,872.7,170.1,57.6
F010,2024-01-11,1846.1,815.1,191.3,
F010,2024-01-12,1190.2,905.7,200.4,66.4
F010,2024-01-13,1170.4,316.9,140.0,74.5
F010,2024-01-14,1173.8,206.0,117.2,
F010,2024-01-15,1884.6,565.5,150.8,50.7
F010,2024-01-16,1570.5,717.6,173.0,23.2
F010,2024-01-17,1072.7,917.4,161.6,63.3
F010,2024-01-18,1296.8,675.5,219.4,58.9
F010,2024-01-19,1322.1,772.1,179.1,68.3
F010,2024-01-20,974.7,220.2,125.4,59.9
F010,2024-01-21,1048.8,415.3,112.7,104.1
F010,2024-01-22,1058.2,829.4,197.7,58.2
F010,2024-01-23,1642.4,,221.8,21.8
F010,2024-01-24,1118.2,646.2,220.3,89.0
F010,2024-01-25,1365.5,860.9,221.5,70.6
F010,2024-01-26,1730.7,582.0,186.7,62.4
F010,2024-01-27,766.5,522.2,136.2,87.9
F010,2024-01-28,733.5,363.7,143.8,45.4
F010,2024-01-29,1024.9,367.5,188.0,
F010,2024-01-30,1705.6,702.3,155.6,111.7
F010,2024-01-31,1804.6,,208.7,86.4
F010,2024-02-01,1478.4,511.9,232.9,50.9
F010,2024-02-02,1246.0,541.8,209.2,106.8
F010,2024-02-03,889.8,212.3,105.2,60.3
F010,2024-02-04,698.5,326.9,144.2,24.5
F010,2024-02-05,1110.9,376.9,150.4,28.0
F010,2024-02-06,1889.8,744.3,233.9,111.7
F010,2024-02-07,1486.5,909.9,184.4,105.2
F010,2024-02-08,1369.9,316.2,184.7,
F010,2024-02-09,1854.4,887.9,204.6,123.5
F010,2024-02-10,1052.9,510.1,144.8,57.2
F010,2024-02-12,1182.4,860.5,168.2,24.4
F010,2024-02-13,1248.9,451.1,161.5,72.4
F010,2024-02-15,1348.6,477.3,209.0,79.4
F010,2024-02-16,1470.7,858.0,235.5,29.9
F010,2024-02-17,770.8,576.8,134.7,123.3
F010,2024-02-18,1088.0,281.0,,62.1
F010,2024-02-19,1161.3,608.2,229.5,79.5
F010,2024-02-20,1166.6,740.9,155.6,42.1
F010,2024-02-21,1614.3,743.3,208.1,50.7
F010,2024-02-22,1786.2,309.5,161.5,25.0
F010,2024-02-23,1716.5,550.6,166.5,72.9
F010,2024-02-24,1090.8,423.9,101.7,46.2
