request_id,tenant_id,endpoint_id,timestamp,base_tokens,weight_multiplier,surge_multiplier,effective_tokens,hourly_request_count,daily_request_count,daily_token_count,effective_hourly_limit,within_limit,throttle_reason,billable
R00000665,T011,EP003,2025-01-02 14:20:13,507,1.0,1.0,507,4,189,804608,82,NO,TOKEN_EXCEEDED,YES
R00000199,T020,EP008,2025-01-02 14:24:58,249,0.5,1.0,124,1,5,3069,650,YES,,NO
R00000381,T011,EP002,2025-01-02 14:28:20,1837,1.2,1.0,2204,5,190,806812,82,NO,TOKEN_EXCEEDED,YES
R00000506,T011,EP004,2025-01-02 14:30:06,1549,2.5,1.4,5422,6,191,812234,82,NO,TOKEN_EXCEEDED,YES
R00000619,T011,EP003,2025-01-02 14:31:10,596,1.0,1.0,596,7,192,812830,82,NO,TOKEN_EXCEEDED,YES
R00000616,T011,EP004,2025-01-02 14:33:44,1248,2.5,1.4,4368,8,193,817198,82,NO,TOKEN_EXCEEDED,YES
R00000607,T011,EP010,2025-01-02 14:39:20,5000,2.5,1.4,17500,9,194,834698,82,NO,TOKEN_EXCEEDED,YES
R00000127,T006,EP007,2025-01-02 14:40:40,829,0.7,1.0,580,1,3,10245,22,YES,,YES
R00000473,T011,EP002,2025-01-02 14:42:20,351,1.2,1.0,421,10,195,835119,82,NO,TOKEN_EXCEEDED,YES
R00000463,T011,EP003,2025-01-02 14:45:33,1781,1.0,1.0,1781,11,196,836900,82,NO,TOKEN_EXCEEDED,YES
R00000503,T011,EP004,2025-01-02 14:48:57,1111,2.5,1.4,3888,12,197,840788,82,NO,TOKEN_EXCEEDED,YES
R00000432,T011,EP010,2025-01-02 14:53:20,5000,2.5,1.4,17500,13,198,858288,82,NO,TOKEN_EXCEEDED,YES
R00000595,T011,EP001,2025-01-02 14:55:25,850,1.0,1.0,850,14,199,859138,82,NO,TOKEN_EXCEEDED,YES
R00000574,T011,EP002,2025-01-02 14:56:44,1971,1.2,1.0,2365,15,200,861503,82,NO,TOKEN_EXCEEDED,YES
R00000494,T011,EP001,2025-01-02 15:01:59,1783,1.0,1.0,1783,1,201,863286,82,NO,TOKEN_EXCEEDED,YES
R00000493,T011,EP003,2025-01-02 15:02:19,1298,1.0,1.0,1298,2,202,864584,82,NO,TOKEN_EXCEEDED,YES
R00000314,T015,EP004,2025-01-02 15:08:00,5030,2.0,1.4,14084,1,9,61338,240,YES,,YES
R00000502,T011,EP010,2025-01-02 15:09:22,5000,2.5,1.4,17500,3,203,882084,82,NO,TOKEN_EXCEEDED,YES
R00000529,T011,EP003,2025-01-02 15:16:43,1192,1.0,1.0,1192,4,204,883276,82,NO,TOKEN_EXCEEDED,YES
R00000578,T011,EP002,2025-01-02 15:19:07,839,1.2,1.0,1007,5,205,884283,82,NO,TOKEN_EXCEEDED,YES
R00000475,T011,EP002,2025-01-02 15:30:43,1192,1.2,1.0,1430,6,206,885713,82,NO,TOKEN_EXCEEDED,YES
R00000608,T011,EP004,2025-01-02 15:37:37,745,2.5,1.4,2608,7,207,888321,82,NO,TOKEN_EXCEEDED,YES
R00000192,T019,EP003,2025-01-02 15:38:19,1298,1.0,1.0,1298,1,5,3526,650,YES,,YES
R00000656,T011,EP002,2025-01-02 15:39:35,1494,1.2,1.0,1793,8,208,890114,82,NO,TOKEN_EXCEEDED,YES
R00000420,T011,EP004,2025-01-02 15:41:41,500,2.5,1.4,1750,9,209,891864,82,NO,TOKEN_EXCEEDED,YES
R00000168,T014,EP008,2025-01-02 15:42:49,1487,1.0,1.0,1487,1,3,2831,82,YES,,NO
R00000395,T011,EP001,2025-01-02 15:44:40,436,1.0,1.0,436,10,210,892300,82,NO,TOKEN_EXCEEDED,YES
R00000443,T011,EP004,2025-01-02 15:47:17,339,2.5,1.4,1186,11,211,893486,82,NO,TOKEN_EXCEEDED,YES
R00000140,T008,EP005,2025-01-02 15:47:23,1018,1.5,1.0,1527,1,4,7951,22,YES,,YES
R00000129,T006,EP004,2025-01-02 15:50:02,654,3.0,1.4,2747,1,4,12992,22,YES,,YES
R00000103,T001,EP008,2025-01-02 15:51:00,86,1.0,1.0,86,1,3,1034,10,YES,,NO
R00000385,T011,EP001,2025-01-02 15:53:30,303,1.0,1.0,303,12,212,893789,82,NO,TOKEN_EXCEEDED,YES
R00000386,T011,EP004,2025-01-02 15:53:39,519,2.5,1.4,1816,13,213,895605,82,NO,TOKEN_EXCEEDED,YES
R00000633,T011,EP001,2025-01-02 16:01:25,878,1.0,1.0,878,1,214,896483,82,NO,TOKEN_EXCEEDED,YES
R00000526,T011,EP002,2025-01-02 16:01:34,1227,1.2,1.0,1472,2,215,897955,82,NO,TOKEN_EXCEEDED,YES
R00000178,T016,EP003,2025-01-02 16:02:21,1416,1.0,1.0,1416,1,2,4226,240,YES,,YES
R00000559,T011,EP001,2025-01-02 16:06:14,995,1.0,1.0,995,3,216,898950,82,NO,TOKEN_EXCEEDED,YES
R00000521,T011,EP004,2025-01-02 16:09:04,819,2.5,1.4,2866,4,217,901816,82,NO,TOKEN_EXCEEDED,YES
R00000380,T011,EP002,2025-01-02 16:09:34,378,1.2,1.0,454,5,218,902270,82,NO,TOKEN_EXCEEDED,YES
R00000599,T011,EP001,2025-01-02 16:09:50,1677,1.0,1.0,1677,6,219,903947,82,NO,TOKEN_EXCEEDED,YES
R00000400,T011,EP002,2025-01-02 16:13:57,1520,1.2,1.0,1824,7,220,905771,82,NO,TOKEN_EXCEEDED,YES
R00000484,T011,EP003,2025-01-02 16:20:43,807,1.0,1.0,807,8,221,906578,82,NO,TOKEN_EXCEEDED,YES
R00000445,T011,EP004,2025-01-02 16:21:30,949,2.5,1.4,3322,9,222,909900,82,NO,TOKEN_EXCEEDED,YES
R00000412,T011,EP010,2025-01-02 16:26:27,5000,2.5,1.4,17500,10,223,927400,82,NO,TOKEN_EXCEEDED,YES
R00000315,T015,EP004,2025-01-02 16:30:00,5034,2.0,1.4,14095,1,10,75433,240,YES,,YES
R00000159,T012,EP001,2025-01-02 16:30:54,585,1.0,1.0,585,1,4,2599,82,YES,,YES
R00000383,T011,EP003,2025-01-02 16:34:30,779,1.0,1.0,779,11,224,928179,82,NO,TOKEN_EXCEEDED,YES
R00000547,T011,EP010,2025-01-02 16:37:45,5000,2.5,1.4,17500,12,225,945679,82,NO,TOKEN_EXCEEDED,YES
R00000598,T011,EP004,2025-01-02 16:38:50,1893,2.5,1.4,6626,13,226,952305,82,NO,TOKEN_EXCEEDED,YES
R00000560,T011,EP001,2025-01-02 16:43:03,281,1.0,1.0,281,14,227,952586,82,NO,TOKEN_EXCEEDED,YES
R00000185,T017,EP004,2025-01-02 16:44:44,2500,2.0,1.4,7000,1,4,10876,240,YES,,YES
R00000181,T017,EP007,2025-01-02 16:44:49,1424,1.0,1.0,1424,2,5,12300,240,YES,,YES
R00000150,T010,EP010,2025-01-02 16:47:48,0,2.5,1.4,0,1,3,1567,82,YES,,NO
R00000630,T011,EP001,2025-01-02 16:48:49,667,1.0,1.0,667,15,228,953253,82,NO,TOKEN_EXCEEDED,YES
R00000434,T011,EP001,2025-01-02 16:54:04,1525,1.0,1.0,1525,16,229,954778,82,NO,TOKEN_EXCEEDED,YES
R00000170,T014,EP005,2025-01-02 17:07:36,0,1.2,1.0,0,1,4,2831,82,YES,,NO
R00000392,T011,EP010,2025-01-02 17:09:46,5000,2.5,1.4,17500,1,230,972278,82,NO,TOKEN_EXCEEDED,YES
R00000637,T011,EP010,2025-01-02 17:11:12,5000,2.5,1.4,17500,2,231,989778,82,NO,TOKEN_EXCEEDED,YES
R00000431,T011,EP003,2025-01-02 17:19:48,1520,1.0,1.0,1520,3,232,991298,82,NO,TOKEN_EXCEEDED,YES
R00000544,T011,EP003,2025-01-02 17:20:31,1649,1.0,1.0,1649,4,233,992947,82,NO,TOKEN_EXCEEDED,YES
R00000399,T011,EP002,2025-01-02 17:23:48,1714,1.2,1.0,2057,5,234,995004,82,NO,TOKEN_EXCEEDED,YES
R00000122,T005,EP007,2025-01-02 17:24:24,1109,0.7,1.0,776,1,4,8149,22,YES,,YES
R00000113,T003,EP002,2025-01-02 17:26:59,245,2.0,1.0,490,1,4,2982,10,YES,,YES
R00000620,T011,EP002,2025-01-02 17:29:24,1209,1.2,1.0,1451,6,235,996455,82,NO,TOKEN_EXCEEDED,YES
R00000517,T011,EP010,2025-01-02 17:30:23,5000,2.5,1.4,17500,7,236,1013955,82,NO,TOKEN_EXCEEDED,YES
R00000459,T011,EP001,2025-01-02 17:32:28,1147,1.0,1.0,1147,8,237,1015102,82,NO,TOKEN_EXCEEDED,YES
R00000114,T003,EP003,2025-01-02 17:35:21,1086,0.5,1.0,543,2,5,3525,10,YES,,YES
R00000666,T011,EP001,2025-01-02 17:36:47,1667,1.0,1.0,1667,9,238,1016769,82,NO,TOKEN_EXCEEDED,YES
R00000569,T011,EP002,2025-01-02 17:37:42,1127,1.2,1.0,1352,10,239,1018121,82,NO,TOKEN_EXCEEDED,YES
R00000162,T013,EP003,2025-01-02 17:39:36,350,1.0,1.0,350,1,4,6441,82,YES,,YES
R00000650,T011,EP004,2025-01-02 17:42:20,975,2.5,1.4,3412,11,240,1021533,82,NO,TOKEN_EXCEEDED,YES
R00000536,T011,EP004,2025-01-02 17:45:49,743,2.5,1.4,2600,12,241,1024133,82,NO,TOKEN_EXCEEDED,YES
R00000450,T011,EP001,2025-01-02 17:45:54,1926,1.0,1.0,1926,13,242,1026059,82,NO,TOKEN_EXCEEDED,YES
R00000405,T011,EP002,2025-01-02 17:46:36,1143,1.2,1.0,1372,14,243,1027431,82,NO,TOKEN_EXCEEDED,YES
R00000546,T011,EP004,2025-01-02 17:46:47,785,2.5,1.4,2748,15,244,1030179,82,NO,TOKEN_EXCEEDED,YES
R00000189,T018,EP001,2025-01-02 17:46:57,627,1.0,1.0,627,1,5,2262,240,YES,,YES
R00000634,T011,EP003,2025-01-02 17:47:39,1946,1.0,1.0,1946,16,245,1032125,82,NO,TOKEN_EXCEEDED,YES
R00000404,T011,EP002,2025-01-02 17:53:58,1440,1.2,1.0,1728,17,246,1033853,82,NO,TOKEN_EXCEEDED,YES
R00000125,T005,EP009,2025-01-02 17:55:39,673,0.1,1.0,67,2,5,8216,22,YES,,NO
R00000655,T011,EP004,2025-01-02 18:03:23,1570,2.5,1.4,5495,1,247,1039348,82,NO,TOKEN_EXCEEDED,YES
R00000577,T011,EP010,2025-01-02 18:18:39,5000,2.5,1.4,17500,2,248,1056848,82,NO,TOKEN_EXCEEDED,YES
R00000372,T011,EP010,2025-01-02 18:24:53,5000,2.5,1.4,17500,3,249,1074348,82,NO,TOKEN_EXCEEDED,YES
R00000415,T011,EP002,2025-01-02 18:28:26,1595,1.2,1.0,1914,4,250,1076262,82,NO,TOKEN_EXCEEDED,YES
R00000657,T011,EP010,2025-01-02 18:29:18,5000,2.5,1.4,17500,5,251,1093762,82,NO,TOKEN_EXCEEDED,YES
R00000486,T011,EP003,2025-01-02 18:34:35,1877,1.0,1.0,1877,6,252,1095639,82,NO,TOKEN_EXCEEDED,YES
R00000592,T011,EP010,2025-01-02 18:49:37,5000,2.5,1.4,17500,7,253,1113139,82,NO,TOKEN_EXCEEDED,YES
R00000389,T011,EP004,2025-01-02 18:51:38,912,2.5,1.4,3192,8,254,1116331,82,NO,TOKEN_EXCEEDED,YES
R00000388,T011,EP003,2025-01-02 18:51:53,1548,1.0,1.0,1548,9,255,1117879,82,NO,TOKEN_EXCEEDED,YES
R00000649,T011,EP003,2025-01-02 18:58:11,1912,1.0,1.0,1912,10,256,1119791,82,NO,TOKEN_EXCEEDED,YES
R00000477,T011,EP010,2025-01-02 18:58:46,5000,2.5,1.4,17500,11,257,1137291,82,NO,TOKEN_EXCEEDED,YES
R00000525,T011,EP004,2025-01-02 19:05:17,1161,2.5,1.4,4063,1,258,1141354,82,NO,TOKEN_EXCEEDED,YES
R00000177,T016,EP005,2025-01-02 19:06:09,908,1.1,1.0,999,1,3,5225,240,YES,,YES
R00000363,T011,EP001,2025-01-02 19:06:41,352,1.0,1.0,352,2,259,1141706,82,NO,TOKEN_EXCEEDED,YES
R00000167,T014,EP009,2025-01-02 19:13:44,1417,0.1,1.0,142,1,5,2973,82,YES,,NO
R00000179,T016,EP001,2025-01-02 19:16:20,200,1.0,1.0,200,2,4,5425,240,YES,,YES
R00000511,T011,EP001,2025-01-02 19:17:01,1103,1.0,1.0,1103,3,260,1142809,82,NO,TOKEN_EXCEEDED,YES
R00000428,T011,EP003,2025-01-02 19:26:09,1897,1.0,1.0,1897,4,261,1144706,82,NO,TOKEN_EXCEEDED,YES
R00000671,T011,EP001,2025-01-02 19:28:54,237,1.0,1.0,237,5,262,1144943,82,NO,TOKEN_EXCEEDED,YES
R00000663,T011,EP002,2025-01-02 19:30:03,1185,1.2,1.0,1422,6,263,1146365,82,NO,TOKEN_EXCEEDED,YES
R00000366,T011,EP004,2025-01-02 19:34:15,882,2.5,1.4,3087,7,264,1149452,82,NO,TOKEN_EXCEEDED,YES
R00000145,T009,EP002,2025-01-02 19:36:59,975,1.5,1.0,1462,1,3,6262,22,YES,,YES
R00000394,T011,EP003,2025-01-02 19:50:21,1895,1.0,1.0,1895,8,265,1151347,82,NO,TOKEN_EXCEEDED,YES
R00000535,T011,EP001,2025-01-02 19:51:40,715,1.0,1.0,715,9,266,1152062,82,NO,TOKEN_EXCEEDED,YES
R00000128,T006,EP008,2025-01-02 19:52:21,875,1.0,1.0,875,1,5,13867,22,YES,,NO
R00000674,T011,EP004,2025-01-02 19:54:03,960,2.5,1.4,3360,10,267,1155422,82,NO,TOKEN_EXCEEDED,YES
R00000144,T009,EP004,2025-01-02 19:57:31,495,3.0,1.4,2079,2,4,8341,22,YES,,YES
R00000534,T011,EP001,2025-01-02 19:57:35,454,1.0,1.0,454,11,268,1155876,82,NO,TOKEN_EXCEEDED,YES
R00000379,T011,EP003,2025-01-02 19:57:37,1253,1.0,1.0,1253,12,269,1157129,82,NO,TOKEN_EXCEEDED,YES
R00000149,T010,EP010,2025-01-02 20:02:46,708,2.5,1.4,2478,1,4,4045,82,YES,,YES
R00000512,T011,EP010,2025-01-02 20:07:08,5000,2.5,1.4,17500,1,270,1174629,82,NO,TOKEN_EXCEEDED,YES
R00000456,T011,EP001,2025-01-02 20:07:55,1898,1.0,1.0,1898,2,271,1176527,82,NO,TOKEN_EXCEEDED,YES
R00000152,T011,EP003,2025-01-02 20:10:00,1017,1.0,1.0,1017,3,272,1177544,82,NO,TOKEN_EXCEEDED,YES
R00000664,T011,EP003,2025-01-02 20:12:35,315,1.0,1.0,315,4,273,1177859,82,NO,TOKEN_EXCEEDED,YES
R00000438,T011,EP004,2025-01-02 20:15:04,601,2.5,1.4,2104,5,274,1179963,82,NO,TOKEN_EXCEEDED,YES
R00000143,T009,EP003,2025-01-02 20:18:29,1376,0.7,1.0,963,1,5,9304,22,YES,,YES
R00000588,T011,EP003,2025-01-02 20:20:22,508,1.0,1.0,508,6,275,1180471,82,NO,TOKEN_EXCEEDED,YES
R00000653,T011,EP001,2025-01-02 20:21:45,630,1.0,1.0,630,7,276,1181101,82,NO,TOKEN_EXCEEDED,YES
R00000147,T010,EP005,2025-01-02 20:22:04,706,1.2,1.0,847,2,5,4892,82,YES,,YES
R00000158,T012,EP010,2025-01-02 20:31:20,147,2.5,1.4,514,1,5,3113,82,YES,,NO
R00000421,T011,EP004,2025-01-02 20:32:06,1549,2.5,1.4,5422,8,277,1186523,82,NO,TOKEN_EXCEEDED,YES
R00000409,T011,EP001,2025-01-02 20:36:48,1999,1.0,1.0,1999,9,278,1188522,82,NO,TOKEN_EXCEEDED,YES
R00000407,T011,EP010,2025-01-02 20:41:28,5000,2.5,1.4,17500,10,279,1206022,82,NO,TOKEN_EXCEEDED,YES
R00000118,T004,EP006,2025-01-02 20:44:49,855,2.0,1.0,1710,1,5,3212,10,YES,,YES
R00000643,T011,EP002,2025-01-02 20:46:25,512,1.2,1.0,614,11,280,1206636,82,NO,TOKEN_EXCEEDED,YES
R00000382,T011,EP010,2025-01-02 20:53:42,5000,2.5,1.4,17500,12,281,1224136,82,NO,TOKEN_EXCEEDED,YES
R00000411,T011,EP002,2025-01-02 20:55:44,1912,1.2,1.0,2294,13,282,1226430,82,NO,TOKEN_EXCEEDED,YES
R00000570,T011,EP004,2025-01-02 21:12:37,596,2.5,1.4,2086,1,283,1228516,82,NO,TOKEN_EXCEEDED,YES
R00000483,T011,EP002,2025-01-02 21:14:08,1948,1.2,1.0,2338,2,284,1230854,82,NO,TOKEN_EXCEEDED,YES
R00000545,T011,EP001,2025-01-02 21:14:40,409,1.0,1.0,409,3,285,1231263,82,NO,TOKEN_EXCEEDED,YES
R00000497,T011,EP010,2025-01-02 21:18:32,5000,2.5,1.4,17500,4,286,1248763,82,NO,TOKEN_EXCEEDED,YES
R00000137,T008,EP004,2025-01-02 21:28:38,566,3.0,1.4,2377,1,5,10328,22,YES,,YES
R00000488,T011,EP001,2025-01-02 21:36:43,1512,1.0,1.0,1512,5,287,1250275,82,NO,TOKEN_EXCEEDED,YES
R00000165,T013,EP006,2025-01-02 21:41:41,1067,1.2,1.0,1280,1,5,7721,82,YES,,NO
R00000461,T011,EP004,2025-01-02 21:49:14,1002,2.5,1.4,3507,6,288,1253782,82,NO,TOKEN_EXCEEDED,YES
R00000561,T011,EP004,2025-01-02 21:50:00,1777,2.5,1.4,6220,7,289,1260002,82,NO,TOKEN_EXCEEDED,YES
R00000482,T011,EP010,2025-01-02 21:52:07,5000,2.5,1.4,17500,8,290,1277502,82,NO,TOKEN_EXCEEDED,YES
R00000398,T011,EP004,2025-01-02 21:52:09,275,2.5,1.4,962,9,291,1278464,82,NO,TOKEN_EXCEEDED,YES
R00000492,T011,EP010,2025-01-02 21:56:17,5000,2.5,1.4,17500,10,292,1295964,82,NO,TOKEN_EXCEEDED,YES
R00000552,T011,EP010,2025-01-02 21:58:00,5000,2.5,1.4,17500,11,293,1313464,82,NO,TOKEN_EXCEEDED,YES
R00000572,T011,EP010,2025-01-02 21:58:06,5000,2.5,1.4,17500,12,294,1330964,82,NO,TOKEN_EXCEEDED,YES
R00000180,T016,EP002,2025-01-02 22:03:28,496,1.1,1.0,546,1,5,5971,240,YES,,NO
R00000550,T011,EP004,2025-01-02 22:10:33,1861,2.5,1.4,6514,1,295,1337478,82,NO,TOKEN_EXCEEDED,YES
R00000171,T015,EP001,2025-01-02 22:11:10,356,1.0,1.0,356,1,11,75789,240,YES,,YES
R00000676,T011,EP004,2025-01-02 22:11:30,349,2.5,1.4,1222,2,296,1338700,82,NO,TOKEN_EXCEEDED,YES
R00000515,T011,EP003,2025-01-02 22:11:51,1595,1.0,1.0,1595,3,297,1340295,82,NO,TOKEN_EXCEEDED,YES
R00000419,T011,EP001,2025-01-02 22:16:38,1229,1.0,1.0,1229,4,298,1341524,82,NO,TOKEN_EXCEEDED,YES
R00000670,T011,EP002,2025-01-02 22:24:56,626,1.2,1.0,751,5,299,1342275,82,NO,TOKEN_EXCEEDED,YES
R00000652,T011,EP010,2025-01-02 22:26:44,5000,2.5,1.4,17500,6,300,1359775,82,NO,TOKEN_EXCEEDED,YES
R00000370,T011,EP003,2025-01-02 22:38:22,1891,1.0,1.0,1891,7,301,1361666,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000466,T011,EP003,2025-01-02 22:43:44,1351,1.0,1.0,1351,8,302,1363017,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000538,T011,EP004,2025-01-02 22:44:19,868,2.5,1.4,3038,9,303,1366055,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000132,T007,EP004,2025-01-02 22:44:53,378,3.0,1.4,1588,1,55,46359,36,NO,TOKEN_EXCEEDED,YES
R00000597,T011,EP010,2025-01-02 22:52:05,5000,2.5,1.4,17500,10,304,1383555,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000105,T001,EP003,2025-01-02 22:55:38,882,0.5,1.0,441,1,4,1475,10,YES,,YES
R00000573,T011,EP004,2025-01-02 22:57:34,1894,2.5,1.4,6629,11,305,1390184,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000104,T001,EP010,2025-01-02 22:58:47,476,1.0,1.4,666,2,5,2141,10,YES,,NO
R00000605,T011,EP001,2025-01-02 23:03:07,474,1.0,1.0,474,1,306,1390658,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000668,T011,EP003,2025-01-02 23:06:27,934,1.0,1.0,934,2,307,1391592,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000587,T011,EP010,2025-01-02 23:10:54,5000,2.5,1.4,17500,3,308,1409092,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000465,T011,EP001,2025-01-02 23:13:36,1009,1.0,1.0,1009,4,309,1410101,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000430,T011,EP001,2025-01-02 23:20:48,434,1.0,1.0,434,5,310,1410535,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000554,T011,EP001,2025-01-02 23:25:13,476,1.0,1.0,476,6,311,1411011,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000422,T011,EP010,2025-01-02 23:29:40,5000,2.5,1.4,17500,7,312,1428511,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000580,T011,EP001,2025-01-02 23:42:41,1552,1.0,1.0,1552,8,313,1430063,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000472,T011,EP010,2025-01-02 23:43:31,5000,2.5,1.4,17500,9,314,1447563,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000528,T011,EP001,2025-01-02 23:48:01,300,1.0,1.0,300,10,315,1447863,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000543,T011,EP004,2025-01-02 23:49:54,272,2.5,1.4,952,11,316,1448815,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000452,T011,EP010,2025-01-02 23:53:00,5000,2.5,1.4,17500,12,317,1466315,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000518,T011,EP002,2025-01-02 23:56:47,586,1.2,1.0,703,13,318,1467018,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000402,T011,EP010,2025-01-02 23:57:26,5000,2.5,1.4,17500,14,319,1484518,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000636,T011,EP002,2025-01-02 23:58:32,317,1.2,1.0,380,15,320,1484898,82,NO,DAILY_EXCEEDED|TOKEN_EXCEEDED,YES
R00000291,T019,EP002,2025-01-03 01:22:00,1161,1.0,1.0,1161,1,1,1161,650,YES,,NO
R00000231,T007,EP002,2025-01-03 01:33:22,859,1.5,1.0,1288,1,1,1288,22,YES,,YES
R00000255,T011,EP009,2025-01-03 01:36:11,223,0.1,1.0,22,1,1,22,82,YES,,NO
R00000266,T014,EP006,2025-01-03 01:45:51,127,1.2,1.0,152,1,1,152,82,YES,,YES
R00000279,T016,EP010,2025-01-03 01:46:42,554,2.0,1.4,1551,1,1,1551,240,YES,,NO
R00000252,T011,EP002,2025-01-03 02:02:26,533,1.2,1.0,640,1,2,662,82,YES,,YES
R00000294,T019,EP006,2025-01-03 02:13:55,1431,1.0,1.0,1431,1,2,2592,650,YES,,YES
R00000275,T015,EP009,2025-01-03 02:23:26,1388,1.0,1.0,1388,1,1,1388,240,YES,,NO
R00000251,T011,EP008,2025-01-03 02:33:27,83,1.0,1.0,83,2,3,745,82,YES,,NO
R00000248,T010,EP005,2025-01-03 02:50:26,1460,1.2,1.0,1752,1,1,1752,82,YES,,YES
R00000230,T006,EP003,2025-01-03 03:08:11,1107,0.7,1.0,775,1,1,775,22,YES,,YES
R00000204,T001,EP003,2025-01-03 03:10:34,748,0.5,1.0,374,1,1,374,10,YES,,YES
R00000237,T008,EP006,2025-01-03 03:23:04,1329,1.5,1.0,1994,1,1,1994,22,YES,,YES
R00000246,T010,EP007,2025-01-03 03:25:02,1247,1.0,1.0,1247,1,2,2999,82,YES,,YES
R00000218,T004,EP006,2025-01-03 03:53:31,150,2.0,1.0,300,1,1,300,10,YES,,YES
R00000212,T003,EP010,2025-01-03 04:10:04,0,1.0,1.4,0,1,1,0,10,YES,,NO
R00000208,T002,EP003,2025-01-03 04:16:40,496,0.5,1.0,248,1,1,248,10,YES,,YES
R00000201,T001,EP005,2025-01-03 04:34:11,1168,2.0,1.0,2336,1,2,2710,10,YES,,YES
R00000223,T005,EP007,2025-01-03 04:41:35,723,0.7,1.0,506,1,1,506,22,YES,,NO
R00000259,T012,EP001,2025-01-03 04:42:23,409,1.0,1.0,409,1,1,409,82,YES,,YES
R00000236,T008,EP006,2025-01-03 05:46:39,247,1.5,1.0,370,1,2,2364,22,YES,,YES
R00000273,T015,EP008,2025-01-03 06:14:10,1222,0.8,1.0,978,1,2,2366,240,YES,,NO
R00000263,T013,EP002,2025-01-03 06:36:39,140,1.2,1.0,168,1,1,168,82,YES,,YES
R00000268,T014,EP005,2025-01-03 06:41:09,1396,1.2,1.0,1675,1,2,1827,82,YES,,YES
R00000295,T019,EP009,2025-01-03 06:45:47,876,1.0,1.0,876,1,3,3468,650,YES,,NO
R00000233,T007,EP010,2025-01-03 06:46:10,71,3.0,1.4,298,1,2,1586,22,YES,,YES
R00000216,T004,EP006,2025-01-03 06:58:59,250,2.0,1.0,500,1,2,800,10,YES,,YES
R00000296,T020,EP008,2025-01-03 07:19:06,100,0.5,1.0,50,1,1,50,650,YES,,NO
R00000219,T004,EP001,2025-01-03 07:20:17,200,0.5,1.0,100,1,3,900,10,YES,,YES
R00000244,T009,EP006,2025-01-03 08:05:02,420,1.5,1.0,630,1,1,630,22,YES,,NO
R00000298,T020,EP009,2025-01-03 08:16:07,676,1.0,1.0,676,1,2,726,650,YES,,NO
R00000222,T005,EP001,2025-01-03 08:22:42,1096,0.7,1.0,767,1,2,1273,22,YES,,YES
R00000220,T004,EP006,2025-01-03 09:01:42,1398,2.0,1.0,2796,1,4,3696,10,YES,,YES
R00000300,T020,EP004,2025-01-03 09:06:12,1148,1.5,1.4,2411,1,3,3137,650,YES,,NO
R00000207,T002,EP010,2025-01-03 09:11:23,637,1.0,1.4,892,1,2,1140,10,YES,,NO
R00000265,T013,EP007,2025-01-03 09:16:07,69,1.0,1.0,69,1,2,237,82,YES,,YES
R00000211,T003,EP004,2025-01-03 09:50:34,589,1.0,1.4,825,1,2,825,10,YES,,YES
R00000238,T008,EP003,2025-01-03 10:18:26,773,0.7,1.0,541,1,3,2905,22,YES,,YES
R00000205,T001,EP005,2025-01-03 10:26:54,413,2.0,1.0,826,1,3,3536,10,YES,,YES
R00000229,T006,EP003,2025-01-03 10:49:45,500,0.7,1.0,350,1,2,1125,22,YES,,YES
R00000257,T012,EP001,2025-01-03 11:00:57,733,1.0,1.0,733,1,2,1142,82,YES,,YES
R00000226,T006,EP005,2025-01-03 11:02:13,185,1.5,1.0,278,1,3,1403,22,YES,,YES
R00000290,T018,EP004,2025-01-03 11:05:30,82,2.0,1.4,230,1,1,230,240,YES,,YES
R00000272,T015,EP008,2025-01-03 11:27:06,556,0.8,1.0,445,1,3,2811,240,YES,,NO
R00000270,T014,EP010,2025-01-03 11:27:54,862,2.5,1.4,3017,1,3,4844,82,YES,,YES
R00000283,T017,EP010,2025-01-03 11:34:44,5000,2.0,1.4,14000,1,1,14000,240,YES,,YES
R00000249,T010,EP003,2025-01-03 11:38:01,751,1.0,1.0,751,1,3,3750,82,YES,,YES
R00000292,T019,EP006,2025-01-03 12:13:22,910,1.0,1.0,910,1,4,4378,650,YES,,YES
