violation_id,tenant_id,request_id,violation_timestamp,violation_type,violation_number,severity,flat_penalty,pct_penalty,penalty_amount,cumulative_penalty,enforcement_action
VN000158,T0011,R00006774,2025-01-03 19:28:13,TOKEN_EXCEEDED,40,SEVERE,100.0,0.01,100.0,1910.0,SUSPEND_1HR
VN000159,T0011,R00006847,2025-01-03 20:43:24,TOKEN_EXCEEDED,41,SEVERE,100.0,0.01,100.0,2010.0,SUSPEND_1HR
VN000160,T0011,R00006947,2025-01-03 22:15:35,TOKEN_EXCEEDED,42,SEVERE,100.0,0.01,100.0,2110.0,SUSPEND_1HR
VN000161,T0011,R00006957,2025-01-03 22:23:33,TOKEN_EXCEEDED,43,SEVERE,100.0,0.01,100.0,2210.0,SUSPEND_1HR
VN000162,T0011,R00007012,2025-01-03 23:10:46,TOKEN_EXCEEDED,44,SEVERE,100.0,0.01,100.0,2310.0,SUSPEND_1HR
VN000163,T0011,R00007029,2025-01-03 23:24:15,TOKEN_EXCEEDED,45,SEVERE,100.0,0.01,100.0,2410.0,SUSPEND_1HR
VN000164,T0011,R00007049,2025-01-03 23:51:12,TOKEN_EXCEEDED,46,SEVERE,100.0,0.01,100.0,2510.0,SUSPEND_1HR
VN000336,T0012,R00001675,2025-01-01 16:35:12,TOKEN_EXCEEDED,3,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000337,T0012,R00001729,2025-01-01 16:56:12,TOKEN_EXCEEDED,4,MODERATE,5.0,0.001,5.0,5.0,THROTTLE_50PCT
VN000338,T0012,R00001780,2025-01-01 17:13:28,TOKEN_EXCEEDED,5,MODERATE,5.0,0.001,5.0,10.0,THROTTLE_50PCT
VN000339,T0012,R00001934,2025-01-01 18:27:06,TOKEN_EXCEEDED,6,MODERATE,5.0,0.001,5.0,15.0,THROTTLE_50PCT
VN000340,T0012,R00001967,2025-01-01 18:54:22,TOKEN_EXCEEDED,7,MODERATE,5.0,0.001,5.0,20.0,THROTTLE_50PCT
VN000022,T0013,R00001089,2025-01-01 13:09:49,TOKEN_EXCEEDED,1,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000023,T0013,R00001152,2025-01-01 13:27:43,TOKEN_EXCEEDED,2,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000024,T0013,R00001174,2025-01-01 13:36:12,TOKEN_EXCEEDED,3,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000025,T0013,R00001212,2025-01-01 13:51:18,TOKEN_EXCEEDED,4,MODERATE,5.0,0.001,5.0,5.0,THROTTLE_50PCT
VN000026,T0013,R00001234,2025-01-01 14:00:56,TOKEN_EXCEEDED,5,MODERATE,5.0,0.001,5.0,10.0,THROTTLE_50PCT
VN000027,T0013,R00001245,2025-01-01 14:02:02,TOKEN_EXCEEDED,6,MODERATE,5.0,0.001,5.0,15.0,THROTTLE_50PCT
VN000028,T0013,R00001250,2025-01-01 14:03:13,TOKEN_EXCEEDED,7,MODERATE,5.0,0.001,5.0,20.0,THROTTLE_50PCT
VN000029,T0013,R00001258,2025-01-01 14:06:46,TOKEN_EXCEEDED,8,MODERATE,5.0,0.001,5.0,25.0,THROTTLE_50PCT
VN000030,T0013,R00001266,2025-01-01 14:09:27,TOKEN_EXCEEDED,9,MODERATE,5.0,0.001,5.0,30.0,THROTTLE_50PCT
VN000031,T0013,R00001359,2025-01-01 14:43:17,TOKEN_EXCEEDED,10,MODERATE,5.0,0.001,5.0,35.0,THROTTLE_50PCT
VN000032,T0013,R00001368,2025-01-01 14:46:39,TOKEN_EXCEEDED,11,MAJOR,25.0,0.005,25.0,60.0,THROTTLE_90PCT
VN000033,T0013,R00001432,2025-01-01 15:09:17,TOKEN_EXCEEDED,12,MAJOR,25.0,0.005,25.0,85.0,THROTTLE_90PCT
VN000034,T0013,R00001493,2025-01-01 15:33:33,TOKEN_EXCEEDED,13,MAJOR,25.0,0.005,25.0,110.0,THROTTLE_90PCT
VN000035,T0013,R00001523,2025-01-01 15:42:52,TOKEN_EXCEEDED,14,MAJOR,25.0,0.005,25.0,135.0,THROTTLE_90PCT
VN000036,T0013,R00001646,2025-01-01 16:24:15,TOKEN_EXCEEDED,15,MAJOR,25.0,0.005,25.0,160.0,THROTTLE_90PCT
VN000037,T0013,R00001835,2025-01-01 17:31:57,TOKEN_EXCEEDED,16,MAJOR,25.0,0.005,25.0,185.0,THROTTLE_90PCT
VN000038,T0013,R00001863,2025-01-01 17:39:16,TOKEN_EXCEEDED,17,MAJOR,25.0,0.005,25.0,210.0,THROTTLE_90PCT
VN000039,T0013,R00001876,2025-01-01 17:43:17,TOKEN_EXCEEDED,18,MAJOR,25.0,0.005,25.0,235.0,THROTTLE_90PCT
VN000040,T0013,R00002004,2025-01-01 19:24:01,TOKEN_EXCEEDED,19,MAJOR,25.0,0.005,25.0,260.0,THROTTLE_90PCT
VN000041,T0013,R00002051,2025-01-01 20:08:45,TOKEN_EXCEEDED,20,MAJOR,25.0,0.005,25.0,285.0,THROTTLE_90PCT
VN000042,T0013,R00002053,2025-01-01 20:09:36,TOKEN_EXCEEDED,21,MAJOR,25.0,0.005,25.0,310.0,THROTTLE_90PCT
VN000043,T0013,R00002119,2025-01-01 21:19:17,TOKEN_EXCEEDED,22,MAJOR,25.0,0.005,25.0,335.0,THROTTLE_90PCT
VN000044,T0013,R00002136,2025-01-01 21:35:07,TOKEN_EXCEEDED,23,MAJOR,25.0,0.005,25.0,360.0,THROTTLE_90PCT
VN000045,T0013,R00002218,2025-01-01 22:42:49,TOKEN_EXCEEDED,24,MAJOR,25.0,0.005,25.0,385.0,THROTTLE_90PCT
VN000046,T0013,R00002251,2025-01-01 23:08:52,TOKEN_EXCEEDED,25,MAJOR,25.0,0.005,25.0,410.0,THROTTLE_90PCT
VN000047,T0013,R00002278,2025-01-01 23:29:21,TOKEN_EXCEEDED,26,SEVERE,100.0,0.01,100.0,510.0,SUSPEND_1HR
VN000048,T0013,R00006853,2025-01-03 20:51:19,TOKEN_EXCEEDED,27,SEVERE,100.0,0.01,100.0,610.0,SUSPEND_1HR
VN000049,T0013,R00006856,2025-01-03 20:56:11,TOKEN_EXCEEDED,28,SEVERE,100.0,0.01,100.0,710.0,SUSPEND_1HR
VN001234,T0014,R00004459,2025-01-02 19:52:25,TOKEN_EXCEEDED,1,MINOR,0.0,0.0,0.0,0.0,WARNING
VN001235,T0014,R00004561,2025-01-02 21:12:26,TOKEN_EXCEEDED,2,MINOR,0.0,0.0,0.0,0.0,WARNING
VN001236,T0014,R00004638,2025-01-02 22:22:11,TOKEN_EXCEEDED,3,MINOR,0.0,0.0,0.0,0.0,WARNING
VN001237,T0014,R00004697,2025-01-02 23:04:27,TOKEN_EXCEEDED,4,MODERATE,5.0,0.001,5.0,5.0,THROTTLE_50PCT
VN001238,T0014,R00004707,2025-01-02 23:14:05,TOKEN_EXCEEDED,5,MODERATE,5.0,0.001,5.0,10.0,THROTTLE_50PCT
VN001239,T0014,R00004720,2025-01-02 23:24:51,TOKEN_EXCEEDED,6,MODERATE,5.0,0.001,5.0,15.0,THROTTLE_50PCT
VN001240,T0014,R00005816,2025-01-03 13:06:07,TOKEN_EXCEEDED,7,MODERATE,5.0,0.001,5.0,20.0,THROTTLE_50PCT
VN001241,T0014,R00005883,2025-01-03 13:27:29,TOKEN_EXCEEDED,8,MODERATE,5.0,0.001,5.0,25.0,THROTTLE_50PCT
VN001242,T0014,R00005986,2025-01-03 14:02:13,TOKEN_EXCEEDED,9,MODERATE,5.0,0.001,5.0,30.0,THROTTLE_50PCT
VN001243,T0014,R00006100,2025-01-03 14:42:46,TOKEN_EXCEEDED,10,MODERATE,5.0,0.001,5.0,35.0,THROTTLE_50PCT
VN001244,T0014,R00006137,2025-01-03 14:53:53,TOKEN_EXCEEDED,11,MAJOR,25.0,0.005,25.0,60.0,THROTTLE_90PCT
VN001245,T0014,R00006142,2025-01-03 14:55:23,TOKEN_EXCEEDED,12,MAJOR,25.0,0.005,25.0,85.0,THROTTLE_90PCT
VN001246,T0014,R00006214,2025-01-03 15:21:21,TOKEN_EXCEEDED,13,MAJOR,25.0,0.005,25.0,110.0,THROTTLE_90PCT
VN001247,T0014,R00006239,2025-01-03 15:32:13,TOKEN_EXCEEDED,14,MAJOR,25.0,0.005,25.0,135.0,THROTTLE_90PCT
VN001248,T0014,R00006286,2025-01-03 15:47:41,TOKEN_EXCEEDED,15,MAJOR,25.0,0.005,25.0,160.0,THROTTLE_90PCT
VN001249,T0014,R00006333,2025-01-03 15:59:42,TOKEN_EXCEEDED,16,MAJOR,25.0,0.005,25.0,185.0,THROTTLE_90PCT
VN001250,T0014,R00006338,2025-01-03 16:01:51,TOKEN_EXCEEDED,17,MAJOR,25.0,0.005,25.0,210.0,THROTTLE_90PCT
VN001251,T0014,R00006503,2025-01-03 17:00:59,TOKEN_EXCEEDED,18,MAJOR,25.0,0.005,25.0,235.0,THROTTLE_90PCT
VN001252,T0014,R00006552,2025-01-03 17:17:33,TOKEN_EXCEEDED,19,MAJOR,25.0,0.005,25.0,260.0,THROTTLE_90PCT
VN001253,T0014,R00006618,2025-01-03 17:41:49,TOKEN_EXCEEDED,20,MAJOR,25.0,0.005,25.0,285.0,THROTTLE_90PCT
VN001254,T0014,R00006631,2025-01-03 17:45:24,TOKEN_EXCEEDED,21,MAJOR,25.0,0.005,25.0,310.0,THROTTLE_90PCT
VN001255,T0014,R00006640,2025-01-03 17:49:25,TOKEN_EXCEEDED,22,MAJOR,25.0,0.005,25.0,335.0,THROTTLE_90PCT
VN001256,T0014,R00006666,2025-01-03 17:59:50,TOKEN_EXCEEDED,23,MAJOR,25.0,0.005,25.0,360.0,THROTTLE_90PCT
VN001257,T0014,R00006756,2025-01-03 19:16:39,TOKEN_EXCEEDED,24,MAJOR,25.0,0.005,25.0,385.0,THROTTLE_90PCT
VN001258,T0014,R00007024,2025-01-03 23:20:58,TOKEN_EXCEEDED,25,MAJOR,25.0,0.005,25.0,410.0,THROTTLE_90PCT
VN000428,T0015,R00001910,2025-01-01 17:59:47,TOKEN_EXCEEDED,1,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000429,T0015,R00001924,2025-01-01 18:18:46,TOKEN_EXCEEDED,2,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000430,T0015,R00001999,2025-01-01 19:22:05,TOKEN_EXCEEDED,3,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000431,T0015,R00002080,2025-01-01 20:30:52,TOKEN_EXCEEDED,4,MODERATE,5.0,0.001,5.0,5.0,THROTTLE_50PCT
VN000432,T0015,R00002106,2025-01-01 21:02:16,TOKEN_EXCEEDED,5,MODERATE,5.0,0.001,5.0,10.0,THROTTLE_50PCT
VN000433,T0015,R00002190,2025-01-01 22:20:57,TOKEN_EXCEEDED,6,MODERATE,5.0,0.001,5.0,15.0,THROTTLE_50PCT
VN000434,T0015,R00002192,2025-01-01 22:21:45,TOKEN_EXCEEDED,7,MODERATE,5.0,0.001,5.0,20.0,THROTTLE_50PCT
VN000435,T0015,R00002240,2025-01-01 23:00:57,TOKEN_EXCEEDED,8,MODERATE,5.0,0.001,5.0,25.0,THROTTLE_50PCT
VN000436,T0015,R00003310,2025-01-02 12:38:48,TOKEN_EXCEEDED,9,MODERATE,5.0,0.001,5.0,30.0,THROTTLE_50PCT
VN000437,T0015,R00003331,2025-01-02 12:44:56,TOKEN_EXCEEDED,10,MODERATE,5.0,0.001,5.0,35.0,THROTTLE_50PCT
VN000438,T0015,R00003568,2025-01-02 13:54:35,TOKEN_EXCEEDED,11,MAJOR,25.0,0.005,25.0,60.0,THROTTLE_90PCT
VN000439,T0015,R00003618,2025-01-02 14:12:17,TOKEN_EXCEEDED,12,MAJOR,25.0,0.005,25.0,85.0,THROTTLE_90PCT
VN000440,T0015,R00003658,2025-01-02 14:24:06,TOKEN_EXCEEDED,13,MAJOR,25.0,0.005,25.0,110.0,THROTTLE_90PCT
VN000441,T0015,R00003670,2025-01-02 14:27:24,TOKEN_EXCEEDED,14,MAJOR,25.0,0.005,25.0,135.0,THROTTLE_90PCT
VN000442,T0015,R00003703,2025-01-02 14:40:32,TOKEN_EXCEEDED,15,MAJOR,25.0,0.005,25.0,160.0,THROTTLE_90PCT
VN000443,T0015,R00003721,2025-01-02 14:44:07,TOKEN_EXCEEDED,16,MAJOR,25.0,0.005,25.0,185.0,THROTTLE_90PCT
VN000444,T0015,R00003720,2025-01-02 14:44:58,TOKEN_EXCEEDED,17,MAJOR,25.0,0.005,25.0,210.0,THROTTLE_90PCT
VN000445,T0015,R00003730,2025-01-02 14:46:12,TOKEN_EXCEEDED,18,MAJOR,25.0,0.005,25.0,235.0,THROTTLE_90PCT
VN000446,T0015,R00003740,2025-01-02 14:49:53,TOKEN_EXCEEDED,19,MAJOR,25.0,0.005,25.0,260.0,THROTTLE_90PCT
VN000447,T0015,R00003859,2025-01-02 15:29:05,TOKEN_EXCEEDED,20,MAJOR,25.0,0.005,25.0,285.0,THROTTLE_90PCT
VN000448,T0015,R00003921,2025-01-02 15:47:15,TOKEN_EXCEEDED,21,MAJOR,25.0,0.005,25.0,310.0,THROTTLE_90PCT
VN000449,T0015,R00003967,2025-01-02 16:09:34,TOKEN_EXCEEDED,22,MAJOR,25.0,0.005,25.0,335.0,THROTTLE_90PCT
VN000450,T0015,R00003988,2025-01-02 16:14:26,TOKEN_EXCEEDED,23,MAJOR,25.0,0.005,25.0,360.0,THROTTLE_90PCT
VN000451,T0015,R00004060,2025-01-02 16:36:19,TOKEN_EXCEEDED,24,MAJOR,25.0,0.005,25.0,385.0,THROTTLE_90PCT
VN000452,T0015,R00004090,2025-01-02 16:45:14,TOKEN_EXCEEDED,25,MAJOR,25.0,0.005,25.0,410.0,THROTTLE_90PCT
VN000453,T0015,R00004183,2025-01-02 17:16:16,TOKEN_EXCEEDED,26,SEVERE,100.0,0.01,100.0,510.0,SUSPEND_1HR
VN000454,T0015,R00004206,2025-01-02 17:22:59,TOKEN_EXCEEDED,27,SEVERE,100.0,0.01,100.0,610.0,SUSPEND_1HR
VN000455,T0015,R00004252,2025-01-02 17:34:37,TOKEN_EXCEEDED,28,SEVERE,100.0,0.01,100.0,710.0,SUSPEND_1HR
VN000456,T0015,R00004271,2025-01-02 17:41:56,TOKEN_EXCEEDED,29,SEVERE,100.0,0.01,100.0,810.0,SUSPEND_1HR
VN000457,T0015,R00004306,2025-01-02 17:56:28,TOKEN_EXCEEDED,30,SEVERE,100.0,0.01,100.0,910.0,SUSPEND_1HR
VN000458,T0015,R00004337,2025-01-02 18:23:14,TOKEN_EXCEEDED,31,SEVERE,100.0,0.01,100.0,1010.0,SUSPEND_1HR
VN000459,T0015,R00004342,2025-01-02 18:26:11,TOKEN_EXCEEDED,32,SEVERE,100.0,0.01,100.0,1110.0,SUSPEND_1HR
VN000460,T0015,R00004422,2025-01-02 19:23:18,TOKEN_EXCEEDED,33,SEVERE,100.0,0.01,100.0,1210.0,SUSPEND_1HR
VN000461,T0015,R00004442,2025-01-02 19:40:08,TOKEN_EXCEEDED,34,SEVERE,100.0,0.01,100.0,1310.0,SUSPEND_1HR
VN000462,T0015,R00004446,2025-01-02 19:43:42,TOKEN_EXCEEDED,35,SEVERE,100.0,0.01,100.0,1410.0,SUSPEND_1HR
VN000463,T0015,R00004485,2025-01-02 20:11:10,TOKEN_EXCEEDED,36,SEVERE,100.0,0.01,100.0,1510.0,SUSPEND_1HR
VN000464,T0015,R00004512,2025-01-02 20:30:34,TOKEN_EXCEEDED,37,SEVERE,100.0,0.01,100.0,1610.0,SUSPEND_1HR
VN000465,T0015,R00004547,2025-01-02 20:56:08,TOKEN_EXCEEDED,38,SEVERE,100.0,0.01,100.0,1710.0,SUSPEND_1HR
VN000466,T0015,R00004655,2025-01-02 22:30:40,TOKEN_EXCEEDED,39,SEVERE,100.0,0.01,100.0,1810.0,SUSPEND_1HR
VN000467,T0015,R00004666,2025-01-02 22:37:39,TOKEN_EXCEEDED,40,SEVERE,100.0,0.01,100.0,1910.0,SUSPEND_1HR
VN000468,T0015,R00004700,2025-01-02 23:08:54,TOKEN_EXCEEDED,41,SEVERE,100.0,0.01,100.0,2010.0,SUSPEND_1HR
VN000469,T0015,R00006302,2025-01-03 15:50:29,TOKEN_EXCEEDED,42,SEVERE,100.0,0.01,100.0,2110.0,SUSPEND_1HR
VN000470,T0015,R00006337,2025-01-03 16:01:45,TOKEN_EXCEEDED,43,SEVERE,100.0,0.01,100.0,2210.0,SUSPEND_1HR
VN000471,T0015,R00006566,2025-01-03 17:25:31,TOKEN_EXCEEDED,44,SEVERE,100.0,0.01,100.0,2310.0,SUSPEND_1HR
VN000472,T0015,R00006643,2025-01-03 17:50:25,TOKEN_EXCEEDED,45,SEVERE,100.0,0.01,100.0,2410.0,SUSPEND_1HR
VN000473,T0015,R00006751,2025-01-03 19:13:48,TOKEN_EXCEEDED,46,SEVERE,100.0,0.01,100.0,2510.0,SUSPEND_1HR
VN000474,T0015,R00006766,2025-01-03 19:23:52,TOKEN_EXCEEDED,47,SEVERE,100.0,0.01,100.0,2610.0,SUSPEND_1HR
VN000475,T0015,R00006772,2025-01-03 19:27:16,TOKEN_EXCEEDED,48,SEVERE,100.0,0.01,100.0,2710.0,SUSPEND_1HR
VN000476,T0015,R00006813,2025-01-03 20:11:53,TOKEN_EXCEEDED,49,SEVERE,100.0,0.01,100.0,2810.0,SUSPEND_1HR
VN000477,T0015,R00006832,2025-01-03 20:27:16,TOKEN_EXCEEDED,50,SEVERE,100.0,0.01,100.0,2910.0,SUSPEND_1HR
VN000478,T0015,R00006840,2025-01-03 20:38:38,TOKEN_EXCEEDED,51,CRITICAL,500.0,0.05,500.0,3410.0,SUSPEND_24HR
VN000479,T0015,R00006912,2025-01-03 21:44:21,TOKEN_EXCEEDED,52,CRITICAL,500.0,0.05,500.0,3910.0,SUSPEND_24HR
VN000480,T0015,R00007039,2025-01-03 23:42:38,TOKEN_EXCEEDED,53,CRITICAL,500.0,0.05,500.0,4410.0,SUSPEND_24HR
VN000562,T0016,R00002163,2025-01-01 21:58:40,TOKEN_EXCEEDED,1,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000563,T0016,R00002308,2025-01-01 23:58:42,TOKEN_EXCEEDED,2,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000564,T0016,R00003377,2025-01-02 12:57:40,TOKEN_EXCEEDED,3,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000565,T0016,R00003387,2025-01-02 13:00:17,TOKEN_EXCEEDED,4,MODERATE,5.0,0.001,5.0,5.0,THROTTLE_50PCT
VN000566,T0016,R00003410,2025-01-02 13:06:39,TOKEN_EXCEEDED,5,MODERATE,5.0,0.001,5.0,10.0,THROTTLE_50PCT
VN000567,T0016,R00003484,2025-01-02 13:31:06,TOKEN_EXCEEDED,6,MODERATE,5.0,0.001,5.0,15.0,THROTTLE_50PCT
VN000568,T0016,R00003529,2025-01-02 13:42:39,TOKEN_EXCEEDED,7,MODERATE,5.0,0.001,5.0,20.0,THROTTLE_50PCT
VN000569,T0016,R00003634,2025-01-02 14:17:09,TOKEN_EXCEEDED,8,MODERATE,5.0,0.001,5.0,25.0,THROTTLE_50PCT
VN000570,T0016,R00003738,2025-01-02 14:48:42,TOKEN_EXCEEDED,9,MODERATE,5.0,0.001,5.0,30.0,THROTTLE_50PCT
VN000571,T0016,R00003766,2025-01-02 15:00:58,TOKEN_EXCEEDED,10,MODERATE,5.0,0.001,5.0,35.0,THROTTLE_50PCT
VN000572,T0016,R00003831,2025-01-02 15:22:01,TOKEN_EXCEEDED,11,MAJOR,25.0,0.005,25.0,60.0,THROTTLE_90PCT
VN000573,T0016,R00003843,2025-01-02 15:25:13,TOKEN_EXCEEDED,12,MAJOR,25.0,0.005,25.0,85.0,THROTTLE_90PCT
VN000574,T0016,R00003931,2025-01-02 15:52:14,TOKEN_EXCEEDED,13,MAJOR,25.0,0.005,25.0,110.0,THROTTLE_90PCT
VN000575,T0016,R00003937,2025-01-02 15:55:50,TOKEN_EXCEEDED,14,MAJOR,25.0,0.005,25.0,135.0,THROTTLE_90PCT
VN000576,T0016,R00003949,2025-01-02 16:00:47,TOKEN_EXCEEDED,15,MAJOR,25.0,0.005,25.0,160.0,THROTTLE_90PCT
VN000577,T0016,R00003955,2025-01-02 16:03:50,TOKEN_EXCEEDED,16,MAJOR,25.0,0.005,25.0,185.0,THROTTLE_90PCT
VN000578,T0016,R00003982,2025-01-02 16:14:53,TOKEN_EXCEEDED,17,MAJOR,25.0,0.005,25.0,210.0,THROTTLE_90PCT
VN000579,T0016,R00004027,2025-01-02 16:28:39,TOKEN_EXCEEDED,18,MAJOR,25.0,0.005,25.0,235.0,THROTTLE_90PCT
VN000580,T0016,R00004075,2025-01-02 16:41:48,TOKEN_EXCEEDED,19,MAJOR,25.0,0.005,25.0,260.0,THROTTLE_90PCT
VN000581,T0016,R00004138,2025-01-02 17:02:47,TOKEN_EXCEEDED,20,MAJOR,25.0,0.005,25.0,285.0,THROTTLE_90PCT
VN000582,T0016,R00004191,2025-01-02 17:18:50,TOKEN_EXCEEDED,21,MAJOR,25.0,0.005,25.0,310.0,THROTTLE_90PCT
VN000583,T0016,R00004286,2025-01-02 17:47:02,TOKEN_EXCEEDED,22,MAJOR,25.0,0.005,25.0,335.0,THROTTLE_90PCT
VN000584,T0016,R00004330,2025-01-02 18:16:10,TOKEN_EXCEEDED,23,MAJOR,25.0,0.005,25.0,360.0,THROTTLE_90PCT
VN000585,T0016,R00004334,2025-01-02 18:21:20,TOKEN_EXCEEDED,24,MAJOR,25.0,0.005,25.0,385.0,THROTTLE_90PCT
VN000586,T0016,R00004340,2025-01-02 18:26:06,TOKEN_EXCEEDED,25,MAJOR,25.0,0.005,25.0,410.0,THROTTLE_90PCT
VN000587,T0016,R00004344,2025-01-02 18:28:58,TOKEN_EXCEEDED,26,SEVERE,100.0,0.01,100.0,510.0,SUSPEND_1HR
VN000588,T0016,R00004385,2025-01-02 18:54:19,TOKEN_EXCEEDED,27,SEVERE,100.0,0.01,100.0,610.0,SUSPEND_1HR
VN000589,T0016,R00004440,2025-01-02 19:39:07,TOKEN_EXCEEDED,28,SEVERE,100.0,0.01,100.0,710.0,SUSPEND_1HR
VN000590,T0016,R00004466,2025-01-02 19:58:54,TOKEN_EXCEEDED,29,SEVERE,100.0,0.01,100.0,810.0,SUSPEND_1HR
VN000591,T0016,R00004531,2025-01-02 20:43:36,TOKEN_EXCEEDED,30,SEVERE,100.0,0.01,100.0,910.0,SUSPEND_1HR
VN000592,T0016,R00004629,2025-01-02 22:15:39,TOKEN_EXCEEDED,31,SEVERE,100.0,0.01,100.0,1010.0,SUSPEND_1HR
VN000593,T0016,R00004738,2025-01-02 23:38:59,TOKEN_EXCEEDED,32,SEVERE,100.0,0.01,100.0,1110.0,SUSPEND_1HR
VN001166,T0017,R00004126,2025-01-02 16:59:44,TOKEN_EXCEEDED,1,MINOR,0.0,0.0,0.0,0.0,WARNING
VN001167,T0017,R00004258,2025-01-02 17:38:49,TOKEN_EXCEEDED,2,MINOR,0.0,0.0,0.0,0.0,WARNING
VN001168,T0017,R00004277,2025-01-02 17:44:00,TOKEN_EXCEEDED,3,MINOR,0.0,0.0,0.0,0.0,WARNING
VN001169,T0017,R00004322,2025-01-02 18:06:14,TOKEN_EXCEEDED,4,MODERATE,5.0,0.001,5.0,5.0,THROTTLE_50PCT
VN001170,T0017,R00004373,2025-01-02 18:46:02,TOKEN_EXCEEDED,5,MODERATE,5.0,0.001,5.0,10.0,THROTTLE_50PCT
VN001171,T0017,R00004372,2025-01-02 18:46:35,TOKEN_EXCEEDED,6,MODERATE,5.0,0.001,5.0,15.0,THROTTLE_50PCT
VN001172,T0017,R00004590,2025-01-02 21:41:15,TOKEN_EXCEEDED,7,MODERATE,5.0,0.001,5.0,20.0,THROTTLE_50PCT
VN001173,T0017,R00004603,2025-01-02 21:54:09,TOKEN_EXCEEDED,8,MODERATE,5.0,0.001,5.0,25.0,THROTTLE_50PCT
VN001174,T0017,R00004955,2025-01-03 07:00:22,TOKEN_EXCEEDED,9,MODERATE,5.0,0.001,5.0,30.0,THROTTLE_50PCT
VN001175,T0017,R00004982,2025-01-03 07:22:28,TOKEN_EXCEEDED,10,MODERATE,5.0,0.001,5.0,35.0,THROTTLE_50PCT
VN001176,T0017,R00004997,2025-01-03 07:38:28,TOKEN_EXCEEDED,11,MAJOR,25.0,0.005,25.0,60.0,THROTTLE_90PCT
VN001177,T0017,R00005013,2025-01-03 07:53:27,TOKEN_EXCEEDED,12,MAJOR,25.0,0.005,25.0,85.0,THROTTLE_90PCT
VN001178,T0017,R00005044,2025-01-03 08:21:06,TOKEN_EXCEEDED,13,MAJOR,25.0,0.005,25.0,110.0,THROTTLE_90PCT
VN001179,T0017,R00005047,2025-01-03 08:22:24,TOKEN_EXCEEDED,14,MAJOR,25.0,0.005,25.0,135.0,THROTTLE_90PCT
VN001180,T0017,R00005086,2025-01-03 08:50:26,TOKEN_EXCEEDED,15,MAJOR,25.0,0.005,25.0,160.0,THROTTLE_90PCT
VN001181,T0017,R00005122,2025-01-03 09:10:02,TOKEN_EXCEEDED,16,MAJOR,25.0,0.005,25.0,185.0,THROTTLE_90PCT
VN001182,T0017,R00005150,2025-01-03 09:21:18,TOKEN_EXCEEDED,17,MAJOR,25.0,0.005,25.0,210.0,THROTTLE_90PCT
VN001183,T0017,R00005252,2025-01-03 09:51:19,TOKEN_EXCEEDED,18,MAJOR,25.0,0.005,25.0,235.0,THROTTLE_90PCT
VN001184,T0017,R00005249,2025-01-03 09:51:40,TOKEN_EXCEEDED,19,MAJOR,25.0,0.005,25.0,260.0,THROTTLE_90PCT
VN001185,T0017,R00005434,2025-01-03 10:53:50,TOKEN_EXCEEDED,20,MAJOR,25.0,0.005,25.0,285.0,THROTTLE_90PCT
VN001186,T0017,R00005442,2025-01-03 10:54:15,TOKEN_EXCEEDED,21,MAJOR,25.0,0.005,25.0,310.0,THROTTLE_90PCT
VN001187,T0017,R00005489,2025-01-03 11:08:56,TOKEN_EXCEEDED,22,MAJOR,25.0,0.005,25.0,335.0,THROTTLE_90PCT
VN001188,T0017,R00005547,2025-01-03 11:28:15,TOKEN_EXCEEDED,23,MAJOR,25.0,0.005,25.0,360.0,THROTTLE_90PCT
VN001189,T0017,R00005601,2025-01-03 11:48:46,TOKEN_EXCEEDED,24,MAJOR,25.0,0.005,25.0,385.0,THROTTLE_90PCT
VN001190,T0017,R00005608,2025-01-03 11:49:45,TOKEN_EXCEEDED,25,MAJOR,25.0,0.005,25.0,410.0,THROTTLE_90PCT
VN001191,T0017,R00005628,2025-01-03 11:55:50,TOKEN_EXCEEDED,26,SEVERE,100.0,0.01,100.0,510.0,SUSPEND_1HR
VN001192,T0017,R00005704,2025-01-03 12:20:24,TOKEN_EXCEEDED,27,SEVERE,100.0,0.01,100.0,610.0,SUSPEND_1HR
VN001193,T0017,R00005707,2025-01-03 12:22:38,TOKEN_EXCEEDED,28,SEVERE,100.0,0.01,100.0,710.0,SUSPEND_1HR
VN001194,T0017,R00005755,2025-01-03 12:43:11,TOKEN_EXCEEDED,29,SEVERE,100.0,0.01,100.0,810.0,SUSPEND_1HR
VN001195,T0017,R00005824,2025-01-03 13:08:53,TOKEN_EXCEEDED,30,SEVERE,100.0,0.01,100.0,910.0,SUSPEND_1HR
VN001196,T0017,R00005829,2025-01-03 13:11:58,TOKEN_EXCEEDED,31,SEVERE,100.0,0.01,100.0,1010.0,SUSPEND_1HR
VN001197,T0017,R00005835,2025-01-03 13:12:35,TOKEN_EXCEEDED,32,SEVERE,100.0,0.01,100.0,1110.0,SUSPEND_1HR
