request_id,tenant_id,endpoint_id,timestamp,effective_tokens,cost_multiplier,effective_cost,quota_bucket,hourly_count,daily_count,daily_tokens,within_limit,throttle_reason,billable
R00004536,T0029,GET:/api/v1/config,2025-01-02 20:46:06,0,0.5,0.0,2025-01-02,2,34,20153,YES,,NO
R00004535,T0009,GET:/api/v1/search,2025-01-02 20:46:21,236,3.0,708.0,2025-01-02,3,41,12239,NO,TOKEN_EXCEEDED,YES
R00004534,T0055,POST:/api/v1/ai/embedding,2025-01-02 20:46:37,1440,8.0,11520.0,2025-01-02,1,25,88468,YES,,YES
R00004537,T0047,PUT:/api/v1/users/{id},2025-01-02 20:47:41,43,2.0,86.0,2025-01-02,7,37,14914,YES,,YES
R00004538,T0034,DELETE:/api/v1/users/{id},2025-01-02 20:47:45,24,2.0,48.0,2025-01-02,1,38,10514,YES,,YES
R00004539,T0039,POST:/api/v1/batch,2025-01-02 20:50:27,746,8.0,5968.0,2025-01-02,1,43,30562,YES,,YES
R00004540,T0049,PUT:/api/v1/users/{id},2025-01-02 20:53:21,47,2.0,94.0,2025-01-02,2,45,40462,YES,,YES
R00004541,T0034,DELETE:/api/v1/users/{id},2025-01-02 20:54:19,29,2.0,58.0,2025-01-02,2,39,10543,YES,,YES
R00004542,T0045,PUT:/api/v1/users/{id},2025-01-02 20:54:41,0,2.0,0.0,2025-01-02,3,35,10685,YES,,NO
R00004545,T0013,POST:/api/v1/batch,2025-01-02 20:55:18,1185,8.0,9480.0,2025-01-02,2,34,6641,YES,,YES
R00004544,T0042,GET:/api/v1/analytics,2025-01-02 20:55:34,798,5.0,3990.0,2025-01-02,1,40,45930,YES,,YES
R00004543,T0025,POST:/api/v1/users,2025-01-02 20:55:40,66,2.0,132.0,2025-01-02,1,50,11226,NO,TOKEN_EXCEEDED,NO
R00004549,T0029,GET:/api/v1/users/{id},2025-01-02 20:56:03,6,1.0,6.0,2025-01-02,3,35,20159,YES,,YES
R00004547,T0015,POST:/api/v1/users,2025-01-02 20:56:08,0,2.0,0.0,2025-01-02,3,45,28702,NO,TOKEN_EXCEEDED,NO
R00004546,T0038,POST:/api/v1/reports/generate,2025-01-02 20:56:35,1855,10.0,18550.0,2025-01-02,3,44,14794,YES,,YES
R00004548,T0011,POST:/api/v1/search/advanced,2025-01-02 20:56:42,354,5.0,1770.0,2025-01-02,3,48,11335,NO,TOKEN_EXCEEDED,YES
R00004550,T0031,GET:/api/v1/reports,2025-01-02 20:59:50,286,4.0,1144.0,2025-01-02,3,39,32418,YES,,YES
R00004551,T0046,GET:/api/v1/search,2025-01-02 21:01:44,193,3.0,579.0,2025-01-02,1,34,23148,YES,,YES
R00004553,T0020,PUT:/api/v1/users/{id},2025-01-02 21:03:23,48,2.0,96.0,2025-01-02,1,38,14335,NO,TOKEN_EXCEEDED,NO
R00004552,T0010,GET:/api/v1/users,2025-01-02 21:03:30,23,1.0,23.0,2025-01-02,1,35,15323,NO,TOKEN_EXCEEDED,YES
R00004554,T0008,POST:/api/v1/batch,2025-01-02 21:04:36,1041,8.0,8328.0,2025-01-02,1,28,8292,YES,,YES
R00004555,T0010,POST:/api/v1/search/advanced,2025-01-02 21:06:50,2403,5.0,12015.0,2025-01-02,2,36,17726,NO,TOKEN_EXCEEDED,YES
R00004556,T0029,POST:/api/v1/batch,2025-01-02 21:08:09,970,8.0,7760.0,2025-01-02,1,36,21129,YES,,YES
R00004557,T0035,GET:/api/v1/analytics,2025-01-02 21:08:40,279,5.0,1395.0,2025-01-02,1,45,37076,YES,,YES
R00004559,T0021,GET:/api/v1/health,2025-01-02 21:09:21,1,0.1,0.1,2025-01-02,1,36,13749,NO,TOKEN_EXCEEDED,NO
R00004558,T0027,POST:/api/v1/reports/generate,2025-01-02 21:09:42,3798,10.0,37980.0,2025-01-02,1,37,27043,YES,,YES
R00004560,T0022,POST:/api/v1/search/advanced,2025-01-02 21:11:31,479,5.0,2395.0,2025-01-02,1,36,3793,YES,,YES
R00004561,T0014,PUT:/api/v1/users/{id},2025-01-02 21:12:26,33,2.0,66.0,2025-01-02,1,39,11369,NO,TOKEN_EXCEEDED,YES
R00004562,T0039,GET:/api/v1/users,2025-01-02 21:13:26,8,1.0,8.0,2025-01-02,1,44,30570,YES,,YES
R00004563,T0053,PUT:/api/v1/users/{id},2025-01-02 21:15:46,23,2.0,46.0,2025-01-02,1,224,349652,YES,,YES
R00004564,T0028,POST:/api/v1/webhooks,2025-01-02 21:16:11,49,2.0,98.0,2025-01-02,1,36,59101,NO,TOKEN_EXCEEDED,YES
R00004565,T0037,POST:/api/v1/search/advanced,2025-01-02 21:17:43,744,5.0,3720.0,2025-01-02,1,36,11936,YES,,NO
R00004566,T0039,GET:/api/v1/users,2025-01-02 21:18:58,25,1.0,25.0,2025-01-02,2,45,30595,YES,,YES
R00004567,T0044,POST:/api/v1/users,2025-01-02 21:20:13,67,2.0,134.0,2025-01-02,1,49,29522,YES,,YES
R00004568,T0040,GET:/api/v1/users,2025-01-02 21:20:30,12,1.0,12.0,2025-01-02,1,37,22379,YES,,YES
R00004570,T0041,GET:/api/v1/config,2025-01-02 21:22:38,4,0.5,2.0,2025-01-02,1,36,18942,YES,,NO
R00004569,T0047,POST:/api/v1/users,2025-01-02 21:22:43,46,2.0,92.0,2025-01-02,1,38,14960,YES,,YES
R00004572,T0012,GET:/api/v1/config,2025-01-02 21:23:03,2,0.5,1.0,2025-01-02,1,39,9529,YES,,NO
R00004571,T0040,GET:/api/v1/users/{id},2025-01-02 21:23:21,2,1.0,2.0,2025-01-02,2,38,22381,YES,,YES
R00004573,T0033,PUT:/api/v1/users/{id},2025-01-02 21:26:47,13,2.0,26.0,2025-01-02,1,30,5471,YES,,YES
R00004575,T0058,GET:/api/v1/analytics,2025-01-02 21:27:25,181,5.0,905.0,2025-01-02,1,229,220981,YES,,YES
R00004574,T0021,DELETE:/api/v1/users/{id},2025-01-02 21:27:31,23,2.0,46.0,2025-01-02,2,37,13772,NO,TOKEN_EXCEEDED,YES
R00004576,T0034,GET:/api/v1/config,2025-01-02 21:29:01,10,0.5,5.0,2025-01-02,1,40,10553,YES,,NO
R00004577,T0037,POST:/api/v1/reports/generate,2025-01-02 21:29:16,3157,10.0,31570.0,2025-01-02,2,37,15093,YES,,NO
R00004578,T0038,DELETE:/api/v1/users/{id},2025-01-02 21:31:17,18,2.0,36.0,2025-01-02,1,45,14812,YES,,YES
R00004580,T0045,GET:/api/v1/analytics,2025-01-02 21:32:21,556,5.0,2780.0,2025-01-02,1,36,11241,YES,,NO
R00004581,T0036,POST:/api/v1/search/advanced,2025-01-02 21:32:31,265,5.0,1325.0,2025-01-02,1,32,33207,YES,,YES
R00004579,T0027,GET:/api/v1/config,2025-01-02 21:32:41,3,0.5,1.5,2025-01-02,2,38,27046,YES,,NO
R00004583,T0050,GET:/api/v1/config,2025-01-02 21:35:05,0,0.5,0.0,2025-01-02,1,35,5118,YES,,NO
R00004582,T0001,GET:/api/v1/health,2025-01-02 21:35:17,1,0.1,0.1,2025-01-02,1,31,3502,YES,,NO
R00004584,T0010,GET:/api/v1/reports,2025-01-02 21:36:33,161,4.0,644.0,2025-01-02,3,37,17887,NO,TOKEN_EXCEEDED,YES
R00004585,T0010,GET:/api/v1/config,2025-01-02 21:39:04,2,0.5,1.0,2025-01-02,4,38,17889,NO,TOKEN_EXCEEDED,NO
R00004587,T0025,POST:/api/v1/batch,2025-01-02 21:39:32,1467,8.0,11736.0,2025-01-02,1,51,12693,NO,TOKEN_EXCEEDED,YES
R00004586,T0029,GET:/api/v1/users,2025-01-02 21:39:55,6,1.0,6.0,2025-01-02,2,37,21135,YES,,YES
R00004588,T0054,POST:/api/v1/ai/embedding,2025-01-02 21:40:19,2217,8.0,17736.0,2025-01-02,1,226,204596,YES,,YES
R00004590,T0017,POST:/api/v1/users,2025-01-02 21:41:15,51,2.0,102.0,2025-01-02,1,42,14050,NO,TOKEN_EXCEEDED,YES
R00004589,T0010,POST:/api/v1/search/advanced,2025-01-02 21:41:57,303,5.0,1515.0,2025-01-02,5,39,18192,NO,TOKEN_EXCEEDED,YES
R00004591,T0026,GET:/api/v1/health,2025-01-02 21:42:38,1,0.1,0.1,2025-01-02,1,51,28875,YES,,NO
R00004592,T0034,POST:/api/v1/search/advanced,2025-01-02 21:43:07,550,5.0,2750.0,2025-01-02,2,41,11103,YES,,NO
R00004593,T0058,POST:/api/v1/users,2025-01-02 21:44:30,84,2.0,168.0,2025-01-02,2,230,221065,YES,,YES
R00004594,T0004,POST:/api/v1/search/advanced,2025-01-02 21:45:18,416,5.0,2080.0,2025-01-02,1,35,15076,NO,TOKEN_EXCEEDED,YES
R00004595,T0038,GET:/api/v1/search,2025-01-02 21:45:24,37,3.0,111.0,2025-01-02,2,46,14849,YES,,YES
R00004596,T0019,GET:/api/v1/search,2025-01-02 21:46:20,131,3.0,393.0,2025-01-02,1,40,11994,NO,TOKEN_EXCEEDED,YES
R00004598,T0048,GET:/api/v1/search,2025-01-02 21:49:00,107,3.0,321.0,2025-01-02,1,38,16630,YES,,YES
R00004597,T0054,POST:/api/v1/reports/generate,2025-01-02 21:49:43,1335,10.0,13350.0,2025-01-02,2,227,205931,YES,,YES
R00004599,T0019,GET:/api/v1/reports,2025-01-02 21:49:48,164,4.0,656.0,2025-01-02,2,41,12158,NO,TOKEN_EXCEEDED,YES
R00004600,T0040,GET:/api/v1/users/{id},2025-01-02 21:51:43,8,1.0,8.0,2025-01-02,3,39,22389,YES,,YES
R00004601,T0040,GET:/api/v1/health,2025-01-02 21:53:41,1,0.1,0.1,2025-01-02,4,40,22390,YES,,NO
R00004602,T0056,POST:/api/v1/reports/generate,2025-01-02 21:53:55,814,10.0,8140.0,2025-01-02,1,39,44032,YES,,YES
R00004603,T0017,GET:/api/v1/health,2025-01-02 21:54:09,1,0.1,0.1,2025-01-02,2,43,14051,NO,TOKEN_EXCEEDED,NO
R00004604,T0011,GET:/api/v1/users,2025-01-02 21:55:18,3,1.0,3.0,2025-01-02,1,49,11338,NO,TOKEN_EXCEEDED,YES
R00004605,T0003,POST:/api/v1/webhooks,2025-01-02 21:56:54,33,2.0,66.0,2025-01-02,1,34,14094,NO,TOKEN_EXCEEDED,YES
R00004606,T0060,POST:/api/v1/webhooks,2025-01-02 21:57:14,70,2.0,140.0,2025-01-02,1,37,78725,YES,,YES
R00004607,T0026,GET:/api/v1/health,2025-01-02 21:57:43,1,0.1,0.1,2025-01-02,2,52,28876,YES,,NO
R00004608,T0048,POST:/api/v1/batch,2025-01-02 22:00:58,479,8.0,3832.0,2025-01-02,1,39,17109,YES,,YES
R00004609,T0050,POST:/api/v1/users,2025-01-02 22:01:19,81,2.0,162.0,2025-01-02,1,36,5199,YES,,YES
R00004610,T0034,DELETE:/api/v1/users/{id},2025-01-02 22:02:33,14,2.0,28.0,2025-01-02,1,42,11117,YES,,YES
R00004611,T0040,GET:/api/v1/users,2025-01-02 22:03:52,10,1.0,10.0,2025-01-02,1,41,22400,YES,,YES
R00004612,T0048,GET:/api/v1/users,2025-01-02 22:04:16,6,1.0,6.0,2025-01-02,2,40,17115,YES,,YES
R00004613,T0037,POST:/api/v1/reports/generate,2025-01-02 22:08:16,1194,10.0,11940.0,2025-01-02,1,38,16287,YES,,YES
R00004615,T0034,GET:/api/v1/search,2025-01-02 22:09:04,139,3.0,417.0,2025-01-02,2,43,11256,YES,,YES
R00004614,T0029,POST:/api/v1/batch,2025-01-02 22:09:57,723,8.0,5784.0,2025-01-02,1,38,21858,YES,,YES
R00004616,T0028,POST:/api/v1/webhooks,2025-01-02 22:10:42,25,2.0,50.0,2025-01-02,1,37,59126,NO,TOKEN_EXCEEDED,YES
R00004617,T0005,PUT:/api/v1/users/{id},2025-01-02 22:11:26,31,2.0,62.0,2025-01-02,1,31,29434,NO,TOKEN_EXCEEDED,YES
R00004618,T0043,POST:/api/v1/search/advanced,2025-01-02 22:12:41,582,5.0,2910.0,2025-01-02,1,38,63069,YES,,YES
R00004619,T0003,GET:/api/v1/config,2025-01-02 22:12:54,6,0.5,3.0,2025-01-02,1,35,14100,NO,TOKEN_EXCEEDED,NO
R00004620,T0032,GET:/api/v1/analytics,2025-01-02 22:13:21,230,5.0,1150.0,2025-01-02,1,37,18304,YES,,YES
R00004622,T0010,POST:/api/v1/webhooks,2025-01-02 22:13:51,106,2.0,212.0,2025-01-02,1,40,18298,NO,TOKEN_EXCEEDED,YES
R00004621,T0011,GET:/api/v1/health,2025-01-02 22:13:56,1,0.1,0.1,2025-01-02,1,50,11339,NO,TOKEN_EXCEEDED,NO
R00004623,T0035,DELETE:/api/v1/users/{id},2025-01-02 22:14:00,29,2.0,58.0,2025-01-02,1,46,37105,YES,,YES
R00004624,T0007,POST:/api/v1/search/advanced,2025-01-02 22:14:16,512,5.0,2560.0,2025-01-02,1,48,13661,NO,TOKEN_EXCEEDED,YES
R00004625,T0028,POST:/api/v1/users,2025-01-02 22:14:21,96,2.0,192.0,2025-01-02,2,38,59222,NO,TOKEN_EXCEEDED,YES
R00004626,T0010,POST:/api/v1/reports/generate,2025-01-02 22:14:27,1619,10.0,16190.0,2025-01-02,2,41,19917,NO,TOKEN_EXCEEDED,YES
R00004628,T0022,DELETE:/api/v1/users/{id},2025-01-02 22:15:16,10,2.0,20.0,2025-01-02,1,37,3803,YES,,YES
R00004627,T0033,GET:/api/v1/reports,2025-01-02 22:15:37,201,4.0,804.0,2025-01-02,1,31,5672,YES,,YES
R00004629,T0016,PUT:/api/v1/users/{id},2025-01-02 22:15:39,20,2.0,40.0,2025-01-02,1,52,22754,NO,TOKEN_EXCEEDED,YES
R00004630,T0057,POST:/api/v1/ai/embedding,2025-01-02 22:17:38,931,8.0,7448.0,2025-01-02,1,38,62010,YES,,YES
R00004631,T0005,POST:/api/v1/webhooks,2025-01-02 22:18:16,150,2.0,300.0,2025-01-02,2,32,29584,NO,TOKEN_EXCEEDED,YES
R00004634,T0057,POST:/api/v1/users,2025-01-02 22:19:35,40,2.0,80.0,2025-01-02,2,39,62050,YES,,YES
R00004633,T0031,GET:/api/v1/analytics,2025-01-02 22:19:50,245,5.0,1225.0,2025-01-02,1,40,32663,YES,,YES
R00004632,T0002,POST:/api/v1/users,2025-01-02 22:19:53,53,2.0,106.0,2025-01-02,1,32,12306,NO,TOKEN_EXCEEDED,YES
R00004636,T0027,DELETE:/api/v1/users/{id},2025-01-02 22:21:01,36,2.0,72.0,2025-01-02,1,39,27082,YES,,YES
R00004635,T0045,POST:/api/v1/webhooks,2025-01-02 22:21:03,43,2.0,86.0,2025-01-02,1,37,11284,YES,,YES
R00004638,T0014,GET:/api/v1/health,2025-01-02 22:22:11,1,0.1,0.1,2025-01-02,1,40,11370,NO,TOKEN_EXCEEDED,NO
R00004637,T0003,POST:/api/v1/users,2025-01-02 22:22:40,38,2.0,76.0,2025-01-02,2,36,14138,NO,TOKEN_EXCEEDED,YES
R00004639,T0027,GET:/api/v1/analytics,2025-01-02 22:23:19,135,5.0,675.0,2025-01-02,2,40,27217,YES,,YES
R00004640,T0056,GET:/api/v1/users,2025-01-02 22:24:08,13,1.0,13.0,2025-01-02,1,40,44045,YES,,YES
R00004642,T0027,POST:/api/v1/users,2025-01-02 22:24:19,78,2.0,156.0,2025-01-02,3,41,27295,YES,,YES
R00004641,T0001,POST:/api/v1/search/advanced,2025-01-02 22:24:35,638,5.0,3190.0,2025-01-02,1,32,4140,YES,,YES
R00004646,T0021,GET:/api/v1/health,2025-01-02 22:25:24,1,0.1,0.1,2025-01-02,1,38,13773,NO,TOKEN_EXCEEDED,NO
R00004645,T0011,GET:/api/v1/config,2025-01-02 22:25:34,7,0.5,3.5,2025-01-02,2,51,11346,NO,TOKEN_EXCEEDED,NO
R00004644,T0002,GET:/api/v1/users/{id},2025-01-02 22:25:43,7,1.0,7.0,2025-01-02,2,33,12313,NO,TOKEN_EXCEEDED,YES
R00004643,T0025,PUT:/api/v1/users/{id},2025-01-02 22:25:45,115,2.0,230.0,2025-01-02,1,52,12808,NO,TOKEN_EXCEEDED,YES
R00004647,T0033,POST:/api/v1/webhooks,2025-01-02 22:26:53,0,2.0,0.0,2025-01-02,2,32,5672,YES,,NO
R00004648,T0003,DELETE:/api/v1/users/{id},2025-01-02 22:27:05,11,2.0,22.0,2025-01-02,3,37,14149,NO,TOKEN_EXCEEDED,YES
R00004649,T0035,POST:/api/v1/reports/generate,2025-01-02 22:27:05,1992,10.0,19920.0,2025-01-02,2,47,39097,YES,,NO
R00004650,T0011,GET:/api/v1/config,2025-01-02 22:28:27,5,0.5,2.5,2025-01-02,3,52,11351,NO,TOKEN_EXCEEDED,NO
R00004651,T0009,GET:/api/v1/health,2025-01-02 22:28:47,1,0.1,0.1,2025-01-02,1,42,12240,NO,TOKEN_EXCEEDED,NO
R00004652,T0035,POST:/api/v1/batch,2025-01-02 22:30:11,1676,8.0,13408.0,2025-01-02,3,48,40773,YES,,YES
R00004653,T0002,POST:/api/v1/batch,2025-01-02 22:30:32,1831,8.0,14648.0,2025-01-02,3,34,14144,NO,TOKEN_EXCEEDED,YES
R00004655,T0015,GET:/api/v1/health,2025-01-02 22:30:40,1,0.1,0.1,2025-01-02,1,46,28703,NO,TOKEN_EXCEEDED,NO
R00004656,T0022,GET:/api/v1/config,2025-01-02 22:30:41,2,0.5,1.0,2025-01-02,2,38,3805,YES,,NO
R00004654,T0054,DELETE:/api/v1/users/{id},2025-01-02 22:30:47,35,2.0,70.0,2025-01-02,1,228,205966,YES,,NO
R00004657,T0046,GET:/api/v1/health,2025-01-02 22:31:21,1,0.1,0.1,2025-01-02,1,35,23149,YES,,NO
R00004658,T0031,PUT:/api/v1/users/{id},2025-01-02 22:31:49,38,2.0,76.0,2025-01-02,2,41,32701,YES,,NO
R00004659,T0023,GET:/api/v1/health,2025-01-02 22:31:59,1,0.1,0.1,2025-01-02,1,26,9768,YES,,NO
R00004662,T0030,GET:/api/v1/analytics,2025-01-02 22:34:06,198,5.0,990.0,2025-01-02,1,39,15550,YES,,YES
R00004660,T0051,PUT:/api/v1/users/{id},2025-01-02 22:34:09,37,2.0,74.0,2025-01-02,1,38,29688,YES,,YES
R00004661,T0027,GET:/api/v1/reports,2025-01-02 22:34:44,190,4.0,760.0,2025-01-02,4,42,27485,YES,,YES
R00004663,T0038,POST:/api/v1/search/advanced,2025-01-02 22:35:18,615,5.0,3075.0,2025-01-02,1,47,15464,YES,,YES
R00004664,T0026,GET:/api/v1/config,2025-01-02 22:35:21,0,0.5,0.0,2025-01-02,1,53,28876,YES,,NO
R00004665,T0018,GET:/api/v1/reports,2025-01-02 22:36:16,210,4.0,840.0,2025-01-02,1,40,9706,YES,,NO
R00004666,T0015,GET:/api/v1/users/{id},2025-01-02 22:37:39,2,1.0,2.0,2025-01-02,2,47,28705,NO,TOKEN_EXCEEDED,YES
R00004668,T0055,POST:/api/v1/search/advanced,2025-01-02 22:37:43,576,5.0,2880.0,2025-01-02,1,26,89044,YES,,YES
R00004667,T0039,DELETE:/api/v1/users/{id},2025-01-02 22:37:58,21,2.0,42.0,2025-01-02,1,46,30616,YES,,YES
R00004669,T0038,POST:/api/v1/batch,2025-01-02 22:38:10,2025,8.0,16200.0,2025-01-02,2,48,17489,YES,,YES
R00004670,T0002,POST:/api/v1/reports/generate,2025-01-02 22:38:13,8104,10.0,81040.0,2025-01-02,4,35,22248,NO,TOKEN_EXCEEDED,YES
R00004672,T0033,GET:/api/v1/reports,2025-01-02 22:38:24,141,4.0,564.0,2025-01-02,3,33,5813,YES,,YES
R00004671,T0004,PUT:/api/v1/users/{id},2025-01-02 22:38:36,48,2.0,96.0,2025-01-02,1,36,15124,NO,TOKEN_EXCEEDED,NO
R00004673,T0028,POST:/api/v1/reports/generate,2025-01-02 22:40:57,1459,10.0,14590.0,2025-01-02,3,39,60681,NO,TOKEN_EXCEEDED,YES
R00004674,T0044,GET:/api/v1/users,2025-01-02 22:41:52,2,1.0,2.0,2025-01-02,1,50,29524,YES,,YES
R00004675,T0052,GET:/api/v1/users/{id},2025-01-02 22:43:01,6,1.0,6.0,2025-01-02,1,44,31142,YES,,YES
R00004676,T0033,GET:/api/v1/health,2025-01-02 22:44:20,1,0.1,0.1,2025-01-02,4,34,5814,YES,,NO
R00004677,T0043,GET:/api/v1/analytics,2025-01-02 22:44:58,296,5.0,1480.0,2025-01-02,2,39,63365,YES,,YES
R00004678,T0032,GET:/api/v1/search,2025-01-02 22:45:36,73,3.0,219.0,2025-01-02,2,38,18377,YES,,YES
R00004680,T0041,POST:/api/v1/users,2025-01-02 22:46:32,27,2.0,54.0,2025-01-02,1,37,18969,YES,,YES
R00004679,T0022,DELETE:/api/v1/users/{id},2025-01-02 22:46:44,20,2.0,40.0,2025-01-02,3,39,3825,YES,,YES
R00004681,T0036,PUT:/api/v1/users/{id},2025-01-02 22:49:10,22,2.0,44.0,2025-01-02,1,33,33229,YES,,YES
R00004682,T0043,POST:/api/v1/webhooks,2025-01-02 22:49:59,106,2.0,212.0,2025-01-02,3,40,63471,YES,,YES
R00004683,T0050,GET:/api/v1/reports,2025-01-02 22:50:10,0,4.0,0.0,2025-01-02,2,37,5199,YES,,NO
R00004684,T0021,POST:/api/v1/users,2025-01-02 22:55:40,73,2.0,146.0,2025-01-02,2,39,13846,NO,TOKEN_EXCEEDED,YES
R00004685,T0059,POST:/api/v1/search/advanced,2025-01-02 22:56:18,443,5.0,2215.0,2025-01-02,1,30,63229,YES,,YES
R00004686,T0003,GET:/api/v1/health,2025-01-02 22:57:30,1,0.1,0.1,2025-01-02,4,38,14150,NO,TOKEN_EXCEEDED,NO
R00004687,T0002,GET:/api/v1/reports,2025-01-02 22:58:09,286,4.0,1144.0,2025-01-02,5,36,22534,NO,TOKEN_EXCEEDED,YES
R00004688,T0047,GET:/api/v1/search,2025-01-02 22:59:11,68,3.0,204.0,2025-01-02,1,39,15028,YES,,YES
R00004689,T0048,POST:/api/v1/ai/image,2025-01-02 23:00:18,4464,20.0,89280.0,2025-01-02,1,41,21579,YES,,YES
R00004692,T0054,GET:/api/v1/analytics,2025-01-02 23:01:36,266,5.0,1330.0,2025-01-02,1,229,206232,YES,,YES
R00004691,T0006,GET:/api/v1/users/{id},2025-01-02 23:01:52,12,1.0,12.0,2025-01-02,1,47,6635,YES,,YES
R00004690,T0050,POST:/api/v1/search/advanced,2025-01-02 23:01:53,242,5.0,1210.0,2025-01-02,1,38,5441,YES,,YES
R00004693,T0019,GET:/api/v1/config,2025-01-02 23:02:58,5,0.5,2.5,2025-01-02,1,42,12163,NO,TOKEN_EXCEEDED,NO
R00004695,T0039,POST:/api/v1/users,2025-01-02 23:03:07,69,2.0,138.0,2025-01-02,1,47,30685,YES,,NO
R00004694,T0042,PUT:/api/v1/users/{id},2025-01-02 23:03:19,53,2.0,106.0,2025-01-02,1,41,45983,YES,,YES
R00004696,T0047,POST:/api/v1/ai/embedding,2025-01-02 23:03:32,1169,8.0,9352.0,2025-01-02,1,40,16197,YES,,YES
R00004697,T0014,POST:/api/v1/reports/generate,2025-01-02 23:04:27,3118,10.0,31180.0,2025-01-02,1,41,14488,NO,TOKEN_EXCEEDED,YES
R00004698,T0027,POST:/api/v1/users,2025-01-02 23:05:18,52,2.0,104.0,2025-01-02,1,43,27537,YES,,YES
R00004699,T0010,GET:/api/v1/users,2025-01-02 23:06:05,15,1.0,15.0,2025-01-02,1,42,19932,NO,TOKEN_EXCEEDED,YES
R00004700,T0015,GET:/api/v1/users,2025-01-02 23:08:54,6,1.0,6.0,2025-01-02,1,48,28711,NO,TOKEN_EXCEEDED,YES
R00004702,T0044,POST:/api/v1/search/advanced,2025-01-02 23:10:10,806,5.0,4030.0,2025-01-02,1,51,30330,YES,,YES
R00004701,T0034,POST:/api/v1/ai/completion,2025-01-02 23:10:34,6260,15.0,93900.0,2025-01-02,1,44,17516,YES,,YES
R00004703,T0056,POST:/api/v1/reports/generate,2025-01-02 23:11:04,1857,10.0,18570.0,2025-01-02,1,41,45902,YES,,YES
R00004704,T0036,POST:/api/v1/batch,2025-01-02 23:11:06,996,8.0,7968.0,2025-01-02,1,34,34225,YES,,YES
R00004705,T0028,POST:/api/v1/webhooks,2025-01-02 23:12:31,33,2.0,66.0,2025-01-02,1,40,60714,NO,TOKEN_EXCEEDED,YES
R00004706,T0046,POST:/api/v1/webhooks,2025-01-02 23:13:58,0,2.0,0.0,2025-01-02,1,36,23149,YES,,NO
R00004707,T0014,GET:/api/v1/analytics,2025-01-02 23:14:05,602,5.0,3010.0,2025-01-02,2,42,15090,NO,TOKEN_EXCEEDED,NO
R00004708,T0021,GET:/api/v1/health,2025-01-02 23:16:15,2,0.1,0.2,2025-01-02,1,40,13848,NO,TOKEN_EXCEEDED,NO
R00004709,T0057,POST:/api/v1/ai/image,2025-01-02 23:18:51,5500,20.0,110000.0,2025-01-02,1,40,67550,YES,,YES
R00004710,T0032,POST:/api/v1/users,2025-01-02 23:19:30,32,2.0,64.0,2025-01-02,1,39,18409,YES,,YES
R00004711,T0046,GET:/api/v1/reports,2025-01-02 23:19:45,289,4.0,1156.0,2025-01-02,2,37,23438,YES,,YES
R00004712,T0005,GET:/api/v1/health,2025-01-02 23:20:13,1,0.1,0.1,2025-01-02,1,33,29585,NO,TOKEN_EXCEEDED,NO
R00004713,T0043,GET:/api/v1/reports,2025-01-02 23:20:46,180,4.0,720.0,2025-01-02,1,41,63651,YES,,YES
R00004714,T0057,GET:/api/v1/health,2025-01-02 23:20:54,1,0.1,0.1,2025-01-02,2,41,67551,YES,,NO
R00004715,T0037,GET:/api/v1/analytics,2025-01-02 23:21:13,752,5.0,3760.0,2025-01-02,1,39,17039,YES,,YES
R00004716,T0002,GET:/api/v1/users,2025-01-02 23:21:17,8,1.0,8.0,2025-01-02,1,37,22542,NO,TOKEN_EXCEEDED,YES
R00004718,T0032,POST:/api/v1/users,2025-01-02 23:22:33,60,2.0,120.0,2025-01-02,2,40,18469,YES,,YES
R00004717,T0039,PUT:/api/v1/users/{id},2025-01-02 23:22:49,59,2.0,118.0,2025-01-02,2,48,30744,YES,,YES
R00004719,T0056,POST:/api/v1/webhooks,2025-01-02 23:24:03,77,2.0,154.0,2025-01-02,2,42,45979,YES,,YES
R00004721,T0050,GET:/api/v1/reports,2025-01-02 23:24:44,263,4.0,1052.0,2025-01-02,2,39,5704,YES,,YES
R00004720,T0014,DELETE:/api/v1/users/{id},2025-01-02 23:24:51,14,2.0,28.0,2025-01-02,3,43,15104,NO,TOKEN_EXCEEDED,YES
R00004723,T0034,GET:/api/v1/config,2025-01-02 23:25:34,2,0.5,1.0,2025-01-02,2,45,17518,YES,,NO
R00004722,T0042,GET:/api/v1/users/{id},2025-01-02 23:25:38,1,1.0,1.0,2025-01-02,2,42,45984,YES,,YES
R00004724,T0036,POST:/api/v1/ai/completion,2025-01-02 23:27:22,6192,15.0,92880.0,2025-01-02,2,35,40417,YES,,YES
R00004725,T0050,POST:/api/v1/users,2025-01-02 23:28:26,57,2.0,114.0,2025-01-02,3,40,5761,YES,,YES
R00004726,T0034,GET:/api/v1/config,2025-01-02 23:30:15,4,0.5,2.0,2025-01-02,3,46,17522,YES,,NO
R00004727,T0032,GET:/api/v1/users/{id},2025-01-02 23:30:53,2,1.0,2.0,2025-01-02,3,41,18471,YES,,YES
R00004728,T0035,GET:/api/v1/users,2025-01-02 23:31:15,12,1.0,12.0,2025-01-02,1,49,40785,YES,,YES
R00004729,T0020,GET:/api/v1/search,2025-01-02 23:31:17,200,3.0,600.0,2025-01-02,1,39,14535,NO,TOKEN_EXCEEDED,YES
R00004730,T0018,POST:/api/v1/users,2025-01-02 23:32:49,48,2.0,96.0,2025-01-02,1,41,9754,YES,,YES
