job_id,tenant_id,priority,total_attempts,retry_count,final_status,total_duration_sec,total_exec_sec,total_cpu_ms,peak_mem_mb,sla_breached,breach_seconds,expected_delay_sec,actual_wait_sec,delay_deviation_sec,incident_affected,penalty_amount,error_summary,outcome_class,penalty_tier,penalty_weight
J0361,T01,4,1,0,OK,20.0,12.0,14718,475.2,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0362,T02,2,2,1,OK,31.0,10.0,10035,511.7,NO,0.0,2.4,16.0,13.6,NO,0.0,E001,SUCCESS,NONE,0.0
J0363,T02,3,2,1,OK,35.0,9.0,8851,395.1,NO,0.0,8.0,16.0,8.0,NO,0.0,E200,SUCCESS,NONE,0.0
J0364,T02,1,1,0,OK,6.0,3.0,6228,274.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0365,T02,4,1,0,OK,19.0,11.0,9198,382.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0366,T02,5,1,0,OK,8.0,5.0,6800,166.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0367,T02,3,4,3,REJECT,116.0,70.0,98988,42.6,NO,0.0,36.0,38.0,2.0,NO,0.0,E003|E100|E200,EXHAUSTED,NONE,0.0
J0368,T02,5,1,0,OK,14.0,12.0,12746,193.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0369,T03,4,3,2,REJECT,179.0,162.0,167123,303.6,NO,0.0,16.0,10.0,-6.0,NO,0.0,E006|E100|E200,ERROR_FAILURE,NONE,0.0
J0370,T03,3,1,0,OK,18.0,9.0,13343,448.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0371,T03,5,1,0,OK,12.0,8.0,8071,414.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0372,T03,4,1,0,OK,16.0,8.0,11576,350.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0373,T03,4,3,2,OK,305.0,274.0,394551,437.0,NO,0.0,16.0,23.0,7.0,YES,0.0,E100|E200,SUCCESS,NONE,0.0
J0374,T04,4,1,0,OK,9.0,6.0,12387,249.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0375,T04,2,3,2,OK,90.0,63.0,46652,379.8,NO,0.0,16.0,17.0,1.0,NO,0.0,E005|E100,SUCCESS,NONE,0.0
J0376,T04,2,2,1,OK,27.0,15.0,20249,276.6,NO,0.0,8.0,4.0,-4.0,NO,0.0,E001,SUCCESS,NONE,0.0
J0377,T04,1,1,0,OK,13.0,4.0,3783,253.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0378,T05,4,2,1,OK,45.0,22.0,29075,367.0,NO,0.0,10.0,15.0,5.0,NO,0.0,E002,SUCCESS,NONE,0.0
J0379,T05,3,1,0,OK,18.0,11.0,16036,334.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0380,T05,2,4,3,OK,137.0,136.0,114445,508.1,YES,47.0,11.2,29.0,17.8,NO,0.38,E005|E100,DELAYED_SUCCESS,STANDARD,0.4851
J0381,T05,2,1,0,OK,15.0,10.0,14937,492.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0382,T05,4,1,0,OK,12.0,4.0,0,123.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0383,T05,2,2,1,OK,48.0,30.0,37744,315.6,NO,0.0,1.6,13.0,11.4,NO,0.0,E006,SUCCESS,NONE,0.0
J0384,T05,4,2,1,OK,30.0,17.0,18505,0.0,NO,0.0,10.0,7.0,-3.0,NO,0.0,E006,SUCCESS,NONE,0.0
J0385,T05,3,1,0,OK,9.0,7.0,10630,62.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0386,T05,4,2,1,TIMEOUT,174.0,155.0,224295,380.6,NO,0.0,10.0,16.0,6.0,NO,0.0,E100|E200,TIMEOUT_FAILURE,NONE,0.0
J0387,T06,4,1,0,OK,15.0,10.0,15894,334.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0388,T06,3,1,0,OK,12.0,8.0,9316,229.2,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0389,T06,2,1,0,OK,20.0,12.0,0,504.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0390,T06,4,1,0,OK,16.0,11.0,11769,451.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0391,T06,1,4,3,REJECT,86.0,40.0,63504,458.4,YES,41.0,24.6,38.0,13.4,YES,0.37,E002|E006|E100|E200,INCIDENT_FAILURE,STANDARD,0.5415
J0392,T06,3,2,1,OK,36.0,10.0,13885,173.4,NO,0.0,8.0,16.0,8.0,NO,0.0,E003,SUCCESS,NONE,0.0
J0393,T06,3,2,1,OK,40.0,21.0,25080,301.8,NO,0.0,8.0,11.0,3.0,NO,0.0,E004,SUCCESS,NONE,0.0
J0394,T06,3,1,0,OK,15.0,6.0,8326,55.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0395,T07,2,2,1,OK,80.0,50.0,36303,281.7,NO,0.0,8.0,19.0,11.0,YES,0.0,E100,SUCCESS,NONE,0.0
J0396,T07,3,1,0,OK,12.0,8.0,6992,355.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0397,T07,3,1,0,OK,12.0,9.0,14785,400.2,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0398,T07,5,3,2,OK,302.0,741.0,266744,478.3,NO,0.0,24.0,14.0,-10.0,NO,0.0,E001|E100,SUCCESS,NONE,0.0
J0399,T07,5,1,0,OK,9.0,6.0,6807,185.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0400,T08,4,1,0,OK,10.0,5.0,4490,479.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0401,T08,3,1,0,OK,14.0,8.0,11788,0.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0402,T08,5,2,1,OK,34.0,22.0,29946,224.4,NO,0.0,15.0,9.0,-6.0,NO,0.0,E002,SUCCESS,NONE,0.0
J0403,T09,4,1,0,OK,4.0,2.0,2188,227.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0404,T09,5,1,0,OK,13.0,9.0,16257,443.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0405,T09,3,2,1,OK,154.0,187.0,70243,308.0,NO,0.0,8.0,0.0,-8.0,NO,0.0,E100,SUCCESS,NONE,0.0
J0406,T09,3,1,0,OK,14.0,7.0,6236,398.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0407,T09,4,1,0,OK,16.0,12.0,20039,86.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0408,T09,3,1,0,OK,16.0,12.0,15144,62.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0409,T09,3,1,0,OK,11.0,8.0,11037,158.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0410,T10,5,2,1,OK,49.0,31.0,38087,302.9,NO,0.0,12.0,12.0,0.0,NO,0.0,E005,SUCCESS,NONE,0.0
J0411,T10,3,2,1,OK,33.0,13.0,22794,410.4,NO,0.0,10.0,12.0,2.0,NO,0.0,UNKNOWN,SUCCESS,NONE,0.0
J0412,T10,4,1,0,OK,8.0,3.0,4080,419.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0413,T10,3,1,0,OK,14.0,10.0,19186,401.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0414,T11,2,1,0,OK,9.0,3.0,0,472.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0415,T11,5,1,0,OK,17.0,12.0,11154,90.2,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0416,T11,1,1,0,OK,6.0,3.0,2916,0.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0417,T11,5,1,0,OK,19.0,11.0,17323,66.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0418,T11,5,1,0,OK,15.0,8.0,15168,273.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0419,T11,1,1,0,OK,12.0,9.0,7555,36.7,NO,0.0,0.0,0.0,0.0,YES,0.0,,SUCCESS,NONE,0.0
J0420,T11,1,1,0,OK,7.0,3.0,4928,253.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0421,T11,5,3,2,OK,268.0,738.0,208006,477.0,NO,0.0,20.0,17.0,-3.0,NO,0.0,E004|E100,SUCCESS,NONE,0.0
J0422,T11,4,1,0,OK,14.0,10.0,18613,114.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0423,T12,1,1,0,OK,9.0,7.0,5985,486.9,NO,0.0,0.0,0.0,0.0,YES,0.0,,SUCCESS,NONE,0.0
J0424,T12,3,1,0,OK,15.0,8.0,5946,66.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0425,T12,2,1,0,OK,5.0,2.0,3691,204.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0426,T12,3,1,0,OK,14.0,9.0,9749,92.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0427,T13,5,1,0,OK,10.0,6.0,8925,241.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0428,T13,4,1,0,OK,14.0,12.0,20452,436.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0429,T13,3,1,0,OK,8.0,2.0,5417,310.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0430,T13,4,1,0,OK,18.0,11.0,17734,200.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0431,T13,3,1,0,OK,15.0,10.0,11424,123.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0432,T13,3,1,0,OK,13.0,7.0,13369,0.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0433,T13,4,1,0,OK,5.0,2.0,3700,156.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0434,T14,3,2,1,OK,137.0,109.0,110091,265.8,NO,0.0,10.0,19.0,9.0,NO,0.0,E100,SUCCESS,NONE,0.0
J0435,T14,5,1,0,OK,17.0,10.0,10996,463.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0436,T14,5,1,0,OK,11.0,6.0,6810,148.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0437,T14,5,1,0,OK,12.0,4.0,5702,338.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0438,T14,3,4,3,REJECT,66.0,20.0,20030,283.6,NO,0.0,45.0,39.0,-6.0,NO,0.0,E001|E006|E200,EXHAUSTED,NONE,0.0
J0439,T15,2,1,0,OK,19.0,11.0,14418,123.8,NO,0.0,0.0,0.0,0.0,YES,0.0,,SUCCESS,NONE,0.0
J0440,T15,3,3,2,OK,58.0,32.0,32567,393.1,NO,0.0,20.0,20.0,0.0,NO,0.0,E002|E003,SUCCESS,NONE,0.0
J0441,T15,5,1,0,OK,7.0,3.0,3810,332.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0442,T01,3,1,0,OK,14.0,10.0,15312,276.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0443,T01,3,2,1,OK,111.0,100.0,116579,213.6,NO,0.0,3.0,6.0,3.0,YES,0.0,E100,SUCCESS,NONE,0.0
J0444,T01,4,2,1,OK,30.0,15.0,16108,228.6,NO,0.0,10.0,8.0,-2.0,NO,0.0,E005,SUCCESS,NONE,0.0
J0445,T01,5,3,2,TIMEOUT,1117.0,1082.0,744737,442.0,YES,397.0,20.0,26.0,6.0,NO,0.62,E003|E100,EXHAUSTED,STANDARD,0.0937
J0446,T01,4,3,2,OK,218.0,179.0,131362,449.0,NO,0.0,25.0,35.0,10.0,NO,0.0,E005|E100,SUCCESS,NONE,0.0
J0447,T01,4,2,1,OK,44.0,16.0,22982,289.0,NO,0.0,10.0,17.0,7.0,NO,0.0,E001,SUCCESS,NONE,0.0
J0448,T01,2,1,0,OK,12.0,7.0,7260,389.5,NO,0.0,0.0,0.0,0.0,YES,0.0,,SUCCESS,NONE,0.0
J0449,T01,1,1,0,OK,18.0,9.0,6973,238.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0450,T01,5,1,0,OK,5.0,3.0,2460,330.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0451,T02,4,3,2,REJECT,306.0,281.0,294468,62.8,NO,0.0,30.0,23.0,-7.0,NO,0.0,E100|E200,ERROR_FAILURE,NONE,0.0
J0452,T02,3,2,1,OK,35.0,22.0,17926,244.1,NO,0.0,8.0,8.0,0.0,NO,0.0,UNKNOWN,SUCCESS,NONE,0.0
J0453,T02,3,1,0,OK,17.0,10.0,17134,349.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0454,T02,2,3,2,OK,72.0,41.0,58558,258.0,NO,0.0,7.2,25.0,17.8,NO,0.0,E100|E200,SUCCESS,NONE,0.0
J0455,T02,4,1,0,OK,17.0,12.0,0,126.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0456,T02,5,1,0,OK,8.0,3.0,6467,279.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0457,T02,2,5,4,TIMEOUT,222.0,249.0,171559,422.1,YES,132.0,36.0,32.0,-4.0,NO,1.31,E001|E100|E200,EXHAUSTED,STANDARD,0.5955
J0458,T02,3,1,0,OK,6.0,3.0,3830,202.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0459,T03,4,1,0,OK,13.0,9.0,9464,0.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0460,T03,3,1,0,OK,13.0,8.0,13815,0.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0461,T03,3,3,2,OK,111.0,77.0,109942,450.2,NO,0.0,25.0,28.0,3.0,NO,0.0,E005|E100,SUCCESS,NONE,0.0
J0462,T03,5,1,0,OK,12.0,6.0,10754,208.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0463,T04,3,1,0,OK,10.0,2.0,4391,278.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0464,T04,3,3,2,REJECT,149.0,119.0,88816,453.3,NO,0.0,20.0,27.0,7.0,NO,0.0,E100|E200,ERROR_FAILURE,NONE,0.0
J0465,T05,2,1,0,OK,19.0,12.0,14826,0.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0466,T05,5,3,2,FAIL,586.0,559.0,607901,381.7,NO,0.0,20.0,22.0,2.0,NO,0.0,E004|E006|E100,EXHAUSTED,NONE,0.0
J0467,T05,4,1,0,OK,8.0,6.0,10530,103.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0468,T05,3,1,0,OK,5.0,3.0,3939,506.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0469,T05,2,4,3,OK,97.0,42.0,62854,442.7,YES,7.0,11.2,43.0,31.8,NO,0.0,E001|E006,DELAYED_SUCCESS,GRACE,0.0
J0470,T05,2,3,2,REJECT,86.0,50.0,70719,288.6,NO,0.0,4.8,29.0,24.2,NO,0.0,E001|E100|E200,ERROR_FAILURE,NONE,0.0
J0471,T05,5,1,0,OK,9.0,5.0,8342,122.2,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0472,T05,4,1,0,OK,11.0,6.0,6533,0.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0473,T06,5,1,0,OK,15.0,9.0,10990,101.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0474,T06,3,2,1,OK,151.0,139.0,196839,158.1,NO,0.0,8.0,6.0,-2.0,YES,0.0,E100,SUCCESS,NONE,0.0
J0475,T06,2,3,2,OK,56.0,25.0,31770,450.1,NO,0.0,7.2,25.0,17.8,NO,0.0,E003|E005,SUCCESS,NONE,0.0
J0476,T06,3,1,0,OK,14.0,10.0,18578,67.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0477,T06,1,1,0,OK,13.0,10.0,16424,181.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0478,T06,3,2,1,OK,105.0,76.0,77895,437.5,NO,0.0,8.0,18.0,10.0,NO,0.0,E100,SUCCESS,NONE,0.0
J0479,T07,1,2,1,OK,35.0,26.0,21393,246.7,NO,0.0,3.0,4.0,1.0,NO,0.0,E100,SUCCESS,NONE,0.0
J0480,T07,3,1,0,OK,11.0,6.0,12003,292.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0481,T07,3,4,3,FAIL,100.0,54.0,61848,455.2,NO,0.0,45.0,39.0,-6.0,NO,0.0,E004|E006|E200,EXHAUSTED,NONE,0.0
J0482,T07,3,2,1,OK,29.0,3.0,5038,273.9,NO,0.0,10.0,19.0,9.0,NO,0.0,E200,SUCCESS,NONE,0.0
J0483,T07,4,2,1,OK,30.0,20.0,27174,479.7,NO,0.0,8.0,4.0,-4.0,NO,0.0,E006,SUCCESS,NONE,0.0
J0484,T07,3,1,0,OK,16.0,9.0,7424,481.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0485,T08,4,1,0,OK,12.0,6.0,11555,150.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0486,T08,3,1,0,OK,12.0,6.0,8467,331.7,NO,0.0,0.0,0.0,0.0,YES,0.0,,SUCCESS,NONE,0.0
J0487,T08,4,1,0,OK,9.0,6.0,11919,485.2,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0488,T08,3,2,1,OK,130.0,184.0,125301,131.6,NO,0.0,10.0,0.0,-10.0,NO,0.0,E100,SUCCESS,NONE,0.0
J0489,T09,4,1,0,OK,17.0,9.0,15700,174.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0490,T09,3,2,1,OK,104.0,185.0,48776,404.7,NO,0.0,8.0,0.0,-8.0,NO,0.0,E100,SUCCESS,NONE,0.0
J0491,T09,4,1,0,OK,12.0,4.0,5369,231.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0492,T09,4,1,0,OK,11.0,6.0,11294,263.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0493,T09,3,1,0,OK,14.0,9.0,12580,155.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0494,T09,5,2,1,OK,47.0,26.0,29215,414.1,NO,0.0,15.0,11.0,-4.0,NO,0.0,E004,SUCCESS,NONE,0.0
J0495,T09,4,1,0,OK,11.0,4.0,0,483.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0496,T09,2,1,0,OK,14.0,5.0,10338,49.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0497,T10,2,4,3,OK,140.0,85.0,71775,398.4,YES,50.0,36.0,40.0,4.0,NO,0.29,E004|E006|E100,DELAYED_SUCCESS,STANDARD,0.348
J0498,T10,3,3,2,OK,127.0,93.0,134059,395.6,NO,0.0,25.0,24.0,-1.0,YES,0.0,E002|E100,SUCCESS,NONE,0.0
J0499,T10,2,1,0,OK,14.0,11.0,10253,377.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0500,T10,4,4,3,FAIL,306.0,392.0,332424,325.2,NO,0.0,24.0,25.0,1.0,NO,0.0,E001|E003|E100,EXHAUSTED,NONE,0.0
J0501,T11,4,2,1,OK,27.0,7.0,9518,484.2,NO,0.0,10.0,15.0,5.0,NO,0.0,E002,SUCCESS,NONE,0.0
J0502,T11,2,1,0,OK,8.0,6.0,9958,335.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0503,T11,2,1,0,OK,16.0,10.0,10722,147.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0504,T11,2,2,1,OK,44.0,19.0,29561,382.2,NO,0.0,1.6,16.0,14.4,NO,0.0,E001,SUCCESS,NONE,0.0
J0505,T11,1,2,1,OK,35.0,18.0,16003,490.1,NO,0.0,6.0,10.0,4.0,NO,0.0,E004,SUCCESS,NONE,0.0
J0506,T11,5,1,0,OK,9.0,3.0,5667,40.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0507,T11,3,1,0,OK,7.0,5.0,0,88.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0508,T11,4,1,0,OK,10.0,8.0,11301,260.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0509,T11,4,1,0,OK,17.0,11.0,13960,225.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0510,T12,3,2,1,OK,97.0,82.0,86829,427.4,NO,0.0,10.0,4.0,-6.0,NO,0.0,E100,SUCCESS,NONE,0.0
J0511,T12,5,1,0,OK,16.0,9.0,11726,125.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0512,T12,4,1,0,OK,17.0,9.0,7899,77.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0513,T13,2,1,0,OK,8.0,5.0,6401,41.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0514,T13,2,1,0,OK,8.0,5.0,7314,63.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0515,T13,2,4,3,OK,72.0,31.0,37191,462.9,NO,0.0,16.8,31.0,14.2,NO,0.0,E001|E002|E003,SUCCESS,NONE,0.0
J0516,T13,3,1,0,OK,17.0,9.0,7273,229.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0517,T13,3,3,2,OK,55.0,21.0,18737,330.9,NO,0.0,20.0,25.0,5.0,YES,0.0,E001|E200,SUCCESS,NONE,0.0
J0518,T13,4,2,1,OK,28.0,10.0,13876,343.6,NO,0.0,12.0,11.0,-1.0,NO,0.0,E002,SUCCESS,NONE,0.0
J0519,T13,4,1,0,OK,12.0,7.0,13940,364.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0520,T13,1,2,1,TIMEOUT,54.0,45.0,0,51.4,YES,9.0,4.0,6.0,2.0,NO,0.01,E100|E200,TIMEOUT_FAILURE,STANDARD,0.0667
J0521,T14,5,3,2,FAIL,62.0,43.0,50827,448.1,NO,0.0,24.0,12.0,-12.0,YES,0.0,E003|E006|UNKNOWN,EXHAUSTED,NONE,0.0
J0522,T14,3,1,0,OK,11.0,6.0,8183,308.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0523,T14,2,2,1,OK,43.0,15.0,17425,460.2,NO,0.0,8.0,19.0,11.0,NO,0.0,E006,SUCCESS,NONE,0.0
J0524,T14,3,2,1,OK,35.0,24.0,41709,446.2,NO,0.0,10.0,4.0,-6.0,NO,0.0,E006,SUCCESS,NONE,0.0
J0525,T14,2,1,0,OK,7.0,3.0,4794,301.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0526,T15,5,1,0,OK,19.0,10.0,15991,370.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0527,T15,3,4,3,TIMEOUT,290.0,249.0,262375,397.4,YES,110.0,30.0,34.0,4.0,NO,0.34,E100|E200,EXHAUSTED,STANDARD,0.1855
J0528,T15,1,1,0,OK,7.0,2.0,3807,54.2,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
