attempt_id,job_id,pool_id,attempt_num,queued_at,started_at,ended_at,status,cpu_ms,mem_peak_mb,error_code
A0432,J0249,P01,1,2024-03-28 16:27:42,2024-03-28 16:27:43,2024-03-28 16:27:54,OK,12089,75.8,
A0433,J0250,P03,1,2024-03-02 07:02:59,2024-03-02 07:02:59,2024-03-02 07:03:14,FAIL,18695,92.2,E003
A0434,J0250,P01,2,2024-03-02 07:03:32,2024-03-02 07:03:35,2024-03-02 07:03:48,FAIL,23939,318.5,E003
A0435,J0250,P01,3,2024-03-02 07:04:05,2024-03-02 07:04:07,2024-03-02 07:05:53,TIMEOUT,71816,161.0,E100
A0436,J0251,P11,1,2024-03-25 12:05:22,2024-03-25 12:05:22,2024-03-25 12:06:24,TIMEOUT,41586,280.7,E100
A0437,J0251,P10,2,2024-03-25 12:06:31,2024-03-25 12:06:31,2024-03-25 12:06:31,REJECT,0,0.0,E200
A0438,J0251,P10,3,2024-03-25 12:06:45,2024-03-25 12:06:46,2024-03-25 12:06:55,FAIL,12721,371.4,E005
A0439,J0251,P11,4,2024-03-25 12:07:08,2024-03-25 12:07:08,2024-03-25 12:07:08,REJECT,0,0.0,E200
A0440,J0252,P12,1,2024-03-13 09:30:43,2024-03-13 09:30:45,2024-03-13 09:30:50,OK,4855,98.3,
A0441,J0253,P10,1,2024-03-24 12:11:38,2024-03-24 12:11:39,2024-03-24 12:11:49,FAIL,10495,500.7,E005
A0442,J0253,P11,2,2024-03-24 12:12:08,2024-03-24 12:12:10,2024-03-24 12:12:14,OK,3448,189.7,
A0443,J0254,P12,1,2024-03-13 01:24:14,2024-03-13 01:24:16,2024-03-13 01:24:25,FAIL,9024,131.2,E004
A0444,J0254,P12,2,2024-03-13 01:24:41,2024-03-13 01:24:41,2024-03-13 01:24:48,OK,13779,421.8,
A0445,J0255,P11,1,2024-03-15 11:54:41,2024-03-15 11:54:43,2024-03-15 11:54:49,OK,6965,62.0,
A0446,J0256,P12,1,2024-03-08 18:07:21,2024-03-08 18:07:22,2024-03-08 18:09:33,TIMEOUT,178177,399.0,E100
A0447,J0256,P11,2,2024-03-08 18:09:39,2024-03-08 18:09:39,2024-03-08 18:09:39,REJECT,0,0.0,E200
A0448,J0257,P11,1,2024-03-24 10:25:56,2024-03-24 10:25:56,2024-03-24 10:25:58,OK,,72.4,
A0449,J0258,P10,1,2024-05-25 12:17:42,2024-05-25 12:17:42,2024-05-25 12:17:42,REJECT,0,0.0,E200
A0450,J0258,P11,2,2024-05-25 12:17:47,2024-05-25 12:17:49,2024-05-25 12:17:53,OK,,376.4,
A0451,J0259,P09,1,2024-03-07 11:22:43,2024-03-07 11:22:45,2024-03-07 11:22:54,FAIL,14680,179.8,E001
A0452,J0259,P07,2,2024-03-07 11:23:05,2024-03-07 11:23:05,2024-03-07 11:23:05,REJECT,0,0.0,E200
A0453,J0259,P08,3,2024-03-07 11:23:15,2024-03-07 11:23:17,2024-03-07 11:23:27,FAIL,17012,380.2,E002
A0454,J0259,P08,4,2024-03-07 11:23:36,2024-03-07 11:23:37,2024-03-07 11:23:43,OK,10092,143.9,
A0455,J0260,P07,1,2024-03-30 14:12:42,2024-03-30 14:12:42,2024-03-30 14:12:49,OK,14664,209.2,
A0456,J0261,P07,1,2024-03-25 01:18:00,2024-03-25 01:18:00,2024-03-25 01:18:06,OK,5395,222.4,
A0457,J0262,P07,1,2024-03-05 13:25:01,2024-03-05 13:25:02,2024-03-05 13:25:12,OK,19078,441.6,
A0458,J0263,P08,1,2024-03-11 16:16:04,2024-03-11 16:16:04,2024-03-11 16:16:04,REJECT,0,0.0,E200
A0459,J0263,P07,2,2024-03-11 16:16:19,2024-03-11 16:16:19,2024-03-11 16:16:19,REJECT,0,0.0,E200
A0460,J0263,P07,3,2024-03-11 16:16:28,2024-03-11 16:16:30,2024-03-11 16:16:40,OK,9839,297.8,
A0461,J0264,P08,1,2024-03-22 21:33:59,2024-03-22 21:34:01,2024-03-22 21:34:16,FAIL,16486,370.7,E004
A0462,J0264,P08,2,2024-03-22 21:34:28,2024-03-22 21:34:31,2024-03-22 21:34:40,OK,9852,391.7,
A0463,J0265,P04,1,2024-03-02 22:49:42,2024-03-02 22:49:43,2024-03-02 22:49:53,OK,15248,423.2,
A0464,J0266,P05,1,2024-03-18 22:53:56,2024-03-18 22:53:56,2024-03-18 22:54:06,OK,11943,302.0,
A0465,J0267,P05,1,2024-03-26 00:03:46,2024-03-26 00:03:48,2024-03-26 00:03:53,OK,4414,225.7,
A0466,J0268,P01,1,2024-04-06 19:23:32,2024-04-06 19:23:32,2024-04-06 19:23:32,REJECT,0,0.0,E200
A0467,J0268,P03,2,2024-04-06 19:23:44,2024-04-06 19:23:46,2024-04-06 19:23:50,OK,6387,212.9,
A0468,J0269,P01,1,2024-04-20 18:40:43,2024-04-20 18:40:43,2024-04-20 18:40:43,REJECT,0,0.0,E200
A0469,J0269,P01,2,2024-04-20 18:40:51,2024-04-20 18:40:53,2024-04-20 18:41:03,OK,19825,376.6,
A0470,J0270,P03,1,2024-01-28 23:31:14,2024-01-28 23:31:14,2024-01-28 23:31:49,TIMEOUT,33915,386.2,E100
A0471,J0270,P03,2,2024-01-28 23:31:54,2024-01-28 23:31:55,2024-01-28 23:32:45,TIMEOUT,63510,480.7,E100
A0472,J0270,P03,3,2024-01-28 23:33:02,2024-01-28 23:33:02,2024-01-28 23:33:02,REJECT,0,0.0,E200
A0473,J0270,P01,4,2024-01-28 23:33:20,2024-01-28 23:33:22,2024-01-28 23:33:25,OK,5866,112.4,
A0474,J0271,P01,1,2024-04-05 11:05:22,2024-04-05 11:05:23,2024-04-05 11:05:26,OK,3596,230.5,
A0475,J0272,P01,1,2024-06-20 15:30:21,2024-06-20 15:30:22,2024-06-20 15:30:28,OK,11469,99.8,
A0476,J0273,P02,1,2024-04-01 15:22:44,2024-04-01 15:22:46,2024-04-01 15:22:54,OK,12932,248.1,
A0477,J0274,P02,1,2024-04-07 02:57:38,2024-04-07 02:57:38,2024-04-07 02:57:38,REJECT,0,0.0,E200
A0478,J0274,P02,2,2024-04-07 02:57:50,2024-04-07 02:57:51,2024-04-07 02:57:59,OK,14147,215.4,
A0479,J0275,P01,1,2024-04-10 18:46:44,2024-04-10 18:46:46,2024-04-10 18:47:45,TIMEOUT,40945,258.2,E100
A0480,J0275,P03,2,2024-04-10 18:47:56,2024-04-10 18:47:59,2024-04-10 18:48:08,FAIL,14310,44.2,E002
A0481,J0275,P02,3,2024-04-10 18:48:16,2024-04-10 18:48:17,2024-04-10 18:48:48,TIMEOUT,21710,293.8,E100
A0482,J0276,P02,1,2024-04-24 04:56:02,2024-04-24 04:56:03,2024-04-24 04:57:07,TIMEOUT,,311.2,E100
A0483,J0276,P01,2,2024-04-24 04:57:22,2024-04-24 04:57:25,2024-04-24 04:57:32,OK,10869,125.8,
A0484,J0277,P02,1,2024-04-05 12:17:17,2024-04-05 12:17:18,2024-04-05 12:18:28,TIMEOUT,86457,318.8,E100
A0485,J0277,P01,2,2024-04-05 12:18:46,2024-04-05 12:18:47,2024-04-05 12:18:52,OK,7703,73.8,
A0486,J0278,P01,1,2024-04-26 13:27:50,2024-04-26 13:27:52,2024-04-26 13:28:05,FAIL,14384,238.8,E003
A0487,J0278,P03,2,2024-04-26 13:28:15,2024-04-26 13:28:15,2024-04-26 13:28:15,REJECT,0,0.0,E200
A0488,J0278,P02,3,2024-04-26 13:28:28,2024-04-26 13:28:31,,TIMEOUT,116402,56.6,E100
A0489,J0278,P02,4,2024-04-26 13:30:55,2024-04-26 13:30:57,,TIMEOUT,107568,349.6,E100
A0490,J0279,P01,1,2024-04-26 13:06:34,2024-04-26 13:06:35,2024-04-26 13:06:54,FAIL,32234,491.4,E006
A0491,J0279,P01,2,2024-04-26 13:07:11,2024-04-26 13:07:11,2024-04-26 13:07:11,REJECT,0,0.0,E200
A0492,J0279,P02,3,2024-04-26 13:07:18,2024-04-26 13:07:20,2024-04-26 13:08:06,TIMEOUT,25635,42.6,E100
A0493,J0279,P01,4,2024-04-26 13:08:15,2024-04-26 13:08:15,2024-04-26 13:08:15,REJECT,0,0.0,E200
A0494,J0280,P02,1,2024-04-03 22:11:41,2024-04-03 22:11:42,2024-04-03 22:11:50,OK,7480,462.8,
A0495,J0281,P01,1,2024-04-12 19:58:59,2024-04-12 19:59:00,2024-04-12 19:59:11,OK,12744,449.4,
A0496,J0282,P03,1,2024-04-16 06:58:07,2024-04-16 06:58:07,2024-04-16 06:58:16,OK,13083,337.0,
A0497,J0283,P01,1,2024-01-15 11:38:03,2024-01-15 11:38:04,2024-01-15 11:38:24,FAIL,31931,478.5,E004
A0498,J0283,P02,2,2024-01-15 11:38:28,2024-01-15 11:38:30,2024-01-15 11:38:34,OK,3734,287.6,
A0499,J0284,P01,1,2024-04-04 09:12:35,2024-04-04 09:12:37,2024-04-04 09:12:47,OK,17698,397.9,
A0500,J0285,P04,1,2024-04-29 18:11:03,2024-04-29 18:11:04,2024-04-29 18:11:07,OK,5623,422.3,
A0501,J0286,P05,1,2024-04-04 09:11:19,2024-04-04 09:11:20,2024-04-04 09:11:26,OK,10499,,
A0502,J0287,P05,1,2024-04-01 05:37:58,2024-04-01 05:38:00,2024-04-01 05:38:02,OK,3102,387.5,
A0503,J0288,P04,1,2024-04-10 23:07:26,2024-04-10 23:07:27,2024-04-10 23:07:34,OK,11742,392.1,
A0504,J0289,P05,1,2024-04-12 15:41:28,2024-04-12 15:41:29,,TIMEOUT,137508,412.1,E100
A0505,J0289,P05,2,2024-04-12 15:44:01,2024-04-12 15:44:03,2024-04-12 15:44:11,OK,14455,152.4,
A0506,J0290,P04,1,2024-04-02 19:34:52,2024-04-02 19:34:53,2024-04-02 19:34:58,OK,4788,208.1,
A0507,J0291,P05,1,2024-04-20 16:10:03,2024-04-20 16:10:03,2024-04-20 16:10:03,REJECT,0,0.0,E200
A0508,J0291,P05,2,2024-04-20 16:10:17,2024-04-20 16:10:19,,TIMEOUT,30627,167.3,E100
A0509,J0291,P04,3,2024-04-20 16:11:02,2024-04-20 16:11:03,2024-04-20 16:11:15,FAIL,12269,62.7,E003
A0510,J0291,P05,4,2024-04-20 16:11:24,2024-04-20 16:11:25,,TIMEOUT,42764,388.8,E100
A0511,J0291,P05,5,2024-04-20 16:12:13,2024-04-20 16:12:14,2024-04-20 16:12:32,FAIL,21227,48.9,E006
A0512,J0291,P06,6,2024-04-20 16:12:48,2024-04-20 16:12:48,2024-04-20 16:12:48,REJECT,0,0.0,E200
A0513,J0292,P06,1,2024-04-13 08:52:47,2024-04-13 08:52:49,2024-04-13 08:52:59,OK,15472,176.5,
A0514,J0293,P05,1,2024-04-21 05:00:06,2024-04-21 05:00:06,2024-04-21 05:00:06,REJECT,0,0.0,E200
A0515,J0293,P04,2,2024-04-21 05:00:16,2024-04-21 05:00:19,2024-04-21 05:00:26,FAIL,6265,129.7,E005
A0516,J0293,P06,3,2024-04-21 05:00:45,2024-04-21 05:00:46,2024-04-21 05:00:57,FAIL,18832,456.9,E004
A0517,J0293,P04,4,2024-04-21 05:01:08,2024-04-21 05:01:08,2024-04-21 05:01:08,REJECT,0,0.0,E200
A0518,J0293,P05,5,2024-04-21 05:01:13,2024-04-21 05:01:15,2024-04-21 05:01:26,FAIL,20065,79.6,E006
A0519,J0294,P08,1,2024-04-24 08:07:39,2024-04-24 08:07:40,2024-04-24 08:07:45,OK,,148.3,
A0520,J0295,P07,1,2024-04-22 03:30:21,2024-04-22 03:30:22,2024-04-22 03:30:30,OK,13003,440.2,
A0521,J0296,P07,1,2024-04-30 22:33:46,2024-04-30 22:33:47,2024-04-30 22:33:57,OK,10117,60.1,
A0522,J0297,P07,1,2024-04-10 00:38:33,2024-04-10 00:38:33,2024-04-10 00:38:41,OK,14573,104.8,
A0523,J0298,P09,1,2024-04-06 22:21:04,2024-04-06 22:21:05,2024-04-06 22:21:07,OK,3374,349.4,
A0524,J0299,P08,1,2024-05-13 00:01:09,2024-05-13 00:01:11,2024-05-13 00:01:28,FAIL,30425,251.3,E006
A0525,J0299,P09,2,2024-05-13 00:01:38,2024-05-13 00:01:38,2024-05-13 00:01:56,FAIL,24326,65.0,E005
A0526,J0299,P09,3,2024-05-13 00:02:06,2024-05-13 00:02:07,,TIMEOUT,9597,426.9,E100
A0527,J0299,P07,4,2024-05-13 00:02:34,2024-05-13 00:02:37,2024-05-13 00:02:42,OK,5208,94.0,
A0528,J0300,P07,1,2024-04-20 18:44:50,2024-04-20 18:44:51,2024-04-20 18:45:02,OK,13813,506.3,
A0529,J0301,P08,1,2024-04-13 06:04:59,2024-04-13 06:05:01,2024-04-13 06:05:05,FAIL,3527,377.8,E006
A0530,J0301,P07,2,2024-04-13 06:05:11,2024-04-13 06:05:12,2024-04-13 06:05:14,OK,2248,230.9,
A0531,J0302,P08,1,2024-04-19 03:49:37,2024-04-19 03:49:38,2024-04-19 03:49:55,FAIL,32657,,E006
A0532,J0302,P09,2,2024-04-19 03:50:13,2024-04-19 03:50:15,2024-04-19 03:50:27,OK,22027,276.3,
A0533,J0303,P09,1,2024-04-22 04:55:22,2024-04-22 04:55:23,2024-04-22 04:55:29,OK,12091,58.4,
A0534,J0304,P07,1,2024-04-09 07:02:31,2024-04-09 07:02:32,2024-04-09 07:02:37,OK,4666,177.5,
A0535,J0305,P07,1,2024-04-23 05:50:57,2024-04-23 05:50:57,2024-04-23 05:50:57,REJECT,0,0.0,E200
A0536,J0305,P09,2,2024-04-23 05:51:13,2024-04-23 05:51:15,2024-04-23 05:58:31,TIMEOUT,628398,410.3,E100
A0537,J0306,P09,1,2024-04-30 03:18:21,2024-04-30 03:18:23,2024-04-30 03:19:39,TIMEOUT,104111,78.5,E100
A0538,J0306,P07,2,2024-04-30 03:19:43,2024-04-30 03:19:44,2024-04-30 03:21:33,TIMEOUT,78755,293.0,E100
A0539,J0306,P07,3,2024-04-30 03:21:44,2024-04-30 03:21:45,2024-04-30 03:21:56,OK,18732,38.6,
A0540,J0307,P07,1,2024-04-28 08:14:31,2024-04-28 08:14:33,2024-04-28 08:14:38,OK,8859,122.0,
A0541,J0308,P09,1,2024-04-10 14:59:04,2024-04-10 14:59:05,2024-04-10 14:59:17,OK,17335,,
A0542,J0309,P11,1,2024-04-18 11:08:00,2024-04-18 11:08:01,2024-04-18 11:08:04,OK,3691,311.0,
A0543,J0310,P11,1,2024-04-08 18:34:22,2024-04-08 18:34:24,2024-04-08 18:34:36,OK,15546,186.1,
A0544,J0311,P11,1,2024-04-22 22:47:24,2024-04-22 22:47:26,2024-04-22 22:47:29,OK,5752,55.0,
A0545,J0312,P12,1,2024-04-12 17:41:41,2024-04-12 17:41:42,2024-04-12 17:41:55,FAIL,25344,148.0,E006
A0546,J0312,P12,2,2024-04-12 17:41:58,2024-04-12 17:41:59,2024-04-12 17:49:38,TIMEOUT,259297,318.1,E100
A0547,J0312,P12,3,2024-04-12 17:49:45,2024-04-12 17:49:48,2024-04-12 17:49:58,FAIL,11492,96.2,E002
A0548,J0313,P12,1,2024-04-29 11:28:48,2024-04-29 11:28:50,2024-04-29 11:28:53,OK,4809,162.1,
A0549,J0314,P10,1,2024-04-10 08:26:15,2024-04-10 08:26:17,2024-04-10 08:26:29,OK,20330,148.0,
A0550,J0315,P11,1,2024-04-24 11:24:44,2024-04-24 11:24:45,2024-04-24 11:26:41,TIMEOUT,94167,61.2,E100
A0551,J0315,P10,2,2024-04-24 11:26:56,2024-04-24 11:26:57,2024-04-24 11:27:03,FAIL,11018,245.2,E003
A0552,J0315,P12,3,2024-04-24 11:27:20,2024-04-24 11:27:22,2024-04-24 11:27:41,FAIL,,57.2,E001
A0553,J0315,P10,4,2024-04-24 11:27:55,2024-04-24 11:27:56,,TIMEOUT,129966,163.8,E100
A0554,J0316,P11,1,2024-04-05 10:06:54,2024-04-05 10:06:55,2024-04-05 10:07:52,TIMEOUT,53577,174.3,E100
A0555,J0316,P12,2,2024-04-05 10:08:10,2024-04-05 10:08:12,2024-04-05 10:09:29,TIMEOUT,74449,96.0,E100
A0556,J0316,P10,3,2024-04-05 10:09:47,2024-04-05 10:09:49,2024-04-05 10:09:57,FAIL,15282,333.6,E004
A0557,J0316,P10,4,2024-04-05 10:10:00,2024-04-05 10:10:02,2024-04-05 10:12:08,TIMEOUT,95186,427.4,E100
A0558,J0317,P11,1,2024-04-05 18:30:16,2024-04-05 18:30:18,2024-04-05 18:30:23,OK,3880,312.8,
A0559,J0318,P01,1,2024-04-30 12:40:18,2024-04-30 12:40:20,2024-04-30 12:40:30,OK,15947,68.1,
A0560,J0319,P03,1,2024-04-27 06:41:51,2024-04-27 06:41:53,2024-04-27 06:42:01,OK,14596,373.0,
A0561,J0320,P02,1,2024-04-09 21:57:57,2024-04-09 21:57:58,2024-04-09 21:58:17,FAIL,15613,366.4,E003
A0562,J0320,P03,2,2024-04-09 21:58:23,2024-04-09 21:58:23,2024-04-09 21:58:23,REJECT,0,0.0,E200
A0563,J0321,P03,1,2024-04-18 00:34:41,2024-04-18 00:34:43,2024-04-18 00:34:56,FAIL,13718,78.6,E006
A0564,J0321,P02,2,2024-04-18 00:35:11,2024-04-18 00:35:12,2024-04-18 00:35:19,OK,12806,339.7,
A0565,J0322,P01,1,2024-04-22 20:48:52,2024-04-22 20:48:52,2024-04-22 20:48:52,REJECT,0,0.0,E200
A0566,J0322,P01,2,2024-04-22 20:49:08,2024-04-22 20:49:11,2024-04-22 20:49:15,OK,5517,92.1,
A0567,J0323,P03,1,2024-04-01 15:36:06,2024-04-01 15:36:07,2024-04-01 15:39:18,TIMEOUT,110011,354.0,E100
A0568,J0323,P02,2,2024-04-01 15:39:35,2024-04-01 15:39:36,2024-04-01 15:39:47,OK,13910,246.2,
A0569,J0324,P03,1,2024-04-06 20:07:56,2024-04-06 20:07:58,2024-04-06 20:08:05,OK,10902,335.3,
A0570,J0325,P05,1,2024-02-10 04:28:26,2024-02-10 04:28:26,2024-02-10 04:28:26,REJECT,0,0.0,E200
A0571,J0325,P05,2,2024-02-10 04:28:31,2024-02-10 04:28:33,2024-02-10 04:28:44,OK,12147,199.8,
A0572,J0326,P04,1,2024-04-24 12:25:31,2024-04-24 12:25:32,2024-04-24 12:25:42,OK,15169,130.8,
A0573,J0327,P04,1,2024-04-27 13:01:25,2024-04-27 13:01:25,2024-04-27 13:01:32,OK,8641,189.7,
A0574,J0328,P05,1,2024-04-26 05:52:03,2024-04-26 05:52:05,2024-04-26 05:52:19,FAIL,20168,488.1,E004
A0575,J0328,P04,2,2024-04-26 05:52:33,2024-04-26 05:52:34,2024-04-26 05:52:45,OK,12139,410.7,
A0576,J0329,P07,1,2024-04-22 11:44:30,2024-04-22 11:44:32,2024-04-22 11:44:44,OK,12545,131.9,
A0577,J0330,P07,1,2024-04-19 21:14:22,2024-04-19 21:14:24,2024-04-19 21:14:31,OK,13125,477.4,
A0578,J0331,P08,1,2024-04-11 17:33:39,2024-04-11 17:33:41,2024-04-11 17:33:48,OK,7309,453.8,
A0579,J0332,P09,1,2024-04-16 14:01:47,2024-04-16 14:01:48,2024-04-16 14:02:03,FAIL,15044,282.0,E004
A0580,J0332,P08,2,2024-04-16 14:02:09,2024-04-16 14:02:10,2024-04-16 14:02:15,FAIL,6250,413.9,E003
A0581,J0332,P09,3,2024-04-16 14:02:20,2024-04-16 14:02:23,2024-04-16 14:03:14,TIMEOUT,30231,145.7,E100
A0582,J0333,P09,1,2024-04-18 21:01:24,2024-04-18 21:01:24,2024-04-18 21:01:28,OK,4900,277.0,
A0583,J0334,P08,1,2024-04-14 16:36:05,2024-04-14 16:36:07,2024-04-14 16:36:11,OK,4082,457.8,
A0584,J0335,P07,1,2024-04-09 18:58:38,2024-04-09 18:58:39,2024-04-09 18:58:44,OK,8744,481.4,
A0585,J0336,P07,1,2024-04-17 04:44:42,2024-04-17 04:44:42,2024-04-17 04:44:47,OK,8867,335.9,
A0586,J0337,P09,1,2024-04-15 05:55:46,2024-04-15 05:55:48,2024-04-15 05:55:51,OK,6185,144.8,
A0587,J0338,P08,1,2024-04-19 17:41:42,2024-04-19 17:41:43,,TIMEOUT,383144,133.5,E100
A0588,J0338,P08,2,2024-04-19 17:46:06,2024-04-19 17:46:07,2024-04-19 17:46:10,OK,4896,334.5,
A0589,J0339,P03,1,2024-04-09 09:31:38,2024-04-09 09:31:39,2024-04-09 09:31:49,OK,12740,74.4,
A0590,J0340,P03,1,2024-04-30 02:45:04,2024-04-30 02:45:06,2024-04-30 02:45:17,OK,,65.6,
A0591,J0341,P10,1,2024-04-12 14:01:33,2024-04-12 14:01:34,2024-04-12 14:01:49,FAIL,25258,115.5,E001
A0592,J0341,P11,2,2024-04-12 14:02:05,2024-04-12 14:02:06,2024-04-12 14:02:14,OK,14667,259.8,
A0593,J0342,P10,1,2024-04-21 05:43:01,2024-04-21 05:43:01,2024-04-21 05:43:01,REJECT,0,0.0,E200
A0594,J0342,P12,2,2024-04-21 05:43:14,2024-04-21 05:43:14,2024-04-21 05:43:14,REJECT,0,0.0,E200
A0595,J0342,P11,3,2024-04-21 05:43:17,2024-04-21 05:43:19,2024-04-21 05:43:28,FAIL,8935,330.6,
A0596,J0342,P10,4,2024-04-21 05:43:34,2024-04-21 05:43:36,2024-04-21 05:43:50,FAIL,17320,41.2,E003
A0597,J0343,P12,1,2024-04-08 18:49:46,2024-04-08 18:49:46,2024-04-08 18:50:04,FAIL,20136,,E002
A0598,J0343,P10,2,2024-04-08 18:50:10,2024-04-08 18:50:11,2024-04-08 18:50:19,OK,11803,386.7,
A0599,J0344,P11,1,2024-04-11 22:32:44,2024-04-11 22:32:46,2024-04-11 22:32:55,OK,12708,243.9,
A0600,J0345,P11,1,2024-04-02 16:05:47,2024-04-02 16:05:48,2024-04-02 16:05:58,OK,14176,71.2,
A0601,J0346,P11,1,2024-04-26 05:13:27,2024-04-26 05:13:29,2024-04-26 05:13:38,OK,15722,251.1,
A0602,J0347,P09,1,2024-04-21 08:09:59,2024-04-21 08:10:00,2024-04-21 08:10:11,OK,20221,479.6,
A0603,J0348,P09,1,2024-04-03 09:56:04,2024-04-03 09:56:05,2024-04-03 09:56:09,OK,6053,115.9,
A0604,J0349,P09,1,2024-04-11 03:04:03,2024-04-11 03:04:03,2024-04-11 03:04:10,OK,5882,227.3,
A0605,J0350,P08,1,2024-04-22 03:10:56,2024-04-22 03:10:58,2024-04-22 03:11:26,TIMEOUT,20405,476.0,E100
A0606,J0350,P07,2,2024-04-22 03:11:36,2024-04-22 03:11:36,2024-04-22 03:11:36,REJECT,0,0.0,E200
A0607,J0351,P09,1,2024-04-06 18:39:30,2024-04-06 18:39:32,2024-04-06 18:39:35,FAIL,3349,335.9,E002
A0608,J0351,P09,2,2024-04-06 18:39:45,2024-04-06 18:39:45,2024-04-06 18:39:56,OK,10097,281.7,
A0609,J0352,P06,1,2024-04-27 07:57:54,2024-04-27 07:57:55,2024-04-27 07:58:11,FAIL,30378,170.8,E003
A0610,J0352,P06,2,2024-04-27 07:58:17,2024-04-27 07:58:19,2024-04-27 07:58:27,OK,12216,40.1,
A0611,J0353,P06,1,2024-04-11 22:56:02,2024-04-11 22:56:04,2024-04-11 23:04:36,TIMEOUT,262882,292.2,E100
A0612,J0353,P06,2,2024-04-11 23:04:47,2024-04-11 23:04:49,2024-04-11 23:04:52,OK,5603,132.9,
A0613,J0354,P03,1,2024-05-01 00:50:09,2024-05-01 00:50:09,2024-05-01 00:50:29,FAIL,27531,67.0,E006
A0614,J0354,P01,2,2024-05-01 00:50:36,2024-05-01 00:50:39,2024-05-01 00:51:50,TIMEOUT,71183,250.4,E100
A0615,J0354,P02,3,2024-05-01 00:51:55,2024-05-01 00:51:58,2024-05-01 00:52:05,FAIL,8591,32.3,E001
A0616,J0354,P02,4,2024-05-01 00:52:10,2024-05-01 00:52:12,2024-05-01 00:52:16,OK,5475,80.6,
A0617,J0355,P03,1,2024-05-27 17:14:36,2024-05-27 17:14:37,2024-05-27 17:14:46,OK,16975,216.9,
A0618,J0356,P03,1,2024-01-29 03:35:56,2024-01-29 03:35:56,2024-01-29 03:35:56,REJECT,0,0.0,E200
A0619,J0356,P01,2,2024-01-29 03:36:00,2024-01-29 03:36:00,2024-01-29 03:36:00,REJECT,0,0.0,E200
A0620,J0356,P02,3,2024-01-29 03:36:12,2024-01-29 03:36:12,2024-01-29 03:36:12,REJECT,0,0.0,E200
A0621,J0356,P02,4,2024-01-29 03:36:23,2024-01-29 03:36:25,2024-01-29 03:36:38,FAIL,24960,380.5,
A0622,J0357,P01,1,2024-05-03 23:36:37,2024-05-03 23:36:38,2024-05-03 23:36:49,OK,13399,113.1,
A0623,J0358,P02,1,2024-05-31 16:15:09,2024-05-31 16:15:09,2024-05-31 16:15:14,OK,8002,189.8,
A0624,J0359,P01,1,2024-05-09 05:23:30,2024-05-09 05:23:32,2024-05-09 05:23:34,OK,2879,404.4,
A0625,J0360,P03,1,2024-05-01 04:05:46,2024-05-01 04:05:48,2024-05-01 04:05:52,OK,7360,201.2,
A0626,J0361,P02,1,2024-05-24 09:31:22,2024-05-24 09:31:24,2024-05-24 09:31:36,OK,14718,475.2,
A0627,J0362,P02,1,2024-05-05 08:59:38,2024-05-05 08:59:38,2024-05-05 08:59:43,FAIL,3967,511.7,E001
A0628,J0362,P02,2,2024-05-05 08:59:59,2024-05-05 09:00:00,2024-05-05 09:00:05,OK,6068,395.0,
A0629,J0363,P02,1,2024-05-26 11:01:26,2024-05-26 11:01:26,2024-05-26 11:01:26,REJECT,0,0.0,E200
A0630,J0363,P03,2,2024-05-26 11:01:42,2024-05-26 11:01:45,2024-05-26 11:01:54,OK,8851,395.1,
A0631,J0364,P03,1,2024-05-14 21:09:35,2024-05-14 21:09:37,2024-05-14 21:09:40,OK,6228,274.6,
A0632,J0365,P03,1,2024-05-25 20:09:49,2024-05-25 20:09:50,2024-05-25 20:10:01,OK,9198,382.4,
A0633,J0366,P03,1,2024-05-28 13:07:09,2024-05-28 13:07:11,2024-05-28 13:07:16,OK,6800,166.1,
A0634,J0367,P03,1,2024-05-31 01:05:27,2024-05-31 01:05:27,2024-05-31 01:05:27,REJECT,0,0.0,E200
A0635,J0367,P03,2,2024-05-31 01:05:35,2024-05-31 01:05:36,2024-05-31 01:06:41,TIMEOUT,94778,42.6,E100
A0636,J0367,P03,3,2024-05-31 01:06:57,2024-05-31 01:06:58,2024-05-31 01:07:03,FAIL,4210,,E003
A0637,J0367,P01,4,2024-05-31 01:07:17,2024-05-31 01:07:17,2024-05-31 01:07:17,REJECT,0,0.0,E200
A0638,J0368,P03,1,2024-05-08 06:22:22,2024-05-08 06:22:22,2024-05-08 06:22:34,OK,12746,193.9,
A0639,J0369,P06,1,2024-05-08 09:53:49,2024-05-08 09:53:49,2024-05-08 09:56:25,TIMEOUT,159385,303.6,E100
A0640,J0369,P04,2,2024-05-08 09:56:29,2024-05-08 09:56:31,2024-05-08 09:56:37,FAIL,7738,82.8,E006
A0641,J0369,P05,3,2024-05-08 09:56:43,2024-05-08 09:56:43,2024-05-08 09:56:43,REJECT,0,0.0,E200
A0642,J0370,P06,1,2024-05-28 04:02:50,2024-05-28 04:02:52,2024-05-28 04:03:01,OK,13343,448.1,
A0643,J0371,P06,1,2024-05-29 06:45:35,2024-05-29 06:45:37,2024-05-29 06:45:45,OK,8071,414.8,
A0644,J0372,P06,1,2024-05-12 18:39:01,2024-05-12 18:39:02,2024-05-12 18:39:10,OK,11576,350.5,
A0645,J0373,P04,1,2024-04-02 13:16:21,2024-04-02 13:16:21,2024-04-02 13:16:21,REJECT,0,0.0,E200
A0646,J0373,P05,2,2024-04-02 13:16:33,2024-04-02 13:16:34,2024-04-02 13:21:04,TIMEOUT,388908,,E100
