reading_id,station_id,sample_date,ph,turbidity_ntu,chlorine_mg_l,lead_ppb,coliform_count,flow_rate_lpm
R-02048,WQ-015,2024-02-16,6.73,0.13,2.14,0.19,1.0,267.1
R-02049,WQ-015,2024-02-18,7.18,0.24,1.39,2.03,1.0,283.3
R-02050,WQ-015,2024-02-20,7.42,0.38,1.62,0.69,5.0,163.7
R-02051,WQ-015,2024-02-21,6.91,0.8,1.29,0.19,5.0,206.0
R-02052,WQ-015,2024-02-22,7.19,0.33,1.08,2.91,1.0,
R-02053,WQ-015,2024-02-23,7.6,0.66,1.64,0.13,2.0,241.1
R-02054,WQ-015,2024-02-24,6.78,0.66,1.25,0.81,2.0,125.0
R-02055,WQ-015,2024-02-25,7.43,0.25,1.94,2.2,4.0,211.0
R-02056,WQ-015,2024-02-26,7.33,1.12,1.33,0.37,0.0,76.5
R-02057,WQ-015,2024-02-27,6.8,1.11,1.03,0.16,3.0,228.1
R-02058,WQ-015,2024-02-28,7.4,2.0,1.68,4.69,4.0,187.2
R-02059,WQ-015,2024-02-29,7.15,0.59,1.54,0.26,1.0,234.9
R-02060,WQ-015,2024-03-01,7.05,0.01,1.75,14.9,14.0,202.1
R-02061,WQ-015,2024-03-02,7.36,0.66,0.99,15.44,13.0,173.7
R-02062,WQ-015,2024-03-03,6.94,0.8,1.62,15.67,14.0,240.6
R-02063,WQ-015,2024-03-04,7.48,0.15,1.67,9.2,16.0,164.3
R-02064,WQ-015,2024-03-05,8.0,1.16,1.49,16.13,14.0,161.3
R-02065,WQ-015,2024-03-06,6.84,0.02,1.86,12.9,8.0,243.8
R-02066,WQ-015,2024-03-07,7.06,0.68,0.9,19.97,9.0,81.2
R-02067,WQ-015,2024-03-08,7.02,0.09,0.95,16.09,4.0,174.7
R-02068,WQ-015,2024-03-10,7.47,0.41,1.99,12.81,14.0,181.3
R-02069,WQ-015,2024-03-11,7.4,1.3,0.95,12.39,8.0,
R-02070,WQ-015,2024-03-12,6.88,1.89,1.31,12.9,4.0,159.2
R-02071,WQ-015,2024-03-13,7.24,2.05,1.88,7.42,22.0,216.8
R-02072,WQ-015,2024-03-14,7.29,0.09,1.3,11.48,11.0,228.6
R-02073,WQ-015,2024-03-16,7.74,0.19,1.4,11.87,10.0,151.9
R-02074,WQ-015,2024-03-19,7.37,0.8,1.71,15.96,8.0,130.3
R-02075,WQ-015,2024-03-20,7.13,0.09,1.63,14.26,,224.4
R-02076,WQ-015,2024-03-22,7.49,1.21,2.03,11.19,20.0,231.3
R-02077,WQ-015,2024-03-23,6.91,0.59,0.97,14.81,12.0,140.8
R-02078,WQ-015,2024-03-24,6.84,0.31,1.17,14.01,15.0,180.5
R-02079,WQ-015,2024-03-25,7.72,0.9,1.7,12.05,20.0,224.6
R-02080,WQ-015,2024-03-27,6.54,0.02,1.88,9.69,11.0,125.7
R-02081,WQ-015,2024-03-28,7.18,0.98,1.18,10.86,19.0,132.0
R-02082,WQ-015,2024-03-29,6.73,0.18,2.33,16.6,14.0,161.4
R-02083,WQ-015,2024-03-31,7.21,1.13,1.59,16.12,11.0,242.2
R-02084,WQ-015,2024-04-02,6.85,0.72,,14.16,9.0,239.6
R-02085,WQ-015,2024-04-04,7.69,0.88,1.45,12.26,16.0,177.7
R-02086,WQ-015,2024-04-05,7.03,1.96,1.28,15.44,17.0,260.8
R-02087,WQ-015,2024-04-07,6.75,0.02,1.91,9.9,24.0,204.8
R-02088,WQ-015,2024-04-08,7.29,0.64,2.15,11.37,11.0,259.8
R-02089,WQ-015,2024-04-09,6.8,0.96,1.34,,9.0,225.1
R-02090,WQ-015,2024-04-10,6.98,3.37,0.43,,8.0,231.7
R-02091,WQ-015,2024-04-11,7.23,1.09,1.01,15.21,21.0,248.9
R-02092,WQ-015,2024-04-12,7.79,0.23,1.72,12.84,5.0,
R-02093,WQ-015,2024-04-13,7.2,1.27,2.21,11.34,6.0,145.5
R-02094,WQ-015,2024-04-14,7.33,1.49,1.32,14.39,,94.5
R-02095,WQ-015,2024-04-15,6.78,0.21,1.26,18.36,10.0,144.7
R-02096,WQ-015,2024-04-16,6.61,0.16,1.55,14.03,19.0,177.6
R-02097,WQ-015,2024-04-17,7.16,2.17,0.97,16.23,14.0,277.5
R-02098,WQ-015,2024-04-18,6.97,0.54,0.89,15.86,12.0,156.5
R-02099,WQ-015,2024-04-20,7.67,0.08,1.25,,7.0,
R-02100,WQ-015,2024-04-21,7.26,0.51,,12.52,9.0,206.0
R-02101,WQ-015,2024-04-22,7.26,0.34,1.08,15.82,4.0,119.7
R-02102,WQ-015,2024-04-23,7.22,0.63,0.87,,0.0,277.0
R-02103,WQ-015,2024-04-25,7.45,1.94,1.57,14.86,17.0,175.2
R-02104,WQ-015,2024-04-27,7.68,0.99,2.12,13.98,12.0,207.6
R-02105,WQ-015,2024-04-28,7.17,1.84,1.5,16.46,17.0,171.6
R-02106,WQ-015,2024-04-29,7.35,0.4,0.78,15.64,6.0,225.5
R-02107,WQ-015,2024-04-30,7.03,0.35,1.77,16.56,6.0,163.2
R-02108,WQ-015,2024-05-01,7.15,2.77,1.39,12.52,7.0,190.9
R-02109,WQ-015,2024-05-03,7.11,0.57,2.07,14.9,13.0,
R-02110,WQ-015,2024-05-04,7.0,0.32,1.12,17.92,5.0,216.2
R-02111,WQ-015,2024-05-06,7.14,0.8,1.82,16.02,15.0,96.0
R-02112,WQ-015,2024-05-07,7.56,0.05,2.53,13.74,13.0,266.6
R-02113,WQ-015,2024-05-08,7.18,0.7,1.71,8.89,5.0,268.5
R-02114,WQ-015,2024-05-09,6.7,0.52,1.56,15.65,9.0,240.3
R-02115,WQ-015,2024-05-10,7.63,0.06,0.9,13.85,16.0,245.8
R-02116,WQ-015,2024-05-11,7.24,1.03,1.53,8.65,12.0,193.9
R-02117,WQ-015,2024-05-12,7.15,2.59,1.84,16.17,16.0,250.6
R-02118,WQ-015,2024-05-13,7.14,,1.18,,11.0,185.4
R-02119,WQ-015,2024-05-14,7.45,0.26,1.63,12.91,21.0,195.1
R-02120,WQ-015,2024-05-15,7.22,0.55,1.81,13.82,11.0,245.5
R-02121,WQ-015,2024-05-16,7.34,1.23,1.95,12.84,5.0,230.7
R-02122,WQ-015,2024-05-17,7.49,0.59,0.9,13.52,9.0,199.0
R-02123,WQ-015,2024-05-19,6.95,0.35,1.67,11.99,7.0,288.7
R-02124,WQ-015,2024-05-20,7.29,0.34,2.01,12.63,9.0,246.9
R-02125,WQ-015,2024-05-21,7.02,0.12,1.42,19.75,12.0,228.2
R-02126,WQ-015,2024-05-22,7.39,1.46,1.19,11.57,15.0,237.2
R-02127,WQ-015,2024-05-23,6.73,0.1,1.05,17.64,3.0,173.7
R-02128,WQ-015,2024-05-24,6.95,2.32,1.82,13.25,6.0,266.7
R-02129,WQ-015,2024-05-25,7.44,0.63,1.75,11.86,16.0,148.5
R-02130,WQ-015,2024-05-26,7.18,0.12,1.01,17.27,17.0,153.2
R-02131,WQ-015,2024-05-27,7.5,0.3,1.21,14.99,13.0,161.9
R-02132,WQ-015,2024-05-28,6.68,0.19,1.86,13.18,7.0,226.9
R-02133,WQ-015,2024-05-29,7.28,0.96,1.54,15.13,,199.7
R-02134,WQ-015,2024-05-30,7.2,0.4,1.82,14.8,22.0,187.2
R-02135,WQ-015,2024-05-31,7.19,0.04,0.99,8.37,7.0,189.6
R-02136,WQ-015,2024-06-02,7.11,0.17,1.16,14.43,5.0,255.4
R-02137,WQ-015,2024-06-04,6.6,0.74,1.42,15.36,18.0,177.7
R-02138,WQ-015,2024-06-05,6.87,0.72,1.53,11.36,8.0,142.4
R-02139,WQ-015,2024-06-06,6.7,0.2,1.41,16.37,17.0,167.1
R-02140,WQ-015,2024-06-07,7.12,1.35,1.46,18.65,9.0,150.0
R-02141,WQ-015,2024-06-08,7.36,0.17,0.67,12.55,9.0,203.2
R-02142,WQ-015,2024-06-09,7.43,0.32,1.03,13.7,11.0,278.7
R-02143,WQ-015,2024-06-10,7.43,2.47,1.0,14.02,15.0,230.1
R-02144,WQ-015,2024-06-11,7.18,2.37,1.51,14.4,13.0,193.8
R-02145,WQ-015,2024-06-12,7.73,0.29,1.69,14.95,11.0,
R-02146,WQ-015,2024-06-13,7.42,0.2,1.49,16.14,4.0,176.1
R-02147,WQ-015,2024-06-14,7.71,0.0,1.04,,13.0,221.8
R-02148,WQ-015,2024-06-15,7.17,,1.81,16.48,19.0,217.5
R-02149,WQ-015,2024-06-16,,1.64,1.26,15.84,12.0,202.4
R-02150,WQ-015,2024-06-17,7.54,0.17,1.81,9.71,10.0,164.3
R-02151,WQ-015,2024-06-18,7.18,0.33,1.12,15.08,12.0,181.8
R-02152,WQ-015,2024-06-20,6.91,1.19,1.23,16.66,9.0,129.7
R-02153,WQ-015,2024-06-22,7.75,0.37,2.22,13.71,9.0,154.4
R-02154,WQ-015,2024-06-23,7.6,1.51,1.15,16.19,7.0,121.9
R-02155,WQ-015,2024-06-25,7.3,0.02,1.07,15.46,6.0,172.5
R-02156,WQ-015,2024-06-26,7.34,0.26,1.09,12.51,13.0,225.2
R-02157,WQ-015,2024-06-27,6.91,1.72,1.47,10.41,24.0,112.9
R-02158,WQ-015,2024-06-28,7.38,0.17,1.29,9.91,12.0,225.3
R-02159,WQ-015,2024-06-29,7.25,0.93,0.7,17.83,19.0,265.2
R-02160,WQ-016,2024-01-01,7.19,0.58,1.36,2.32,0.0,169.2
R-02161,WQ-016,2024-01-02,7.43,0.18,1.44,5.43,1.0,194.2
R-02162,WQ-016,2024-01-04,6.92,1.38,1.29,,,247.3
R-02163,WQ-016,2024-01-05,7.04,0.31,1.57,0.93,1.0,214.2
R-02164,WQ-016,2024-01-06,6.84,1.85,1.13,1.69,4.0,229.8
R-02165,WQ-016,2024-01-09,7.18,0.16,1.31,0.31,1.0,194.1
R-02166,WQ-016,2024-01-10,7.04,0.08,1.59,0.48,1.0,179.1
R-02167,WQ-016,2024-01-11,6.72,0.1,1.76,1.68,1.0,272.7
R-02168,WQ-016,2024-01-12,7.82,1.59,1.21,4.01,3.0,214.2
R-02169,WQ-016,2024-01-14,7.23,0.84,1.13,0.33,1.0,210.3
R-02170,WQ-016,2024-01-15,6.95,3.64,1.53,0.91,2.0,266.2
R-02171,WQ-016,2024-01-16,7.1,0.02,1.3,0.02,0.0,259.3
R-02172,WQ-016,2024-01-17,,0.99,1.83,,10.0,177.8
R-02173,WQ-016,2024-01-18,7.33,0.79,1.47,1.08,2.0,148.1
R-02174,WQ-016,2024-01-19,6.93,1.81,2.15,4.8,3.0,165.5
R-02175,WQ-016,2024-01-20,7.23,1.6,1.31,0.05,,300.8
R-02176,WQ-016,2024-01-21,7.05,0.11,1.58,6.13,1.0,121.4
R-02177,WQ-016,2024-01-23,6.81,0.35,0.79,1.85,2.0,183.7
R-02178,WQ-016,2024-01-24,7.57,0.11,1.01,1.72,2.0,197.4
R-02179,WQ-016,2024-01-25,7.14,0.81,1.46,2.11,0.0,195.9
R-02180,WQ-016,2024-01-26,6.73,1.58,1.39,1.92,0.0,190.6
R-02181,WQ-016,2024-01-27,7.59,1.33,1.08,0.65,2.0,174.6
R-02182,WQ-016,2024-01-30,7.4,2.84,0.95,1.44,2.0,178.3
R-02183,WQ-016,2024-01-31,6.98,1.36,1.98,0.12,1.0,143.2
R-02184,WQ-016,2024-02-01,7.67,0.15,1.09,1.24,4.0,280.3
R-02185,WQ-016,2024-02-02,7.55,0.02,1.34,0.7,3.0,192.0
R-02186,WQ-016,2024-02-03,7.43,0.08,1.85,1.43,1.0,160.4
R-02187,WQ-016,2024-02-05,7.22,0.6,2.5,0.53,2.0,165.2
R-02188,WQ-016,2024-02-06,6.76,0.75,1.84,1.29,0.0,262.2
R-02189,WQ-016,2024-02-07,7.23,0.76,1.36,2.59,0.0,228.8
R-02190,WQ-016,2024-02-08,7.43,0.14,1.65,1.89,1.0,181.3
R-02191,WQ-016,2024-02-09,7.39,,2.3,,0.0,218.1
R-02192,WQ-016,2024-02-11,7.16,0.58,1.75,0.56,1.0,
R-02193,WQ-016,2024-02-13,7.4,0.94,2.21,,1.0,154.7
R-02194,WQ-016,2024-02-14,7.61,0.55,1.85,0.63,3.0,152.6
R-02195,WQ-016,2024-02-15,7.46,1.51,1.54,6.35,3.0,193.7
R-02196,WQ-016,2024-02-16,7.6,0.07,1.67,0.8,1.0,169.1
R-02197,WQ-016,2024-02-17,7.48,2.31,1.37,1.21,0.0,157.7
R-02198,WQ-016,2024-02-18,6.97,3.49,1.75,0.67,,209.5
R-02199,WQ-016,2024-02-19,7.13,3.03,2.28,0.81,6.0,209.3
R-02200,WQ-016,2024-02-20,7.07,0.02,1.46,2.71,0.0,124.8
R-02201,WQ-016,2024-02-21,7.21,0.43,1.67,3.94,5.0,210.9
R-02202,WQ-016,2024-02-23,6.89,1.65,1.72,3.67,1.0,254.9
R-02203,WQ-016,2024-02-24,6.98,0.03,1.09,1.02,3.0,193.3
R-02204,WQ-016,2024-02-25,7.26,0.24,1.71,2.92,0.0,221.1
R-02205,WQ-016,2024-02-26,7.07,0.27,1.28,0.26,1.0,154.4
R-02206,WQ-016,2024-02-27,7.44,2.04,1.71,0.15,0.0,360.8
R-02207,WQ-016,2024-02-28,7.25,0.53,1.33,0.02,0.0,181.5
R-02208,WQ-016,2024-02-29,7.25,0.02,1.03,2.5,1.0,271.7
R-02209,WQ-016,2024-03-01,6.96,1.59,1.82,1.78,1.0,198.0
R-02210,WQ-016,2024-03-02,7.15,0.04,1.24,0.47,,214.7
R-02211,WQ-016,2024-03-03,7.06,0.33,1.93,0.02,7.0,135.2
R-02212,WQ-016,2024-03-05,7.76,0.26,1.42,,,194.5
R-02213,WQ-016,2024-03-06,7.89,1.18,1.04,0.95,0.0,170.2
R-02214,WQ-016,2024-03-07,7.52,2.59,1.25,4.39,5.0,170.5
R-02215,WQ-016,2024-03-08,7.22,0.98,1.95,0.93,1.0,151.9
R-02216,WQ-016,2024-03-10,7.35,1.37,1.61,4.92,0.0,193.4
R-02217,WQ-016,2024-03-11,7.4,0.94,2.58,2.1,3.0,188.4
R-02218,WQ-016,2024-03-12,,0.23,1.27,1.3,1.0,47.2
R-02219,WQ-016,2024-03-13,6.88,0.38,1.21,1.8,2.0,246.0
R-02220,WQ-016,2024-03-14,7.31,1.4,1.42,5.4,1.0,143.1
R-02221,WQ-016,2024-03-15,6.92,1.41,0.84,1.1,4.0,147.6
R-02222,WQ-016,2024-03-16,7.68,0.41,1.45,6.03,2.0,140.9
R-02223,WQ-016,2024-03-17,6.97,0.79,1.44,0.21,1.0,66.4
R-02224,WQ-016,2024-03-18,8.09,0.11,1.8,1.72,2.0,144.2
R-02225,WQ-016,2024-03-19,6.79,0.94,1.33,0.56,4.0,272.3
R-02226,WQ-016,2024-03-21,6.85,1.63,1.09,1.88,0.0,231.3
R-02227,WQ-016,2024-03-22,7.52,0.09,2.02,4.62,3.0,209.5
R-02228,WQ-016,2024-03-23,7.23,,1.61,0.71,2.0,316.8
R-02229,WQ-016,2024-03-25,7.63,0.14,1.42,0.96,1.0,153.8
R-02230,WQ-016,2024-03-26,6.77,0.65,1.9,3.42,1.0,215.1
R-02231,WQ-016,2024-03-27,7.38,0.68,1.27,1.9,1.0,227.8
R-02232,WQ-016,2024-03-28,6.74,0.97,1.84,,1.0,267.6
R-02233,WQ-016,2024-03-29,6.76,0.66,1.36,4.26,1.0,144.1
R-02234,WQ-016,2024-03-30,7.2,2.33,2.23,0.41,2.0,221.6
R-02235,WQ-016,2024-03-31,7.39,1.58,1.06,2.11,0.0,104.4
R-02236,WQ-016,2024-04-01,7.6,3.05,1.95,1.31,0.0,115.7
R-02237,WQ-016,2024-04-02,7.09,0.1,2.24,0.4,0.0,207.5
R-02238,WQ-016,2024-04-03,7.11,0.49,1.45,1.68,5.0,207.4
R-02239,WQ-016,2024-04-04,7.95,0.75,1.51,3.04,3.0,234.8
R-02240,WQ-016,2024-04-05,7.5,1.31,1.76,0.04,2.0,269.1
R-02241,WQ-016,2024-04-06,7.28,0.6,2.02,0.8,0.0,334.3
R-02242,WQ-016,2024-04-08,7.33,0.82,2.06,1.49,0.0,289.5
R-02243,WQ-016,2024-04-09,6.9,0.9,1.42,0.47,1.0,221.4
R-02244,WQ-016,2024-04-10,7.14,0.79,1.46,1.97,1.0,241.8
R-02245,WQ-016,2024-04-11,6.83,0.23,1.73,2.09,2.0,98.5
R-02246,WQ-016,2024-04-12,7.06,0.29,1.02,0.06,4.0,119.4
R-02247,WQ-016,2024-04-13,6.96,1.87,2.0,0.36,1.0,277.1
R-02248,WQ-016,2024-04-14,7.2,0.87,1.75,0.6,1.0,194.9
R-02249,WQ-016,2024-04-15,7.14,0.44,0.98,0.28,0.0,267.0
R-02250,WQ-016,2024-04-16,7.49,1.28,1.43,1.61,1.0,220.6
R-02251,WQ-016,2024-04-17,6.82,0.48,1.56,10.59,1.0,171.1
R-02252,WQ-016,2024-04-18,7.1,0.08,2.02,,3.0,214.7
R-02253,WQ-016,2024-04-20,7.58,,1.84,2.66,1.0,224.9
R-02254,WQ-016,2024-04-21,7.77,0.12,1.6,5.03,1.0,128.8
R-02255,WQ-016,2024-04-22,7.3,,2.08,0.26,4.0,
R-02256,WQ-016,2024-04-23,7.57,0.02,1.19,0.34,1.0,155.4
R-02257,WQ-016,2024-04-24,6.98,1.12,1.96,0.93,,227.2
R-02258,WQ-016,2024-04-27,7.23,3.82,1.54,,2.0,156.4
R-02259,WQ-016,2024-04-28,7.03,0.01,1.75,1.42,2.0,263.0
R-02260,WQ-016,2024-04-29,6.97,0.34,1.15,1.8,1.0,181.9
R-02261,WQ-016,2024-05-01,7.0,0.12,1.94,0.59,0.0,110.2
R-02262,WQ-016,2024-05-03,7.48,1.07,1.0,1.22,3.0,128.3
R-02263,WQ-016,2024-05-05,7.25,2.2,1.62,0.43,1.0,219.5
R-02264,WQ-016,2024-05-06,7.42,2.21,,0.33,8.0,191.1
R-02265,WQ-016,2024-05-07,7.21,1.46,1.83,0.78,6.0,210.1
R-02266,WQ-016,2024-05-09,7.09,0.63,1.64,4.18,1.0,
R-02267,WQ-016,2024-05-11,7.45,0.54,1.48,0.13,0.0,158.9
R-02268,WQ-016,2024-05-12,7.25,0.18,2.14,0.15,,250.3
R-02269,WQ-016,2024-05-14,7.26,0.02,1.69,0.16,2.0,147.4
R-02270,WQ-016,2024-05-16,7.25,1.39,1.33,0.4,0.0,176.9
R-02271,WQ-016,2024-05-17,7.49,1.03,1.9,0.37,1.0,183.1
R-02272,WQ-016,2024-05-22,7.5,0.2,1.52,10.0,1.0,97.9
R-02273,WQ-016,2024-05-24,7.99,1.1,1.29,0.34,3.0,203.9
R-02274,WQ-016,2024-05-25,7.36,0.59,1.57,1.66,2.0,187.7
R-02275,WQ-016,2024-05-26,7.1,0.18,1.64,0.23,3.0,222.0
R-02276,WQ-016,2024-05-27,,0.71,1.81,7.95,0.0,176.1
R-02277,WQ-016,2024-05-28,,0.53,1.09,3.64,1.0,124.7
R-02278,WQ-016,2024-05-30,6.87,0.47,2.05,1.28,4.0,248.8
R-02279,WQ-016,2024-05-31,7.8,0.1,1.01,1.99,3.0,142.7
R-02280,WQ-016,2024-06-01,7.0,0.67,1.25,2.47,7.0,
R-02281,WQ-016,2024-06-02,6.45,0.79,1.33,0.43,0.0,221.1
R-02282,WQ-016,2024-06-03,6.52,1.08,1.48,0.79,1.0,109.5
R-02283,WQ-016,2024-06-04,,1.32,2.62,0.1,3.0,255.8
R-02284,WQ-016,2024-06-05,7.28,0.14,0.78,1.64,2.0,205.9
R-02285,WQ-016,2024-06-06,7.23,0.38,1.11,0.43,0.0,299.3
R-02286,WQ-016,2024-06-07,7.6,0.14,2.34,3.8,0.0,151.7
R-02287,WQ-016,2024-06-08,6.75,0.58,1.57,0.59,0.0,
R-02288,WQ-016,2024-06-09,7.57,1.39,1.27,2.21,1.0,254.4
R-02289,WQ-016,2024-06-10,7.36,0.96,2.27,2.04,2.0,179.3
R-02290,WQ-016,2024-06-11,6.75,0.37,1.44,1.85,2.0,222.9
R-02291,WQ-016,2024-06-13,,0.08,1.56,1.36,3.0,201.7
R-02292,WQ-016,2024-06-14,7.48,1.48,1.46,3.58,2.0,193.4
R-02293,WQ-016,2024-06-15,7.55,0.08,1.22,3.02,0.0,257.0
R-02294,WQ-016,2024-06-17,7.2,0.16,1.49,1.78,2.0,103.6
R-02295,WQ-016,2024-06-18,7.12,0.07,,,1.0,206.6
R-02296,WQ-016,2024-06-20,7.48,0.9,1.44,2.65,1.0,223.9
R-02297,WQ-016,2024-06-21,7.25,0.37,1.49,0.91,3.0,146.6
R-02298,WQ-016,2024-06-22,6.97,0.27,1.54,0.49,0.0,324.1
R-02299,WQ-016,2024-06-24,7.72,0.04,1.47,,6.0,149.5
R-02300,WQ-016,2024-06-25,7.1,0.17,1.06,2.66,0.0,175.8
R-02301,WQ-016,2024-06-26,7.37,0.62,1.82,4.19,3.0,162.1
R-02302,WQ-016,2024-06-27,7.22,0.09,1.7,1.05,2.0,141.7
R-02303,WQ-016,2024-06-28,7.52,0.24,1.59,0.07,2.0,145.6
R-02304,WQ-016,2024-06-30,7.09,0.1,1.13,0.76,2.0,272.3
R-02305,WQ-017,2024-01-01,7.36,0.17,2.0,,0.0,269.8
R-02306,WQ-017,2024-01-02,7.86,0.02,2.27,0.35,1.0,245.6
R-02307,WQ-017,2024-01-03,7.47,1.08,1.28,2.44,0.0,203.2
R-02308,WQ-017,2024-01-04,7.16,0.9,1.44,0.08,4.0,225.4
R-02309,WQ-017,2024-01-05,7.26,0.9,1.28,1.35,2.0,208.9
R-02310,WQ-017,2024-01-06,7.3,0.28,1.79,0.92,4.0,190.0
R-02311,WQ-017,2024-01-07,6.94,0.33,1.26,1.96,1.0,166.1
R-02312,WQ-017,2024-01-09,6.53,2.53,1.46,1.48,1.0,175.1
R-02313,WQ-017,2024-01-10,6.91,0.56,0.94,2.29,1.0,170.1
R-02314,WQ-017,2024-01-11,7.52,1.13,1.57,1.54,2.0,274.1
R-02315,WQ-017,2024-01-12,7.25,1.91,1.16,0.07,3.0,257.1
R-02316,WQ-017,2024-01-13,7.21,1.09,1.37,4.22,,181.7
R-02317,WQ-017,2024-01-14,7.24,0.39,1.16,0.1,2.0,
R-02318,WQ-017,2024-01-15,7.36,0.67,1.56,9.88,3.0,232.5
R-02319,WQ-017,2024-01-16,6.92,0.56,1.58,5.35,1.0,93.9
R-02320,WQ-017,2024-01-17,7.2,2.31,2.1,4.33,1.0,102.3
R-02321,WQ-017,2024-01-18,7.2,1.55,1.69,0.43,4.0,228.8
R-02322,WQ-017,2024-01-21,7.37,0.17,1.58,3.4,3.0,265.6
R-02323,WQ-017,2024-01-23,6.86,0.67,1.92,1.92,1.0,137.2
R-02324,WQ-017,2024-01-24,6.61,,1.33,1.09,1.0,176.0
R-02325,WQ-017,2024-01-25,7.32,0.14,1.33,0.79,1.0,265.3
R-02326,WQ-017,2024-01-26,7.82,0.18,1.47,2.63,1.0,116.3
R-02327,WQ-017,2024-01-27,7.01,0.71,1.54,2.8,1.0,239.1
R-02328,WQ-017,2024-01-28,7.19,0.26,1.84,0.7,0.0,192.5
R-02329,WQ-017,2024-01-29,6.93,0.02,1.88,0.91,0.0,245.2
R-02330,WQ-017,2024-01-30,7.48,0.12,1.41,3.51,1.0,270.9
R-02331,WQ-017,2024-01-31,7.01,0.28,0.96,0.98,1.0,181.0
R-02332,WQ-017,2024-02-03,6.85,1.39,1.26,0.76,1.0,
R-02333,WQ-017,2024-02-04,,0.11,1.47,1.43,0.0,
R-02334,WQ-017,2024-02-05,7.22,0.19,1.91,0.62,0.0,290.7
R-02335,WQ-017,2024-02-06,7.51,0.31,1.7,3.21,2.0,242.4
R-02336,WQ-017,2024-02-07,7.1,1.69,1.32,0.41,,254.9
R-02337,WQ-017,2024-02-08,6.81,0.09,1.48,0.75,1.0,250.8
R-02338,WQ-017,2024-02-10,7.5,0.42,0.53,,0.0,128.8
R-02339,WQ-017,2024-02-11,6.95,0.18,,2.43,1.0,195.3
R-02340,WQ-017,2024-02-13,6.73,0.34,1.38,0.14,2.0,164.0
R-02341,WQ-017,2024-02-14,6.78,0.2,1.78,0.04,1.0,184.3
R-02342,WQ-017,2024-02-15,7.0,0.06,1.8,2.33,3.0,178.5
R-02343,WQ-017,2024-02-16,6.92,0.41,1.07,1.04,2.0,193.6
R-02344,WQ-017,2024-02-17,7.16,0.31,0.66,0.6,4.0,253.9
R-02345,WQ-017,2024-02-18,6.31,1.34,2.58,0.3,2.0,284.2
R-02346,WQ-017,2024-02-20,7.15,0.12,1.87,0.16,1.0,215.9
R-02347,WQ-017,2024-02-21,6.67,1.07,1.51,4.5,2.0,166.3
R-02348,WQ-017,2024-02-22,7.47,0.85,1.48,2.24,0.0,194.4
R-02349,WQ-017,2024-02-23,7.18,0.42,1.01,1.3,0.0,197.3
R-02350,WQ-017,2024-02-24,7.3,2.06,1.68,4.44,2.0,218.2
R-02351,WQ-017,2024-02-26,7.56,0.02,1.44,0.28,3.0,171.4
R-02352,WQ-017,2024-02-28,7.67,0.15,1.14,4.5,0.0,197.8
R-02353,WQ-017,2024-02-29,7.26,0.94,1.51,2.69,0.0,137.8
R-02354,WQ-017,2024-03-01,6.9,1.16,1.43,0.82,,285.3
R-02355,WQ-017,2024-03-03,7.24,0.22,1.77,0.49,1.0,269.0
R-02356,WQ-017,2024-03-04,7.36,0.76,1.95,1.52,5.0,252.3
R-02357,WQ-017,2024-03-05,6.96,0.28,1.66,1.39,2.0,207.9
R-02358,WQ-017,2024-03-06,7.42,0.45,1.38,2.45,3.0,98.5
R-02359,WQ-017,2024-03-07,7.27,1.47,1.72,0.59,1.0,207.2
R-02360,WQ-017,2024-03-08,7.11,0.25,1.73,0.38,0.0,158.9
R-02361,WQ-017,2024-03-09,7.16,0.24,1.34,0.33,1.0,
R-02362,WQ-017,2024-03-10,,0.56,0.6,0.94,1.0,190.2
R-02363,WQ-017,2024-03-11,7.0,0.03,1.0,0.31,1.0,249.5
R-02364,WQ-017,2024-03-12,7.01,0.43,1.8,0.13,2.0,226.9
R-02365,WQ-017,2024-03-14,7.77,0.39,1.37,1.54,1.0,220.0
R-02366,WQ-017,2024-03-15,6.87,,1.51,5.65,1.0,123.4
R-02367,WQ-017,2024-03-17,7.92,0.6,2.02,1.3,1.0,194.7
R-02368,WQ-017,2024-03-18,7.46,1.66,1.99,0.6,,178.9
R-02369,WQ-017,2024-03-19,7.07,0.39,0.95,0.28,8.0,
R-02370,WQ-017,2024-03-20,6.91,0.6,1.37,,0.0,
R-02371,WQ-017,2024-03-21,7.47,0.11,1.5,0.37,2.0,271.8
R-02372,WQ-017,2024-03-22,6.76,0.38,1.22,3.53,1.0,273.3
R-02373,WQ-017,2024-03-23,7.45,2.19,1.61,2.25,1.0,208.8
R-02374,WQ-017,2024-03-24,7.5,0.3,1.15,1.05,2.0,231.3
R-02375,WQ-017,2024-03-25,6.87,0.36,1.57,2.2,1.0,232.7
R-02376,WQ-017,2024-03-26,8.09,0.21,1.75,0.97,0.0,138.0
R-02377,WQ-017,2024-03-27,7.33,3.44,1.38,3.39,2.0,271.4
R-02378,WQ-017,2024-03-29,7.34,0.9,1.5,1.13,2.0,189.2
R-02379,WQ-017,2024-03-30,7.07,0.49,1.66,0.21,1.0,311.9
R-02380,WQ-017,2024-04-01,7.04,0.6,1.19,0.87,2.0,218.7
R-02381,WQ-017,2024-04-02,7.51,0.29,1.87,6.89,3.0,249.7
R-02382,WQ-017,2024-04-03,6.84,0.46,1.79,0.18,1.0,271.7
R-02383,WQ-017,2024-04-04,7.02,0.5,1.71,2.22,5.0,248.4
R-02384,WQ-017,2024-04-05,7.46,1.19,1.45,0.9,6.0,253.7
